"V1" "V2"
"1" 332151.509693492 380633.91022891
"2" 332360.549927171 380753.81171539
"3" 332341.276237765 380795.946240372
"4" 332419.223542448 380638.948060215
"5" 332348.527359988 380810.731353667
"6" 332275.32275019 380860.163755492
"7" 332576.970217782 380926.271187246
"8" 332120.382990355 380699.584579535
"9" 332077.870988541 380506.870088524
"10" 332399.267179804 380581.375477732
"11" 332337.006447333 380792.780523532
"12" 332469.4030796 380921.821104403
"13" 332231.819326349 380622.242561888
"14" 332138.656428891 380528.563970803
"15" 332598.025694726 380812.621767103
"16" 332534.860107634 380892.254333469
"17" 332006.76469737 380808.812944579
"18" 332439.20221483 380627.605891222
"19" 332266.939333501 380608.710934359
"20" 332454.995305423 380671.8295505
"21" 332381.314843967 380864.91111505
"22" 332556.356387543 380644.816605107
"23" 332089.227726769 380725.821705405
"24" 332360.412263623 380661.379549647
"25" 332151.546212894 380681.988285295
"26" 332468.050559505 380625.711680712
"27" 332360.442815357 380829.113100674
"28" 332174.05056749 380657.408682326
"29" 332212.610419179 380607.287993685
"30" 332143.301837245 380591.016018405
"31" 332111.999183433 380546.896220421
"32" 332545.772500262 380774.876452747
"33" 332605.152084777 380855.71485314
"34" 332445.971843088 380849.114799706
"35" 332429.457496711 380931.40946667
"36" 332211.998007004 380688.443587469
"37" 332201.931058402 380666.24454252
"38" 332239.77696653 380512.597975743
"39" 332663.480168781 380777.322663255
"40" 332235.444649428 380854.361857831
"41" 332007.427890707 380749.943370066
"42" 332374.146573655 380927.234194709
"43" 332093.050055128 380640.46970001
"44" 332457.543423727 380937.289775991
"45" 332621.815581319 380631.288336726
"46" 332540.993165213 380818.783293266
"47" 332437.736772146 380746.721978535
"48" 332533.527792815 380643.703565321
"49" 332285.639768346 380755.730732614
"50" 332061.156034766 380509.745180515
"51" 332564.624218878 380805.881007955
"52" 332145.911889584 380674.352787042
"53" 332497.883820997 380767.431720544
"54" 332085.13379579 380526.035099236
"55" 332327.08608354 380813.95064623
"56" 332102.114361563 380654.307692227
"57" 332604.873696499 380932.640072628
"58" 332807.593791207 380678.652339478
"59" 332281.625484977 380740.878525465
"60" 332314.65665067 380582.439478441
"61" 332759.153690058 380711.850063053
"62" 332439.299414732 380727.654321803
"63" 332758.668135078 380785.824817147
"64" 332384.708915496 380717.248914474
"65" 332552.33621116 380622.399445794
"66" 332314.506590294 380823.966476697
"67" 332093.903711608 380773.502509952
"68" 332291.859272368 380525.645435701
"69" 332631.642046321 380630.763307986
"70" 332423.193507748 380751.859047388
"71" 332395.919871537 380734.619622514
"72" 332025.845389615 380666.631678426
"73" 332155.235638145 380688.57800697
"74" 332552.599513498 380944.999418544
"75" 332701.176549686 380742.862403289
"76" 332331.040875471 380755.429768735
"77" 332461.079649775 380818.905317108
"78" 332103.986512045 380783.291938951
"79" 332186.906605638 380702.115898473
"80" 332523.282999861 380870.792169075
"81" 332072.480875306 380466.544797912
"82" 332618.654523477 380929.082952236
"83" 332496.032260434 380610.871395799
"84" 332009.200208065 380809.034794148
"85" 332053.849067337 380518.936028073
"86" 332698.462149698 380915.523640964
"87" 332172.290373098 380763.220880166
"88" 331978.370928183 380732.264143629
"89" 332326.841610782 380657.565520616
"90" 332466.030179648 380665.353699422
"91" 332111.101009477 380838.853106983
"92" 332109.350475492 380704.92719118
"93" 332126.261255067 380584.874307563
"94" 332136.042473026 380824.215575647
"95" 332108.990924183 380682.613488736
"96" 332243.625806168 380568.197475463
"97" 332020.270177092 380577.785848706
"98" 332273.750027222 380585.108876959
"99" 332289.942052694 380730.207447972
"100" 332679.712058279 380916.894294463
"101" 332711.400563492 380944.308821209
"102" 332535.190402662 380917.919147504
"103" 332402.80196169 380729.157824426
"104" 332459.503356626 380938.925246753
"105" 332415.605474106 380542.847962983
"106" 332728.50863658 380807.283503504
"107" 332221.603331976 380632.180693322
"108" 332392.113279839 380698.281506427
"109" 332420.664626423 380759.166799531
"110" 332661.057758929 380767.87245099
"111" 332534.559709628 380653.002279804
"112" 332403.956012184 380731.68699664
"113" 332380.456955808 380717.941275347
"114" 332272.419589912 380775.132117173
"115" 332420.83855148 380913.93348947
"116" 332658.303842233 380872.840816549
"117" 332574.788010882 380719.375424347
"118" 332686.288104326 380829.974301762
"119" 332639.01325465 380877.400305048
"120" 332736.531635065 380827.629924286
"121" 332468.001967639 380905.673526065
"122" 332019.843900567 380598.207714596
"123" 332030.212078342 380541.437417967
"124" 332468.638948311 380951.199051017
"125" 332275.63985475 380572.993976452
"126" 332695.091649827 380641.581513973
"127" 332457.611126421 380845.726137482
"128" 332593.191311904 380861.630570077
"129" 332744.183682254 380686.174913125
"130" 332272.136449975 380816.584335346
"131" 332735.88546486 380853.681145633
"132" 332059.967037579 380512.423481687
"133" 332558.939537174 380770.710917239
"134" 332224.1897406 380802.386321177
"135" 332540.157701366 380609.89752599
"136" 332255.5444339 380659.000523087
"137" 332042.700311409 380702.74195396
