"V1" "V2"
"1" 333213.2572048 377550.612493528
"2" 333152.944618161 377054.656731402
"3" 333065.962499121 377425.717713493
"4" 333262.299603661 377676.709547018
"5" 332862.580210295 377385.844152798
"6" 333016.566912545 377390.46873664
"7" 333045.93076276 377379.642491742
"8" 333103.38999531 377607.001064313
"9" 333111.657158207 377177.77757401
"10" 333197.179743338 377728.969254836
"11" 333034.036982298 377190.617145793
"12" 333231.151729684 377189.16503681
"13" 333204.791185871 377644.828197776
"14" 333226.746299087 377451.103278023
"15" 333144.351630949 377325.5264964
"16" 333008.072355899 377241.859941186
"17" 333073.344000357 377583.638775143
"18" 332890.427481811 377327.036103599
"19" 333108.936402164 377196.039934656
"20" 333172.048390307 377147.789417346
"21" 332924.116732337 377274.347307627
"22" 333252.938866155 377258.976537329
"23" 333202.046618287 377302.210818364
"24" 333259.901137127 377549.183861586
"25" 333159.020696671 377360.657632704
"26" 333223.392174386 377369.085993277
"27" 333032.414774985 377202.545330251
"28" 333240.829139994 377236.20746799
"29" 332898.943949828 377364.164337098
"30" 333246.839180084 377335.157015347
"31" 333189.283873727 377626.570186839
"32" 333252.682604273 377602.206706061
"33" 332963.603712918 377503.805640409
"34" 333112.503573947 377571.221036135
"35" 333019.342231379 377527.640846116
"36" 333280.353966217 377710.841776869
"37" 333002.562763331 377513.434528359
"38" 333301.488512101 377247.781962771
"39" 333294.680069325 377485.721879377
"40" 332894.953049301 377413.732263271
"41" 333170.736311525 377564.449321841
"42" 332962.785927358 377260.144047514
"43" 333238.278253936 377413.459210302
"44" 332987.619887605 377387.876096226
"45" 333046.222366836 377319.650824822
"46" 333232.734525733 377395.940265805
"47" 332894.438800834 377440.288687916
"48" 333096.870317415 377458.514078704
"49" 333231.740264493 377466.58603127
"50" 332984.36408302 377540.723168182
"51" 333240.70420085 377122.028762314
"52" 333301.307657983 377248.351157499
"53" 333063.571679497 377286.137745985
"54" 333134.665422863 377222.123291173
"55" 333258.283802013 377103.767747452
"56" 332885.35136425 377426.830776795
"57" 332891.028841233 377278.560795142
"58" 333030.785072781 377523.799381903
"59" 332910.378503202 377252.749019453
"60" 333008.717207246 377463.878834096
"61" 333164.848023644 377357.614464506
"62" 332999.003864787 377485.204492343
"63" 333076.565673702 377239.276963842
"64" 332894.55400957 377328.400405944
"65" 333162.260319304 377376.838578423
"66" 333317.072904085 377250.330254648
"67" 332909.219873169 377275.761472206
"68" 333253.705065216 377223.239608441
"69" 332944.664883135 377291.794759097
"70" 332953.921222699 377468.591387446
"71" 333004.722117473 377455.234807896
"72" 333271.530716616 377479.239061595
"73" 333266.235558619 377295.05113247
"74" 333030.530422485 377356.851200153
"75" 333246.135217904 377370.665570895
"76" 333153.779350963 377223.650318239
"77" 333117.494117795 377303.635403207
"78" 333152.69631562 377249.522845729
"79" 332909.602011356 377270.542945939
"80" 333183.049236316 377213.418516421
"81" 333046.502231084 377252.175083706
"82" 333292.907208493 377662.209022066
"83" 333219.326549845 377595.862497668
"84" 333082.286201475 377584.120893665
"85" 333068.603283368 377194.535926031
"86" 333170.082573268 377674.726795034
"87" 332917.642893934 377419.592617769
"88" 332990.533708439 377542.89220451
"89" 333056.874188795 377372.255322177
"90" 333174.232650499 377486.145232658
"91" 333170.022172206 377586.391737366
"92" 332981.69136015 377516.00296111
"93" 333034.640600552 377530.108680977
"94" 332969.960146905 377417.450871024
"95" 333284.987484972 377529.191668699
"96" 332944.731495121 377334.747818983
"97" 333092.885711482 377123.155069158
"98" 333231.472527516 377193.169259198
"99" 333105.191543346 377264.268671454
"100" 332997.96630028 377480.618561353
"101" 332912.763660956 377305.312074706
"102" 333111.903827578 377641.4831107
"103" 333277.500882058 377463.987863013
"104" 333231.650781191 377136.761311426
"105" 333278.134310804 377128.386126695
"106" 333292.95668005 377117.402969752
"107" 333249.506831439 377705.732881106
"108" 333109.375057538 377196.549840549
"109" 333162.107842624 377720.116458811
"110" 333271.025828037 377627.959616147
"111" 333275.506194887 377573.239392121
"112" 332929.454300808 377489.595066039
"113" 333040.12765542 377221.922942818
"114" 333066.554641748 377256.118965673
"115" 333235.083864185 377445.059015521
"116" 333205.182828903 377078.785190021
"117" 333156.745962056 377703.906188584
