"V1" "V2"
"1" 326713.228854342 374936.71358749
"2" 326705.750465478 374791.786354397
"3" 326588.419105168 374718.327434134
"4" 326562.750405891 375100.101148406
"5" 326535.426447768 374676.896228304
"6" 326494.164370368 375002.44014959
"7" 326634.830411097 375065.482174126
"8" 326535.845410783 375022.16369573
"9" 326626.675575052 374821.191651642
"10" 326653.316179948 374834.381030803
"11" 326770.475484448 374813.916633711
"12" 326628.609654926 375167.402242523
"13" 326638.512895754 375078.725804564
"14" 326693.579864986 375010.903787737
"15" 326645.915137682 374963.512376431
"16" 326595.743010637 374993.919609912
"17" 326611.797925088 374729.23534178
"18" 326557.352032654 375016.973224442
"19" 326479.863812324 375022.382811494
"20" 326512.173333113 374758.860636823
"21" 326548.244847332 375056.907979266
"22" 326693.35638327 374849.072694664
"23" 326670.792260908 374768.110543454
"24" 326550.411883557 375044.738305197
"25" 326541.250646293 374934.600641299
"26" 326660.723902357 374916.260856121
"27" 326496.471121938 374852.968538538
"28" 326662.531620781 374989.711540987
"29" 326645.48521071 374835.150425282
"30" 326614.048072308 374961.900594741
"31" 326675.281120898 375041.574480904
"32" 326536.700507666 374946.940849036
"33" 326707.296735762 374786.095700346
"34" 326698.33905589 374885.734746494
"35" 326604.739676649 374778.498807225
"36" 326607.030325223 374800.462812175
"37" 326632.749236262 375162.580686893
"38" 326522.432550376 374944.997769914
"39" 326676.53769261 374789.962680807
"40" 326776.359663398 374746.602626727
"41" 326540.025142402 375039.981153899
"42" 326743.533155232 374749.360317619
"43" 326512.731458933 374787.485256781
"44" 326479.478376975 374972.954575449
"45" 326670.215337282 375119.287600514
"46" 326528.126230828 374956.68008637
"47" 326478.598259046 374762.065755608
"48" 326496.674386839 374824.248494121
"49" 326684.316551921 374918.710531768
"50" 326590.555540669 374831.972589113
"51" 326696.906584142 374908.672761136
"52" 326592.931783063 375062.889333717
"53" 326574.038009976 375000.702479405
"54" 326492.387509559 374858.517212417
"55" 326740.032441729 374793.410048461
"56" 326689.1043436 375161.346436798
"57" 326734.57315185 374919.853878788
"58" 326493.285590377 374940.504725555
"59" 326752.067817739 374860.733285399
"60" 326721.490450671 375041.572571316
"61" 326631.311315993 374983.914366022
"62" 326488.229078311 374867.195287315
"63" 326535.187429107 375029.46454889
"64" 326702.827211471 375116.401795451
"65" 326549.794795975 374917.639424945
"66" 326492.392927578 375042.402567093
"67" 326548.829621393 374966.599289466
"68" 326525.401794875 374797.625411876
"69" 326610.390224292 374889.936264918
"70" 326633.778096736 375099.537160134
"71" 326725.582128707 374934.349873348
"72" 326597.006850712 374938.687852559
"73" 326711.807248973 374754.065063132
"74" 326668.741058284 374814.078048406
"75" 326610.588286396 374867.114689346
"76" 326634.928195559 374896.35081817
"77" 326680.175164983 375154.262525002
"78" 326541.676235564 374807.101234509
"79" 326605.34675332 374920.126861965
"80" 326757.674915241 374775.226315748
"81" 326514.583762271 374961.330512594
"82" 326714.275975536 374805.657999509
"83" 326698.761369252 375163.46705434
"84" 326692.222125211 374833.857066378
"85" 326583.513286563 375117.163137563
"86" 326501.08630721 374740.456911654
"87" 326642.405484039 375038.104668821
"88" 326680.135210585 374799.401893897
"89" 326677.725790706 375138.007826299
"90" 326725.223225249 374940.138410536
"91" 326499.871552135 374937.931679201
"92" 326563.225710052 374907.137124874
"93" 326702.170847037 374864.864410425
"94" 326755.324389401 374852.545599264
"95" 326741.437446502 374816.858549905
"96" 326493.298239783 374962.030216951
"97" 326499.014138052 374745.524897948
"98" 326596.277246865 374820.191936216
"99" 326623.212477872 374899.641120285
"100" 326561.057701362 374792.432466005
"101" 326643.325446652 375076.81861699
"102" 326704.094057377 375017.674132618
"103" 326559.486728901 374697.330522199
"104" 326600.399432659 374796.170164321
"105" 326746.331427073 374857.236957362
"106" 326464.922866539 374994.822297645
"107" 326713.251267962 374724.633599494
