"V1" "V2"
"1" 335401.196870073 383976.395616345
"2" 334830.904779586 383521.512308061
"3" 335240.508559654 384130.675597335
"4" 335049.697092901 383654.610132268
"5" 334610.388197566 384377.446823017
"6" 335203.994032014 384068.620434457
"7" 334676.343126871 383642.601467522
"8" 334823.648529343 384127.432763119
"9" 334725.063274677 384261.902778991
"10" 334900.997689514 384236.127628027
"11" 334832.608840697 383538.856776963
"12" 334894.06340076 384646.996655431
"13" 334718.699982266 383976.370969577
"14" 335253.210194428 383893.25823722
"15" 334731.405681295 384526.069725879
"16" 334933.812494278 384128.726170776
"17" 335298.513013081 384105.479902298
"18" 334813.580764336 384495.61100896
"19" 335400.047518176 383839.12943777
"20" 335183.984493657 383697.091526532
"21" 335215.209302237 383943.797035313
"22" 335315.095971491 383767.14350575
"23" 335191.200992893 383920.380448775
"24" 334876.572409216 383814.524557548
"25" 334737.88966566 383735.979757665
"26" 334915.789135634 383923.459482013
"27" 334890.998718888 383856.542565842
"28" 334943.06160499 383673.842369632
"29" 335311.301275489 384177.46066658
"30" 335577.427538992 384086.262119079
"31" 334664.08135852 384380.998603702
"32" 334849.249832905 383828.658576513
"33" 334704.684177958 383892.394264302
"34" 335500.661519135 383842.879552844
"35" 335271.799797618 383925.318492639
"36" 335129.04587138 383876.782154163
"37" 335124.736019137 383801.503230937
"38" 334631.85051995 383875.131343032
"39" 334704.973044538 383746.645955928
"40" 335373.906783926 384005.304793641
"41" 334784.974844696 384253.935713491
"42" 334931.769975872 384285.658931677
"43" 334632.532671172 384337.014284298
"44" 335141.134991544 384047.720667071
"45" 334886.038735806 383652.383082732
"46" 334641.082935783 384309.790452179
"47" 335409.813966885 384053.353672693
"48" 335467.802908192 384111.419878517
"49" 334617.088173005 383824.008623819
"50" 335295.271636935 384177.643350785
"51" 334950.736657035 383707.10568266
"52" 335539.268564684 384259.444715261
"53" 335465.55597661 383831.835111012
"54" 334804.219817433 384255.106628182
"55" 335014.947745671 384151.480722108
"56" 335051.59198688 384002.891206981
"57" 335100.423787896 383662.879152983
"58" 334693.701410446 383610.880626527
"59" 335030.672649946 383611.478475674
"60" 334843.377017395 384734.558450574
"61" 335297.164285567 384168.551044338
"62" 335347.288111519 383835.25090148
"63" 335085.979438371 383718.231585018
"64" 335533.783993403 384164.562035021
"65" 335049.194295277 383639.422126639
"66" 335404.233489144 384062.343281634
"67" 334797.288867499 383766.512919783
"68" 335024.640824695 383964.116565672
"69" 334868.56610258 384705.310235149
"70" 334960.505585981 384008.605528693
"71" 334922.195965073 383575.162116018
