"V1" "V2"
"1" 331263.999064337 379842.122446387
"2" 331461.146009463 379644.802243113
"3" 331429.20253269 379624.46362893
"4" 331566.111752444 379560.245572344
"5" 331490.912212747 379742.787612857
"6" 331418.439651182 379709.020383333
"7" 331567.63996233 379680.824417409
"8" 331586.924642928 379810.411094172
"9" 331658.963572228 379479.437815952
"10" 331662.140098484 379651.507394246
"11" 331534.042414442 379731.519435832
"12" 331518.291560473 379730.174926494
"13" 331450.533118579 379648.70445298
"14" 331789.219469989 379774.717270329
"15" 331622.450853221 379601.15366076
"16" 331402.503939609 379400.746265582
"17" 331578.824600378 379613.159617292
"18" 331756.453170664 379703.765538785
"19" 331562.154083091 379522.27398249
"20" 331522.91816178 379652.995533353
"21" 331419.355198434 379945.288867916
"22" 331701.9181163 379645.643746758
"23" 331360.566064746 380010.663186815
"24" 331604.581464031 379771.463887456
"25" 331769.89668414 379577.426843286
"26" 331469.934312518 379768.70116176
"27" 331507.909988547 379722.606078788
"28" 331493.36783149 379737.464439354
"29" 331200.691713346 379831.434284747
"30" 331557.567844026 379734.374077082
"31" 331821.441075752 379741.186590264
"32" 331535.624465848 379416.314669678
"33" 331660.812327505 379715.5454611
"34" 331481.393166494 379569.110983807
"35" 331887.785860439 379769.647191974
"36" 331423.958862379 379444.837272608
"37" 331546.73996552 379632.228310302
"38" 331512.462522703 379416.293364396
"39" 331769.302312474 379784.771422809
"40" 331393.817127675 379816.347885731
"41" 331343.485343626 379795.416418842
"42" 331631.533562537 379659.445457897
"43" 331844.818832831 379735.645531431
"44" 331556.370882853 379769.360223927
"45" 331407.232785172 379646.163176027
"46" 331638.695202089 379672.310403065
"47" 331640.146554059 379421.72147807
"48" 331481.705987008 379441.332989986
"49" 331523.232199637 379624.300700046
"50" 331285.884171209 379771.607192352
"51" 331438.886447151 379673.288833971
"52" 331771.550949306 379558.491641859
"53" 331564.13176706 379965.349600661
"54" 331467.663142613 379663.011548819
"55" 331349.456891126 379905.552344586
"56" 331403.955794703 379948.750400467
"57" 331728.667794919 379739.854568423
"58" 331470.598716024 379745.45019171
"59" 331418.646353121 379575.475049776
"60" 331302.661629423 379862.131541873
"61" 331185.55655211 379770.645841268
"62" 331526.187371068 379707.927979939
"63" 331552.172002379 379931.527345288
"64" 331585.893397111 379588.727541711
"65" 331357.726947958 379763.743792067
"66" 331443.692688016 379479.505258666
"67" 331620.695762082 379460.209224743
"68" 331692.277551824 379770.392658798
"69" 331828.854851692 379675.904332399
"70" 331803.4407533 379704.213963508
"71" 331230.338243532 379828.190221991
"72" 331655.84259074 379897.544748596
"73" 331691.178512219 379744.324488732
"74" 331398.75797811 379940.273681875
"75" 331659.642806486 379711.375370757
"76" 331337.575057929 379824.823916977
"77" 331704.976962149 379727.971967749
"78" 331587.498909148 379689.764579914
"79" 331455.116796229 379828.826496829
"80" 331575.564077789 379899.952831079
"81" 331615.249908121 379417.008752079
"82" 331735.035820579 379661.402898998
"83" 331505.603565107 379673.319348677
"84" 331651.558542218 379452.706199953
"85" 331526.740280233 379547.252536324
"86" 331407.537016098 379550.126492677
"87" 331815.644341482 379611.54430028
"88" 331602.347785195 379617.196392457
"89" 331526.177300179 379542.77359793
"90" 331646.881631923 379520.516596472
"91" 331220.632869911 379770.950674702
"92" 331634.765832778 379659.537501712
"93" 331409.939351543 379775.890514775
"94" 331651.350623796 379480.975044637
"95" 331614.265744384 379403.486946994
"96" 331569.55770601 379720.174818039
"97" 331475.459781927 379713.801385744
"98" 331522.405219351 379484.989534454
"99" 331425.829219212 379697.040696194
"100" 331396.013107787 379485.653285933
"101" 331534.724162075 379500.53948298
"102" 331748.738677046 379839.762035391
"103" 331855.694474062 379683.05391033
"104" 331532.692292216 379853.731107323
"105" 331405.02135255 380008.451760986
"106" 331224.964354697 379781.669310636
"107" 331545.211428312 379658.51610058
"108" 331743.850584748 379597.892676664
"109" 331436.605727215 379965.288622378
"110" 331378.184672121 380011.390608684
"111" 331440.294340488 379517.911197223
"112" 331522.217040829 379435.581482413
"113" 331481.785196444 379782.970290489
"114" 331647.780210927 379825.211514345
"115" 331462.489560791 379720.631219637
"116" 331226.596682203 379821.110942811
"117" 331894.702996705 379780.858711054
"118" 331673.489621959 379443.168169151
"119" 331192.658820614 379810.291498515
"120" 331430.801898435 379761.347160967
"121" 331265.872466078 379773.863902402
"122" 331565.63776689 379409.27425931
"123" 331523.508524134 379768.4353377
"124" 331525.031805588 379760.899394073
"125" 331745.826525695 379592.9131035
"126" 331270.743324963 379844.758459965
"127" 331420.307695924 379497.226105404
"128" 331678.19992568 379421.52581343
"129" 331469.770980538 379674.400945867
"130" 331800.1007537 379599.509215332
"131" 331667.426865841 379793.628790631
"132" 331829.439089622 379746.862858519
"133" 331436.512210639 379395.878146217
"134" 331349.468328642 379893.396695861
"135" 331726.725705581 379800.664079635
"136" 331841.401943634 379677.707688054
"137" 331810.777236387 379699.973872932
"138" 331612.212221831 379555.955021011
"139" 331511.863512563 379636.84189183
"140" 331599.58824098 379567.239332757
"141" 331513.444912424 379482.862936005
"142" 331253.581995065 379835.647317205
"143" 331538.01460651 379874.010814926
"144" 331747.394886899 379494.394725528
"145" 331654.313553508 379613.375929737
"146" 331457.418764399 379438.611527218
"147" 331715.036560759 379576.103589506
"148" 331194.133766141 379775.129156401
"149" 331520.834245595 379443.649212788
"150" 331587.870328807 379676.014021095
"151" 331330.118116757 379995.979712537
"152" 331455.023995423 379814.339846473
"153" 331695.451583129 379658.891060928
"154" 331503.300170734 379833.35144281
"155" 331450.960506751 379553.698426396
"156" 331555.700962906 379955.408062141
"157" 331621.100760266 379577.751867172
"158" 331540.428529787 379466.168460836
"159" 331447.593774675 379946.046425503
"160" 331696.993565695 379585.802483638
"161" 331400.896921132 379592.784244478
"162" 331608.910096411 379927.863493733
"163" 331458.067143572 379686.010507979
"164" 331471.059049773 379661.776366406
"165" 331388.624617459 379868.555043988
"166" 331624.566049442 379378.632650369
"167" 331657.253976663 379757.984758296
"168" 331630.388134409 379862.225754203
"169" 331427.561594762 379836.388620241
"170" 331664.742951178 379774.841149252
"171" 331629.788915582 379443.793629702
"172" 331813.431066316 379772.423861387
"173" 331288.824932878 379872.143629168
"174" 331521.526206341 379673.156804405
"175" 331618.030426968 379867.146922065
"176" 331839.514261098 379780.56281699
"177" 331315.279972614 379821.157540933
"178" 331779.998295552 379691.468715553
"179" 331570.977109008 379907.805077093
"180" 331852.825516009 379758.283393488
"181" 331457.290464352 379447.249639585
"182" 331696.935534413 379477.469828158
"183" 331774.378868431 379736.271509249
"184" 331505.082861642 379668.820522917
"185" 331513.937809155 379912.970738255
"186" 331415.481832934 379953.852646886
"187" 331812.580759187 379710.487176746
"188" 331348.417510977 379839.401306911
"189" 331749.844910684 379682.45118879
"190" 331688.33609569 379643.745021775
"191" 331302.119273951 379960.985914569
"192" 331772.363913616 379699.761160095
"193" 331863.601972701 379735.433108678
"194" 331614.64135191 379374.346477356
"195" 331675.757197861 379593.879251074
"196" 331530.727450615 379604.150859819
"197" 331482.777895702 379837.889254225
"198" 331542.571875907 379951.408465359
"199" 331477.777224991 379696.900039832
"200" 331591.9767494 379782.045313249
"201" 331750.869006375 379517.748414172
"202" 331638.153800691 379813.444260852
"203" 331691.787704478 379380.987380566
"204" 331409.376494084 379436.050555644
"205" 331587.174619953 379856.353502585
"206" 331359.756397593 379884.555542353
"207" 331670.033182196 379747.302546808
"208" 331796.578880624 379684.617505395
"209" 331733.51849016 379704.361855984
"210" 331486.489937579 379822.573497236
"211" 331530.33603278 379830.987889207
"212" 331563.872074535 379555.059876402
"213" 331752.853937583 379833.813160098
"214" 331795.936726259 379567.892686539
"215" 331215.614777074 379848.992194519
"216" 331324.459018025 379822.697794329
"217" 331754.720315925 379611.835180334
"218" 331376.859572927 379871.077028326
"219" 331829.944726615 379694.927503989
"220" 331636.782404576 379701.118267799
"221" 331495.267679881 379831.547233771
"222" 331645.339179295 379511.819604583
"223" 331613.585569311 379375.082620549
"224" 331737.313624058 379796.774390297
"225" 331733.205147411 379610.664569311
"226" 331478.292632755 379764.142650357
"227" 331673.559633997 379384.687661135
"228" 331442.622357391 379710.275914857
"229" 331653.241223135 379630.83859159
"230" 331751.628360409 379518.134312149
"231" 331529.60124635 379537.013113035
"232" 331523.142688585 379507.478226681
"233" 331547.933495232 379749.565451586
"234" 331660.008653227 379709.366554896
"235" 331507.753747634 379675.391977598
"236" 331836.644622745 379788.100344747
"237" 331416.699345339 379708.891806664
"238" 331476.389343605 379379.95774375
"239" 331786.983368692 379724.569448604
"240" 331603.291123513 379416.974661133
"241" 331384.146605882 380009.825083005
"242" 331610.298732653 379874.497823649
"243" 331468.856575385 379814.431938255
"244" 331304.951001621 379889.138768362
"245" 331481.613298983 379902.157212132
"246" 331307.031049169 379814.564809434
"247" 331480.391526393 379572.884936081
"248" 331657.274703179 379477.910558887
"249" 331857.599321136 379748.062094396
"250" 331629.567943868 379784.510584823
"251" 331314.655680134 379756.975813914
"252" 331707.155884132 379448.419120844
"253" 331787.342381093 379580.715189993
"254" 331694.915156308 379487.769358598
"255" 331685.71617092 379665.918851669
"256" 331361.29640331 379979.440443442
"257" 331369.599491294 379897.144763002
"258" 331402.325985564 380023.629719408
"259" 331497.289309593 379406.023209937
"260" 331611.26133082 379436.381696773
"261" 331564.931236424 379518.296229692
"262" 331414.96414786 379726.911041029
"263" 331570.665213296 379733.134730881
"264" 331754.890244631 379686.391036501
"265" 331645.977253063 379854.844558596
"266" 331594.702242788 379871.752333096
"267" 331712.471721713 379506.975277387
"268" 331516.376957779 379692.863252191
"269" 331589.250589487 379496.646982234
"270" 331549.273901096 379871.788985954
"271" 331665.780776503 379529.78418348
"272" 331489.621912347 379531.24899146
"273" 331835.277050155 379789.040060404
"274" 331604.948625744 379373.84352859
"275" 331727.576992095 379524.849421724
"276" 331534.195322211 379914.530306756
"277" 331611.869054692 379549.568770723
"278" 331809.932710002 379737.847500446
"279" 331682.87394104 379720.584755048
"280" 331558.842448103 379659.767367288
"281" 331754.983108973 379513.365926377
"282" 331623.039245442 379923.107224375
"283" 331720.636458562 379833.905929212
"284" 331421.32884778 379759.495897331
"285" 331645.190845602 379411.731498313
"286" 331510.428812711 379485.544260864
"287" 331559.26357066 379776.694830373
"288" 331395.955166041 379492.681670197
"289" 331784.636618823 379754.316945361
"290" 331643.600552765 379845.95254619
"291" 331549.884082382 379800.805000955
"292" 331418.472400812 380076.580865781
"293" 331750.043378942 379717.12382779
"294" 331515.020996094 380016.745875049
"295" 331810.060637443 379727.030522832
"296" 331481.478517745 379789.552063801
"297" 331520.956563787 379628.691308088
"298" 331424.935557621 379648.086672367
"299" 331469.828452221 380002.730057757
"300" 331664.049073505 379894.584518659
"301" 331615.833691312 379884.699951888
"302" 331552.58545533 379938.974045968
"303" 331518.580211818 379928.24314761
"304" 331432.758458487 379619.881157387
"305" 331469.574251514 379851.021228417
"306" 331381.957705473 379966.546905748
"307" 331457.67553685 379390.256215761
"308" 331312.483968369 379826.046843994
"309" 331494.663223552 379833.553872507
"310" 331440.238272624 379678.939229744
"311" 331439.886414826 379384.870938779
"312" 331500.959940281 379723.837989101
"313" 331210.213721341 379783.042891815
"314" 331722.023481265 379535.790324471
"315" 331196.385039804 379777.428078348
"316" 331701.613070253 379651.718076142
"317" 331606.279964554 379641.812375926
"318" 331726.681074717 379708.946663135
"319" 331424.612704615 379875.64103569
"320" 331722.527862001 379575.621376044
"321" 331597.758471263 379641.407287767
"322" 331555.503619357 379578.918995955
"323" 331391.126487493 380101.721869358
"324" 331477.334067834 379518.277445384
"325" 331411.538048868 379503.142564367
"326" 331608.234360938 379846.447890044
"327" 331320.528852878 379985.405902726
"328" 331412.163353275 380066.300264076
"329" 331822.566610564 379771.346016666
"330" 331341.258036471 379905.346439326
"331" 331388.503848754 380060.02151921
"332" 331406.408719966 379792.144143252
"333" 331369.031633086 379945.960843131
"334" 331579.555951214 379413.860940851
"335" 331622.328112316 379868.02716749
"336" 331574.794491186 379904.052976184
"337" 331599.470138205 379944.986340397
"338" 331702.052876359 379778.11607601
"339" 331397.751613443 380043.581887071
"340" 331726.45575707 379725.800461256
"341" 331758.752876504 379727.906192096
"342" 331310.990671437 379768.752269452
"343" 331491.832217506 379722.238137386
"344" 331437.331666298 380052.810535513
"345" 331536.408298121 379785.638505864
"346" 331449.406303404 379499.871325244
"347" 331465.024942543 379854.728340635
"348" 331513.59267326 379564.036804916
"349" 331597.438955362 379641.706802172
"350" 331489.652377436 379655.243814272
"351" 331586.376654102 379556.457580246
"352" 331383.274745581 380049.918752778
"353" 331767.240429167 379686.011346429
"354" 331529.44001829 379951.406152065
"355" 331484.255741502 379680.854277098
"356" 331401.63343612 379440.80510646
"357" 331632.329578228 379681.71735643
"358" 331583.856770489 379636.562623575
"359" 331728.298578358 379682.879438698
"360" 331287.014824028 379842.966578886
"361" 331368.929514526 380041.178512526
"362" 331735.140676354 379540.952454724
"363" 331329.993953266 379828.223763692
"364" 331494.366158764 379589.26389109
"365" 331672.594178259 379386.278920843
"366" 331409.65138618 379474.429576116
"367" 331549.428449438 379474.593144029
"368" 331676.03516448 379840.763996494
"369" 331720.04008663 379584.136412448
"370" 331373.721801401 379980.39013353
"371" 331668.110227357 379765.3394127
"372" 331438.37368035 379509.041289193
"373" 331661.9948493 379735.802987547
"374" 331555.155294953 379582.984997579
"375" 331868.758465401 379708.145036306
