"" "" "ptsT"
"1" 332865.463517475 386231.76265017 14
"2" 332288.624260693 375981.816717711 218
"3" 326985.864482513 376321.6868826 374
"4" 328915.170143147 370893.533707812 324
"5" 326226.126993728 381722.228320387 161
"6" 327902.623120491 382161.831079086 312
"7" 334327.833512403 384919.594413981 638
"8" 331386.892313666 376678.207328673 699
"9" 330943.73259853 379163.04027924 276
"10" 327590.633301124 378490.158305446 3
"11" 334113.122678363 379066.827847822 244
"12" 327909.566601124 373688.597240516 624
"13" 331751.032562283 381849.404183586 704
"14" 327000.995735385 375615.623314177 591
"15" 328562.71659135 374523.983494565 186
"16" 332047.2300774 383454.3738798 56
"17" 326842.245186979 373428.320031445 578
"18" 332388.675027683 382423.02340569 144
"19" 332215.721224494 381261.823422669 146
"20" 331387.937263076 374778.410529954 345
"21" 326700.57851067 382093.586429811 473
"22" 332475.595355252 381042.94463991 582
"23" 332811.161381798 381211.225246255 553
"24" 333877.569104824 387763.821516091 669
"25" 330026.081896485 371457.638679528 730
"26" 330995.834133165 381680.753494621 725
"27" 336024.911184662 380395.582117252 149
"28" 333731.177701232 380859.163180942 406
"29" 327157.065141271 373517.793061209 418
"30" 328145.942669047 378068.495452503 161
"31" 330843.023989709 380268.137986722 276
"32" 330515.445618019 377252.967684665 532
"33" 330394.995794199 380039.310109066 36
"34" 333006.442966225 383550.051184325 547
"35" 331320.479429785 380802.623290043 73
"36" 327473.672929637 382560.160054981 724
"37" 330139.454873415 385590.823719431 34
"38" 335548.623353826 378445.062780166 350
"39" 334325.588637273 379098.99707259 584
"40" 329622.963620165 383279.984467845 340
"41" 327737.067581427 381757.572978192 28
"42" 326864.94063831 373442.173328387 297
"43" 327643.26882098 377900.56697636 622
"44" 336612.803082451 380054.570492229 592
"45" 333237.698583824 379174.964448626 125
"46" 329973.499446377 375260.374522383 644
"47" 328623.584086134 373875.411996912 380
"48" 332138.902756809 383795.950601576 491
"49" 333256.559284372 381807.817817745 692
"50" 329447.054995854 374857.760308031 71
"51" 325641.817516377 377774.756507045 32
"52" 330485.895560627 372445.763495502 478
"53" 330274.059169601 378119.888053637 235
"54" 334370.380795956 381623.798445647 451
"55" 329336.941250755 382666.111452632 22
"56" 331786.194807498 380405.804265899 582
"57" 329766.307407926 380273.844849418 329
"58" 328546.003595493 373712.242462656 68
"59" 328414.754909389 369840.578339541 219
"60" 331616.929421444 378044.378019616 316
"61" 329125.533773037 372886.68526318 594
"62" 331107.439692694 383117.395547095 191
"63" 334342.146993415 386062.543190843 72
"64" 330119.694506523 373932.521596685 522
"65" 335970.554500262 376699.884600088 120
"66" 334959.216273783 383238.136207625 198
"67" 331296.931000159 379531.464390416 167
"68" 328505.074135145 370532.737131331 227
"69" 331012.425546976 375276.127982573 44
"70" 330678.897264088 385291.450118704 443
"71" 330283.519973186 384332.078164682 340
"72" 328341.475155843 372351.718591902 610
"73" 329811.236451809 379139.267638273 676
"74" 329251.733213872 376227.959705985 503
"75" 337020.53247348 378920.26801522 433
"76" 333640.415075 379867.648293933 221
"77" 326867.028160568 379375.808053117 509
"78" 331299.173389929 372291.485932605 411
"79" 333236.592958989 376753.16710339 395
"80" 336706.302651106 378552.885930925 483
"81" 329042.945217265 371995.948424669 51
"82" 333163.656814123 378172.052063567 490
"83" 327359.302055141 370074.030147238 230
"84" 332150.21401126 378252.949056842 392
"85" 330242.091621854 380392.661682756 48
"86" 328693.349088355 369032.750742861 179
"87" 329320.598230154 373434.492571048 152
"88" 333261.528824721 380677.710343371 180
"89" 334144.557444472 384083.292206674 14
"90" 334305.956227326 378665.885058673 404
"91" 326430.330381601 377549.498577677 68
"92" 334841.143688366 382730.365873941 84
"93" 326755.874290581 382306.681163856 218
"94" 327223.516998727 382117.307966493 153
"95" 327495.690170065 375064.27879426 392
"96" 328461.137038924 372173.92333295 336
"97" 327390.358927521 381444.91326435 148
"98" 329338.726589268 385901.916402035 654
"99" 325853.206437193 381952.684616991 569
"100" 330934.323055922 373517.241997465 646
"101" 327048.752870826 380971.405661367 572
"102" 331473.076491864 380313.476917668 408
"103" 329719.439497596 369790.322952886 533
"104" 330507.959472106 373397.500996644 554
"105" 327254.452754853 382487.398685171 123
"106" 332106.111211901 378529.443995241 698
"107" 330685.229482142 379801.9029861 591
"108" 325038.003960017 382502.07025401 508
"109" 331575.484274382 384237.697666592 343
"110" 330502.584345473 377806.34032742 410
"111" 333603.985183954 378618.432452696 61
"112" 329435.896922541 385543.293297291 578
"113" 328278.384219185 376204.409036828 720
"114" 330523.34325252 375567.526253442 556
"115" 330409.679869256 381028.906107251 355
"116" 333942.404849247 384125.087543681 228
"117" 328330.873072197 379986.12978752 203
"118" 328355.092899234 374319.761644306 617
"119" 335993.401099565 379215.717057101 703
"120" 327267.369392109 374985.9717179 292
"121" 332666.277840378 380240.978872353 541
"122" 331227.61899306 381819.701090295 726
"123" 329190.182364068 370335.171896912 260
"124" 326669.325736838 377735.603724144 277
"125" 329942.170105775 375087.125480099 618
"126" 327199.25977229 377390.50597297 160
"127" 331859.989261774 376021.118250505 597
"128" 330126.076594976 375585.03850102 170
"129" 326768.631307202 376406.38753186 62
"130" 333391.46097378 379192.663782132 678
"131" 327020.47519199 376925.004040641 548
"132" 330870.236363663 375031.02767367 74
"133" 332581.567086305 382985.909865328 142
"134" 327057.598433896 377952.65662922 184
"135" 330183.686632702 378233.195138892 485
"136" 334668.315111965 378501.935749445 141
"137" 329670.816753064 371202.000814463 35
"138" 336968.340898091 380165.730393059 248
"139" 335374.353343386 384132.308492056 560
"140" 331489.776295933 377625.556082276 373
"141" 332085.428069237 377782.337920513 589
"142" 333136.521156537 380500.008555877 261
"143" 326944.01299098 379954.923727698 417
"144" 327815.363311776 370154.584310533 533
"145" 327067.239390386 376304.038791922 90
"146" 326043.613489344 378618.473103731 147
"147" 325403.998338241 381668.505600704 426
"148" 331301.029226309 383408.929325881 138
"149" 336157.011172888 379719.422783404 105
"150" 330166.313530652 377408.522251367 424
"151" 335229.945386324 379885.236234845 577
"152" 336048.199770063 379501.201813576 481
"153" 331858.599656502 383913.575679404 69
"154" 331844.460545088 380698.746855983 355
"155" 329061.53162382 377579.565277847 682
"156" 331758.82219412 382046.319126588 127
"157" 329403.440683646 378456.325757972 577
"158" 327061.211909435 372907.021001296 417
"159" 329651.944982294 378054.505293503 109
"160" 330612.431303659 386549.596280741 137
"161" 335218.194087144 378457.092492079 647
"162" 328891.799275669 377560.342254542 93
"163" 336917.465910748 378516.387156463 96
"164" 329439.954019552 380432.434519068 493
"165" 334408.639102824 384887.654557401 640
"166" 329010.123389044 369497.240560069 583
"167" 330023.061623015 383927.19587645 504
"168" 335894.279071851 379664.334289963 569
"169" 332589.627350393 380944.623664001 111
"170" 329481.92466557 382075.751789497 37
"171" 330875.401135675 383937.872864409 350
"172" 329812.041844468 377091.973508111 492
"173" 328426.204851012 379047.308866573 367
"174" 328758.630086223 380652.765217701 260
"175" 334495.483111819 385942.034892806 127
"176" 331188.941115934 375107.511093495 433
"177" 331580.534951028 385975.398523268 127
"178" 333015.247247159 379733.588582939 639
"179" 329510.305811544 379413.568381666 724
"180" 329232.199949732 382839.572996679 714
"181" 332687.258770658 381682.11488865 79
"182" 327851.76230752 374608.334954299 551
"183" 334183.785293361 379019.7586737 473
"184" 328114.83458669 381787.394230312 663
"185" 332693.652942516 375921.969975094 294
"186" 328681.133598032 372091.113560125 422
"187" 335068.676777179 380196.092300363 594
"188" 326610.253270411 382066.563310494 306
"189" 331041.98784757 378935.179485942 278
"190" 329150.69424596 374280.767622108 610
"191" 333587.5583139 379423.024001786 685
"192" 333859.741535476 387199.678145772 630
"193" 331184.081176223 374880.102109452 674
"194" 328184.84607135 376251.679808082 510
"195" 328945.00332759 378851.703185419 233
"196" 331970.811973681 379748.499664848 332
"197" 330810.180401838 380102.764228775 535
"198" 329922.340451396 376122.075943862 148
"199" 335199.465542473 383060.59274733 644
"200" 330264.429283334 384170.981891285 172
"201" 332078.039773751 383584.063859322 437
"202" 333075.339826395 377354.596303326 586
"203" 329399.049834398 380259.33793604 663
"204" 327087.76943351 378919.917873773 595
"205" 333426.135932025 382312.976903445 163
"206" 330718.087900575 379360.863546726 318
"207" 332684.811340383 386747.624202232 714
"208" 332300.902646604 380996.837191681 570
"209" 335267.230999421 380374.170261876 727
"210" 330666.932526536 385474.736520829 336
"211" 333020.795176015 377309.608693671 397
"212" 327995.13036749 380526.924984105 65
"213" 329845.8898374 383260.484408812 577
"214" 334265.15546171 381233.226336053 461
"215" 327551.45496224 373362.347107315 376
"216" 329346.447059416 381537.636285332 303
"217" 335601.353878355 379737.602877067 86
"218" 333172.073803879 378226.290170079 165
"219" 328814.16758865 373209.394702894 311
"220" 332411.835826137 378336.352899667 357
"221" 331461.242591011 384185.458173376 60
"222" 329971.467509826 379594.036642779 419
"223" 333074.714855237 386018.016297382 670
"224" 329480.396607723 376807.729488604 436
"225" 326965.519325018 378191.275131563 134
"226" 332716.708669058 377120.05620004 633
"227" 328766.243454692 374997.289366342 443
"228" 332788.422941558 380398.201199587 658
"229" 334051.97942081 377483.709691542 421
"230" 329495.084079326 371272.382561379 364
"231" 329635.929679027 373588.785235071 195
"232" 331193.712109674 385398.448410097 625
"233" 328132.885274053 380939.391027621 94
"234" 326908.468802702 382106.487944633 422
"235" 332092.752819743 375463.239335997 72
"236" 326905.079264565 379725.903548661 599
"237" 331475.589082092 385932.620308065 617
"238" 328580.561677216 372034.588993809 46
"239" 332675.520081874 377730.868374694 348
"240" 334625.1649399 380763.601313556 620
"241" 330393.326101428 383559.1430769 488
"242" 330914.550561425 377895.30729292 177
"243" 335396.930170623 383823.368937795 544
"244" 326688.22036884 374859.621272706 517
"245" 335207.080831911 380645.264780056 646
"246" 330706.291919312 376221.19295784 565
"247" 330736.208671011 379597.783657249 545
"248" 326697.237642751 382926.455224643 13
"249" 329869.752024184 376269.66581272 688
"250" 328547.86652076 375726.378519122 713
"251" 331450.144179939 379720.865492909 434
"252" 330223.206611697 383198.89511062 172
"253" 334097.089542383 385653.924895561 644
"254" 331566.948544934 377865.934096002 402
"255" 326719.233521323 374413.093376095 682
"256" 333001.255445178 382560.873704986 476
"257" 325451.871653216 382553.589308641 730
"258" 327445.663482691 374194.441704624 181
"259" 331698.192086921 378295.670871863 668
"260" 326555.204098738 375196.781319467 622
"261" 331946.715857056 382032.051243616 412
"262" 325796.693806635 378651.248514259 730
"263" 334846.856402375 382798.305765592 333
"264" 330175.911202437 375454.466877607 608
"265" 334772.625694309 381903.617687642 547
"266" 331850.982201298 378636.317227498 267
"267" 329642.618646549 371124.544527251 691
"268" 333534.187073065 381371.690869978 322
"269" 328690.188563738 372133.692564701 525
"270" 330756.98804573 377099.70549934 620
"271" 333709.686830146 382804.110595673 536
"272" 330154.918127552 379616.769366286 263
"273" 327246.76557017 382822.399833967 663
"274" 327830.263443162 380811.992003828 88
"275" 331357.137497965 378884.643555307 328
"276" 331294.227628797 378534.958476112 47
"277" 335458.554041054 378806.655957823 373
"278" 327139.248193353 372783.405513549 229
"279" 329986.159129362 378043.991302963 672
"280" 329686.049864899 376247.025724948 528
"281" 330577.791245853 382291.408486168 516
"282" 330157.786654661 370052.177128029 689
"283" 327047.163668361 375034.254505954 287
"284" 334994.243928761 381938.511988653 289
"285" 330351.932837532 385578.690663793 266
"286" 333804.192561634 387635.908151241 525
"287" 327690.595193543 379617.659550648 172
"288" 329052.454453071 379997.648680035 563
"289" 330549.280694559 380053.86550783 80
"290" 333726.083994877 385479.278724236 691
"291" 327847.410217649 379976.435114648 345
