"" "" "ptsT"
"1" 334672.88226878 381074.369623608 300
"2" 336396.505568707 377686.388089593 721
"3" 332840.31808931 379287.157120808 4
"4" 329528.645382065 369354.123471446 417
"5" 334329.371919684 381630.090283702 220
"6" 330047.084994409 371185.97109617 336
"7" 333391.646678796 380615.294956807 470
"8" 333472.931433717 382461.544497613 101
"9" 329491.275117128 374819.23719607 420
"10" 326464.5601136 373378.203513479 664
"11" 328843.911589125 378193.749888424 343
"12" 330769.003792661 382710.861073182 31
"13" 336392.042389021 377651.058868097 173
"14" 331786.830393286 375504.990393051 331
"15" 329983.804952788 375130.076913579 503
"16" 328018.032953693 380481.8077166 129
"17" 329118.080807191 377016.598700454 699
"18" 333336.078219866 382305.909258988 622
"19" 327204.50318504 376914.319625019 298
"20" 325816.807298652 378330.838266846 478
"21" 326985.807455229 378067.428577365 359
"22" 331941.676692625 375014.311137916 728
"23" 330165.681283611 377871.34245783 435
"24" 330271.04333646 374087.274722163 448
"25" 329007.584003847 379705.153649081 521
"26" 327369.349301702 377706.775968828 310
"27" 331596.73792788 383276.234021098 586
"28" 329118.72503564 370301.26794645 600
"29" 332918.256148806 377977.702502061 85
"30" 333861.613650795 383198.099948498 378
"31" 332673.480063653 377391.771298987 501
"32" 330223.85865322 372780.450872477 172
"33" 329601.65130741 380657.465462283 34
"34" 335253.3786802 385044.45810658 4
"35" 331488.281496351 380396.786565038 313
"36" 327963.208834604 375059.988049858 112
"37" 332513.704683314 377174.753369175 79
"38" 330065.008347017 376761.153516644 599
"39" 328153.725014801 382276.74782643 241
"40" 331215.285409036 378467.717790299 230
"41" 334404.459866175 380437.983394218 373
"42" 329398.537221235 372725.720824091 101
"43" 335043.886143513 381708.931905971 329
"44" 333801.490349653 384227.349194051 214
"45" 329665.342973616 370728.158989007 149
"46" 327199.297389286 374930.714917735 645
"47" 330479.275656195 373691.421986874 399
"48" 329915.110501567 380653.444880116 88
"49" 333007.817360142 380896.194633224 327
"50" 330915.590438116 383724.711902607 400
"51" 336308.461195398 380175.748584883 315
"52" 326261.754664265 375372.715703127 427
"53" 331535.640399591 385548.519274695 462
"54" 332102.289836503 386370.003791108 666
"55" 331414.782731925 374984.623203849 668
"56" 333214.474226792 381115.080588906 721
"57" 332542.717307941 383095.52963897 255
"58" 329817.164834552 374768.34332092 196
"59" 326034.001547988 377517.726956315 90
"60" 334607.178545504 383450.552164138 344
"61" 334281.575433275 384891.989675607 279
"62" 333768.10910802 377475.473410286 515
