"" "" "ptsT"
"1" 334524.049191021 386825.02344124 226
"2" 334533.327335941 384726.463775712 137
"3" 326218.344732973 382407.308178745 45
"4" 333064.828609688 386334.526610751 709
"5" 329036.186700461 371968.660412199 353
"6" 334036.312863539 385937.025229317 179
"7" 330254.103139254 378177.021612314 83
"8" 323457.66852895 383054.239816526 711
"9" 333311.249935206 383246.751643796 483
"10" 331385.002681829 374283.126593239 451
"11" 336583.41357048 378402.674655794 358
"12" 331333.262027595 380343.145174239 107
"13" 328860.983605613 369781.510236744 249
"14" 334537.319612993 384799.256509743 386
"15" 334681.347819957 381999.086383 145
"16" 331338.614493592 372542.553702541 599
"17" 329909.309150982 383909.155174361 132
"18" 331196.780985364 373262.50091764 439
"19" 332055.361849139 376098.235546701 101
"20" 333868.40018315 384286.825679751 638
"21" 330663.826248048 376314.422820711 220
"22" 329983.309356352 372675.792183087 282
"23" 329094.509237538 370409.49139549 647
"24" 332385.26095214 379930.6337469 320
"25" 330277.791490231 373904.961093573 282
"26" 330561.99042814 374749.307463988 191
"27" 334853.320463511 382966.401095998 222
"28" 331202.587306668 376257.849398072 502
"29" 328123.653868183 374633.73361877 98
"30" 331302.504551004 377288.316918841 492
"31" 326544.927515661 378822.717254854 71
"32" 326077.552359417 377953.444654172 366
"33" 332175.915463091 382811.462815248 565
"34" 332635.055118663 385426.266007763 228
"35" 332360.617712906 385736.801351992 29
"36" 332273.661179318 382707.348414429 242
"37" 328905.096785005 375919.628053622 368
"38" 329742.771534299 378152.452513183 244
"39" 332871.111472724 379705.322599357 692
"40" 333812.956250619 380669.696150122 271
"41" 333694.787531747 383050.718845227 309
"42" 334818.399818413 379165.41509337 69
"43" 329042.314680397 378640.919142699 599
"44" 328417.229716024 380953.821845444 475
"45" 329780.021016176 372399.655265178 601
"46" 329075.973377971 376743.227116541 476
"47" 328362.483707279 382401.352194389 620
"48" 328492.82954469 379703.680746261 164
"49" 330515.341824487 374849.286261127 297
"50" 333522.094106574 387429.859793154 539
"51" 331760.185385216 376703.935085078 719
"52" 328297.933653466 382075.123074949 439
"53" 332145.598718018 378834.929798102 495
"54" 328481.790683662 378538.145984687 429
"55" 329920.197258433 386674.135064495 226
"56" 328858.462338725 375804.55473097 607
"57" 334199.451840432 385967.445690914 16
"58" 327218.839027492 381632.266879348 211
"59" 330000.689125695 369368.629061968 640
"60" 334999.198278155 383265.442717746 88
"61" 333595.704695204 377211.55856824 372
"62" 334761.71382464 383602.440070987 36
"63" 336561.196267067 377180.548014152 641
"64" 326297.118876435 378629.126740585 169
"65" 334248.017459082 380588.465247211 521
"66" 330798.694471793 373945.148833221 375
"67" 329872.634759664 369293.683543715 101
"68" 329949.832725852 384821.620272376 55
"69" 333550.735144372 383896.578554978 315
"70" 326456.371348576 382518.437577892 136
"71" 330258.289597386 384239.248144243 368
"72" 334013.595604958 384263.930307416 36
"73" 336130.375637066 377976.814570131 58
"74" 326519.173602673 374749.972874408 487
"75" 335852.760190174 376733.015380923 140
"76" 327962.70243994 370970.681067719 363
"77" 330278.247269907 386236.372346092 307
"78" 328238.438420831 375853.172496778 86
"79" 332096.652509483 380905.993463199 304
"80" 329683.781703544 373139.339969775 580
"81" 328929.659319736 374380.840485098 483
"82" 331197.527827563 386055.715698539 301
"83" 333739.257470807 379114.000477396 14
"84" 329554.436748851 376614.934565491 640
"85" 331919.392202891 383303.927985275 614
"86" 330798.934106743 379333.331712962 333
"87" 328400.269850134 377143.98956365 139
"88" 325824.078163425 377862.495530642 8
"89" 335684.095887262 377227.863074297 197
"90" 332277.75186099 381812.449358682 86
"91" 327345.095869605 370070.576127692 729
"92" 331385.847088861 376788.150719587 331
"93" 329792.784186698 377304.580711296 293
"94" 327742.517894452 375376.449582879 359
"95" 334775.831822393 386055.027178346 157
"96" 334536.134242439 385639.079795608 594
"97" 329954.978716567 370134.482664456 235
"98" 334415.058655275 383675.535095693 401
"99" 327562.265071543 376979.49998805 399
"100" 331608.62868262 375613.349582402 681
"101" 331097.429066944 376002.258860893 204
"102" 334285.763628779 379770.511753129 720
"103" 330176.885677779 386769.899977005 184
"104" 332834.516092736 386298.410562025 71
"105" 334517.390313016 383784.096463161 709
"106" 332015.118140772 384929.309492814 75
"107" 326731.030893163 378159.033163073 122
"108" 332954.75711911 381154.83938774 3
"109" 335092.006260522 381120.93467306 522
"110" 336942.728426231 379441.033491602 96
"111" 330258.657243679 386226.569422412 675
"112" 330233.89667233 374010.348833525 554
"113" 329779.073716598 370944.223608262 373
"114" 331626.921180897 376978.996703573 317
"115" 336235.671037386 380283.414802806 542
"116" 330459.49186368 381820.34138431 671
"117" 334930.70315893 378840.93429019 152
"118" 326927.424548722 378128.731763065 58
"119" 329660.779179347 375638.434376732 616
"120" 330587.135900504 378029.3632007 566
"121" 333388.151929349 380048.428682234 326
"122" 331635.457818131 377480.267671559 693
"123" 327811.156141177 371175.883096831 131
"124" 328909.544430341 381995.706894819 488
"125" 334817.894936726 381787.000720611 364
"126" 326760.718916938 374930.61619954 301
"127" 334985.991669758 384347.153142303 701
"128" 335220.976197841 384919.376933627 113
"129" 331445.001357974 379838.689079714 426
"130" 333048.105502394 386292.435552663 310
"131" 335887.681726057 378683.675419035 544
"132" 328434.113052543 380942.083215675 697
"133" 331717.054830835 385019.934538752 20
"134" 330457.075471507 373226.233325826 319
"135" 332557.224789836 383175.028345704 250
"136" 335476.335272547 377090.440603006 649
"137" 334501.162139169 381311.183901111 540
"138" 327230.440807275 377984.78124779 588
"139" 328613.949409344 379872.154623785 203
"140" 329498.801107001 383153.322217239 374
"141" 328080.030675317 375559.92344187 219
"142" 329654.647949063 382034.951066572 299
"143" 332039.072255279 383603.295624208 361
"144" 328744.706878141 379495.28720872 616
"145" 328219.122929991 374730.366025965 669
"146" 335115.272613679 382116.983191721 218
"147" 333604.322995726 379658.109251712 47
"148" 335146.570559186 380811.713256431 617
"149" 327762.07808956 378470.692403829 106
"150" 330667.184863682 378731.896707651 650
"151" 335107.163492376 377888.676982267 363
"152" 327199.739259786 373833.116450177 574
"153" 327161.556934897 378102.287447263 494
"154" 328069.671738764 371252.116054263 162
"155" 330168.931199591 380653.933586353 697
"156" 327211.196059099 372997.70217927 415
"157" 332819.231046735 384217.712950338 427
"158" 332895.448067485 378144.073595778 56
"159" 333304.231577576 382705.648726567 435
"160" 330618.301679934 382174.531501785 373
"161" 332324.002293641 386687.645415259 270
"162" 330009.985348123 383139.796224586 46
"163" 329341.933519739 373484.793198514 231
"164" 330301.465027646 380710.491009574 20
"165" 330960.215628881 374341.264298613 17
"166" 329028.002994556 374183.277668468 463
"167" 334029.11275503 387116.456593521 712
"168" 336096.549988575 380390.594830603 404
"169" 330198.788414847 373009.98133015 124
"170" 328442.211015226 368976.350498277 565
"171" 329162.505897572 379693.88944227 148
"172" 331551.96614507 378850.789475656 456
"173" 330258.773185216 386878.655719522 727
"174" 328961.340690682 386303.108442447 364
"175" 327259.583840207 381883.381959294 250
"176" 331138.834519644 381572.037799808 344
"177" 331564.814674621 382642.450369616 189
"178" 327306.577191521 374586.230458208 393
"179" 327309.8645103 380189.696519722 588
"180" 326996.412558027 372798.826798119 198
"181" 335117.255098025 378945.280928367 170
"182" 329199.345046842 371754.147133133 516
"183" 332056.439427824 381100.489781374 367
"184" 331399.241299444 383092.106411599 564
"185" 328318.281571716 375818.341263862 379
"186" 333878.7094839 379168.699943654 179
"187" 334373.206235557 383147.79958024 472
"188" 329937.046592099 373235.271553314 576
"189" 334161.560482868 384895.436057442 408
"190" 332046.72718468 377122.773611758 184
"191" 329714.316374914 377870.470328677 161
"192" 328781.391639292 381287.922977833 257
"193" 328984.242872291 370288.709771089 669
"194" 327205.350869619 379846.518515441 51
"195" 325451.355371512 377922.385882844 387
"196" 330468.723993739 385248.766943618 182
"197" 327355.321936293 372855.245844253 649
"198" 334762.959585024 384873.126071624 44
"199" 335244.780714751 380796.608425149 101
"200" 329489.911701635 369653.376312323 94
"201" 327761.701807406 370999.981261707 523
"202" 330571.237915752 373831.750444025 344
"203" 332022.122541626 380510.89935058 712
"204" 333753.34556264 383289.943801476 140
"205" 328891.340419042 369282.47249251 560
"206" 333581.909032672 381646.554077817 430
"207" 333859.818143045 382094.718755082 720
"208" 329903.391603865 383359.269895191 384
"209" 329946.281615511 375488.794866267 317
"210" 329232.066756872 376392.074081832 212
"211" 335369.13837118 380007.888401226 264
"212" 328334.652431071 372204.954217024 222
"213" 334656.819689273 386171.666490932 256
"214" 331741.772797469 380937.083111615 63
"215" 328809.162053079 378759.247908883 56
"216" 329603.966153415 380968.360686152 236
"217" 332882.164827719 378024.342042657 49
"218" 336217.151735553 379205.940974902 140
"219" 328406.079683582 378987.521665924 107
"220" 331175.430895816 376764.17144033 290
"221" 329981.370989697 374555.720319428 63
"222" 328028.372537757 381564.526104473 568
"223" 331602.846555327 380024.99277538 360
"224" 329189.482743709 375588.417957917 51
"225" 330270.767804887 385854.360000953 272
"226" 331014.818190531 376976.3540288 604
"227" 335501.284316467 381346.906243495 42
"228" 333977.841548252 387258.665737534 627
"229" 333796.946013271 387227.705264305 679
"230" 330531.712830038 383067.594275757 100
"231" 334053.05112439 384903.955322812 294
"232" 326961.426776776 381676.235031132 185
"233" 336143.29926801 378097.350916308 444
"234" 332531.475640171 378571.285703744 588
"235" 329175.987309953 383434.879670834 468
"236" 333203.026824928 383440.835092082 95
"237" 332977.512154484 382398.532654545 310
"238" 335238.189063865 384743.870002567 701
"239" 333101.07024576 378778.095625177 344
"240" 328649.817255421 374514.1541495 36
"241" 330687.56220506 379511.501966088 205
"242" 335374.241206388 379412.604778747 407
"243" 329520.32727292 379916.373032383 651
"244" 329810.581996324 371799.404869269 347
"245" 332144.527500631 377317.216170996 68
"246" 329063.367856116 386060.397615297 111
"247" 330390.555924539 372761.234360667 343
"248" 327959.45933405 369909.555015805 203
"249" 327706.090165771 382110.562589637 109
"250" 336829.349499397 379146.31270925 348
"251" 332311.117469673 384610.105646188 403
"252" 329724.211385522 372780.783057035 289
"253" 330857.776250671 377484.304177168 356
"254" 331381.934173334 374434.331803147 518
"255" 330622.97522104 378226.538826951 261
"256" 329565.354908418 382012.702812585 532
"257" 327946.018034224 381799.885462859 563
"258" 333382.302513737 378815.714309719 285
"259" 330239.256744005 382805.845821906 669
"260" 335561.859925942 381059.380274156 604
"261" 332879.73073543 377604.689565711 486
"262" 328232.196981318 370082.875805199 497
"263" 331907.938099735 379067.538432017 502
"264" 331943.303478086 376168.268930877 159
"265" 332577.961219844 378923.660901795 553
"266" 328372.216149499 380133.723638356 584
"267" 330514.121692891 375092.219404209 402
"268" 333623.560957611 381369.913401706 43
"269" 335400.681020955 382503.723378203 393
"270" 332618.701238636 381133.636271135 516
"271" 331109.81483673 373170.557229189 30
"272" 326744.892762832 375429.399696044 672
"273" 334953.1285424 380461.489014735 640
"274" 326517.547289805 382772.46396641 281
"275" 334575.603531649 386742.866569794 397
"276" 336269.952893947 376549.211884768 647
"277" 334778.647521151 378375.490317763 476
"278" 334243.712189859 385544.470769522 11
"279" 330589.873373318 376710.424801964 370
"280" 327579.168307943 374110.863298321 365
"281" 332824.13926907 378846.071761318 478
"282" 328710.753065308 370710.827704675 201
"283" 330965.227168756 383808.739838919 491
"284" 329808.233082867 369930.265962613 554
"285" 329473.9441778 374914.140490775 42
"286" 329803.803817636 375012.19512554 234
"287" 328668.516914156 374202.395533589 17
"288" 329188.625923477 376836.727387448 386
"289" 331214.265772219 379872.508246669 437
"290" 330598.932592355 383432.694132497 579
"291" 335986.831198129 377268.159011124 469
"292" 324882.746019092 381811.129701682 549
"293" 331018.481267873 379413.273572284 353
"294" 330768.690766491 380005.429983435 259
"295" 332665.907249733 378381.62879827 28
"296" 330888.66392817 383229.744450463 484
"297" 330989.08809416 376970.824942874 73
"298" 330535.672284018 383993.907477607 600
"299" 334805.804972387 382311.061460306 602
"300" 334159.698631984 386205.629795659 270
"301" 328882.705632185 369354.96950546 145
"302" 328255.022541759 380666.387957671 69
"303" 333303.151282334 382346.068190745 117
"304" 326863.602358613 375065.760805128 120
"305" 336045.983151879 380647.200405701 32
"306" 329622.927604544 374362.79138555 231
"307" 332260.950327156 377861.493609564 432
"308" 331658.020644393 377386.585753631 232
"309" 331682.677293011 380963.934724325 400
"310" 330652.613683811 384787.992580016 649
"311" 330365.01368195 374221.533031515 246
"312" 328647.242840587 374808.683810316 276
"313" 333151.466700993 382021.649173026 132
"314" 332217.881182588 380769.715973701 723
"315" 330285.733881613 373518.968464242 362
"316" 331056.030788129 373118.069141668 76
"317" 333739.046442998 384232.880898876 355
"318" 331423.035572319 380265.720202088 538
"319" 329429.961971104 373936.842194749 95
"320" 327661.529869763 380556.260327652 18
"321" 326097.683775946 378568.479548888 318
"322" 328376.104939014 378715.097408428 374
"323" 329773.245883839 375044.610102258 574
"324" 328194.91702573 375913.411524558 614
"325" 330089.860954887 380603.832022033 134
"326" 333727.62852886 384671.657515575 317
"327" 331648.182103478 380273.629219277 56
"328" 328262.357617899 371099.428355292 180
"329" 326453.818139201 374277.523190465 141
"330" 329146.587873541 368887.142871144 446
"331" 335675.212795595 379537.062626898 196
"332" 327550.844845443 376982.889326151 683
"333" 327746.058325565 376613.715655662 531
"334" 326659.585903137 382517.105688935 366
"335" 328544.837662427 381408.979895009 598
"336" 329039.676451988 381925.745029829 467
"337" 330734.957766511 384752.045454751 74
"338" 328767.960454304 380623.552890906 27
"339" 330851.534532363 378155.941490116 491
"340" 329347.006744823 379072.749929501 185
"341" 330857.369821202 373889.80236928 616
"342" 331727.268712119 383463.814573088 30
"343" 330724.68770453 376847.011080224 310
"344" 329534.775303369 373332.705003983 225
"345" 331818.516683952 382827.343524438 432
"346" 326511.50325792 375331.280469216 61
"347" 328870.673735513 370019.426985855 531
"348" 331689.703518115 378932.438758872 638
"349" 331354.605024857 380927.56120564 51
"350" 333309.40064032 382107.173439238 395
"351" 335901.14747489 379217.667654268 626
"352" 334342.645537604 382300.02341733 254
"353" 328588.093909388 370345.012481792 529
"354" 333101.890927973 385419.519495753 697
"355" 333525.638172229 384013.157874217 153
"356" 334199.960628657 385127.056119513 213
"357" 330072.212987654 384870.959442096 49
"358" 328234.312417128 379143.335275711 282
"359" 328799.526250906 370884.992637649 267
"360" 330242.472714931 375027.212715305 191
"361" 331118.049368418 375519.437710833 87
"362" 330408.386332841 376750.533402593 242
"363" 329389.198832683 374862.24231698 722
"364" 336415.991230212 379881.252428993 657
"365" 332384.658033028 380081.979170699 537
"366" 332317.879984813 382548.156746576 225
"367" 332216.440996329 379197.088894828 383
"368" 335598.448961631 381187.473824628 106
"369" 335522.052090572 381941.773130303 388
"370" 330965.84121249 381915.418098403 134
"371" 329808.359673033 376504.443172175 681
"372" 333088.956978195 377001.828551963 523
"373" 335262.898313039 379358.469814849 697
"374" 331529.457313341 377563.639506609 458
"375" 335465.546776696 379607.770712776 401
"376" 332942.399511072 378372.002686032 268
"377" 333357.236637494 385998.688098016 177
"378" 332602.246176235 385716.54317083 249
"379" 334870.904824566 380201.62097513 354
"380" 329743.314570173 369859.093781894 528
"381" 327805.218966175 374658.439356504 313
"382" 329051.800252583 377282.794187991 326
"383" 330214.342144931 369519.599983195 293
"384" 330782.897050625 379426.639905943 471
"385" 326569.692207744 375130.209619364 447
"386" 330990.155500209 377829.335141946 678
"387" 324096.308902116 382091.093680309 535
"388" 330703.791599487 383114.724162753 297
"389" 332925.729293328 379107.977232918 104
"390" 328587.119032853 381052.006946969 702
"391" 332017.445202781 379841.29317712 425
"392" 330250.632427421 378910.909951327 103
"393" 328143.060287161 373682.757086581 377
"394" 334417.050622068 381320.73318486 204
"395" 333447.294954843 384882.594115872 538
"396" 327484.728229401 375893.601099168 213
"397" 329515.626182056 380903.726006056 326
"398" 328094.523540847 371141.821650425 631
"399" 330982.993154893 372592.046202994 632
"400" 332664.434740193 383967.443158064 82
"401" 331121.558064441 375551.145289832 429
"402" 336219.291072978 377366.496661287 269
"403" 331345.953962461 383319.704260277 323
"404" 330436.476827684 373335.090718275 116
"405" 332099.227900102 375102.948327708 729
"406" 328664.362412111 376578.10954145 197
"407" 330893.695490323 374317.185800621 441
"408" 328820.882609954 374316.68972482 501
"409" 329993.520867874 372574.429932386 725
"410" 330005.609312437 386985.125467023 440
"411" 332660.74120274 381806.866924977 313
"412" 326768.830690199 381792.771098314 35
"413" 331796.59741295 386010.513593898 208
"414" 329965.790604042 386252.045094136 656
"415" 328291.72474463 378230.571229917 188
"416" 333125.00735034 378403.698631935 433
"417" 329656.76227649 379500.299138048 517
"418" 327817.779635951 371288.643650022 511
"419" 335087.373491561 382498.707346231 577
"420" 333102.09093316 379649.07566316 426
"421" 331160.24572321 375046.88068331 144
"422" 327296.318056964 379254.311710593 191
"423" 329434.411945402 380574.373420402 408
"424" 329412.458015356 371877.007332166 569
"425" 332248.6248656 384545.459694993 480
"426" 329231.916574485 371751.291652697 93
"427" 334509.097975457 383251.323705334 541
"428" 334549.354039225 379883.343235582 68
"429" 334981.818753608 379536.002227502 534
"430" 329786.035771132 373425.965860139 640
"431" 327128.502254618 382190.739752127 698
"432" 326613.614942596 374094.762896567 27
"433" 331813.437668762 383886.660967314 389
"434" 328673.569161577 370514.019327628 153
"435" 330494.066030545 377918.810357106 139
"436" 329797.731025613 371643.983455264 686
"437" 335202.811707507 384949.357773235 704
"438" 331982.16010734 381048.011485676 255
"439" 326977.578166257 376996.409044172 242
"440" 327077.117068072 377959.6110845 211
"441" 328219.27674352 378334.16524744 699
"442" 336587.865258351 377065.125233827 354
"443" 335561.776144488 383999.170088315 56
"444" 329971.730743796 372670.792932627 614
"445" 326467.834060394 381793.513708159 406
"446" 329487.498746806 382585.402626809 508
"447" 328933.423174859 377773.434584205 198
"448" 333420.022697652 383814.1861435 248
"449" 330193.203446986 384038.282059292 91
"450" 336217.493477662 379329.098754167 168
"451" 327573.811326819 379437.114563836 299
"452" 333029.864649287 383388.927068366 267
"453" 328465.695634676 375848.951729717 226
"454" 335345.145527896 378471.871762025 18
"455" 332002.869545182 376687.148236798 41
"456" 336411.73443741 377739.258259298 145
"457" 328266.00766325 375524.148480172 500
"458" 331533.585227814 376526.438559387 264
"459" 330054.547473302 377311.19794533 527
"460" 330484.950770208 374726.299242128 409
"461" 330967.618170138 374095.093606319 191
"462" 327529.412776412 380478.246786978 392
"463" 329435.138874122 372996.811244097 188
"464" 325507.85929481 378288.213494104 607
"465" 326793.71744032 376609.147598448 47
"466" 327875.531713194 380831.143074445 453
"467" 330876.286005457 372388.606858334 33
"468" 330069.883416485 369323.220064297 646
"469" 333752.781175109 386009.26828503 360
"470" 329538.623653934 376079.028272544 261
"471" 335617.292121861 381326.587269014 10
"472" 328039.95940878 376723.937986145 357
"473" 332580.192372794 384512.259133458 10
"474" 334334.480830594 378382.478639967 713
"475" 334254.044705437 383540.11620735 214
"476" 334172.742954188 385526.234382936 8
"477" 331782.378916212 377361.072335794 710
"478" 333829.780479089 384647.148986306 139
"479" 332194.339386256 375457.04469217 498
"480" 327220.10751991 376536.533624391 371
"481" 328405.686017507 378086.315103419 634
"482" 336891.479631894 378329.412629345 259
"483" 325806.970801105 378236.728672863 511
"484" 329577.805025571 369118.82379357 38
"485" 329496.857439831 374798.336128807 14
"486" 329956.40305908 385148.936266227 100
"487" 328523.092591026 372699.858784305 497
"488" 326769.738703409 373340.927310328 446
"489" 327529.271573281 370218.405433646 563
"490" 329545.266531797 376846.43447998 182
"491" 333016.673106048 381424.89629899 609
"492" 330223.03655323 382908.869585323 491
"493" 328897.566511201 371856.326207737 541
"494" 332801.075301061 384524.297412656 128
"495" 328534.899316116 379732.170636779 363
"496" 330527.995761564 383473.82870249 679
"497" 329272.559011445 385730.458324739 197
"498" 331222.24433222 374558.700318237 498
"499" 331290.537151295 373132.603531141 442
"500" 329711.83779434 376465.471727926 440
"501" 327589.131728852 374342.374104033 445
"502" 328528.984614753 380925.442945301 513
"503" 329036.7008028 373441.997996221 443
"504" 327865.03592884 371066.064465623 483
"505" 330257.859330899 381147.777977693 399
"506" 327510.25049391 375403.480599116 356
"507" 327239.176620109 381883.083266254 676
"508" 334463.325592124 380159.56763634 497
"509" 328025.663471486 381945.768730139 616
"510" 332461.488682718 376324.641948238 301
"511" 327086.095072614 378148.143338167 232
"512" 330724.04543105 382499.244274176 645
"513" 329254.066409383 373822.693616096 712
"514" 333481.089385036 381904.180791171 218
"515" 329289.114066239 375678.908836671 176
"516" 326153.860794497 377620.265888214 49
"517" 335318.558917288 381267.564880754 86
"518" 334283.244779252 382092.78950239 636
"519" 333988.265814756 384993.278096593 325
"520" 330956.942474274 373481.92534311 300
"521" 330575.730518565 384818.80244867 251
"522" 328216.149113375 378623.128456092 43
"523" 329319.91573192 369443.323304449 201
"524" 327282.29534948 379601.956211539 602
"525" 327664.308719912 373737.770986089 41
"526" 333959.021109858 377888.568409682 75
"527" 332835.161147371 384457.550751323 106
"528" 330418.551496308 385366.197355905 349
"529" 330355.362610623 375273.510687883 677
"530" 331630.640418537 380228.048075916 144
"531" 331502.048459945 381353.442470421 303
"532" 326170.481179242 377448.987066964 602
"533" 335558.309985182 381091.120441914 94
"534" 332359.697918885 386369.59146198 639
"535" 329537.068308126 371446.068915122 514
"536" 329477.80340139 371429.068917058 313
"537" 330256.198450786 379521.748426699 281
"538" 335292.157790699 380559.614650268 711
"539" 333733.585287547 383106.135813864 315
"540" 327101.93242954 375394.669831506 44
"541" 329851.660894471 372066.086640784 602
"542" 337080.246812194 379439.816007419 178
"543" 331308.010589133 383442.96647373 348
"544" 329812.443163819 370724.392462398 626
"545" 328485.082129975 372305.440959923 675
"546" 328781.200205368 374904.977204151 296
"547" 334300.048278254 381475.18212476 341
"548" 328219.415474891 372278.520000016 155
"549" 328755.342937441 371462.815621846 315
"550" 329985.470103233 373341.010248091 61
"551" 325976.471925771 375007.900886293 729
"552" 330595.163331319 377938.440011422 298
