"" "" "ptsT"
"1" 335272.324926773 383532.912505275 426
"2" 333011.58894674 378931.555591013 5
"3" 334582.382900319 380289.229093995 598
"4" 330405.627895963 381805.878169901 694
"5" 327331.998841447 382842.319967097 579
"6" 333463.696876098 378096.77262674 640
"7" 327756.638751559 375262.902774504 348
"8" 330685.381136705 385113.211456894 253
"9" 332646.843722044 385624.98932294 69
"10" 323732.595411242 382638.2583881 152
"11" 330036.284064957 384870.420382385 335
"12" 328739.129022965 372137.211734948 699
"13" 327032.984066998 378449.093350796 495
"14" 328194.543337735 373774.878556271 466
"15" 329677.981831936 369556.164846872 284
"16" 330321.85132108 386819.990828866 504
"17" 331625.031392662 377724.157222291 699
"18" 325248.666210509 382410.814612026 678
"19" 331208.662927445 373152.862650817 472
"20" 328268.47033208 380547.557806382 662
"21" 332580.52995677 379547.656377664 698
"22" 331034.141035452 380650.248495886 500
"23" 329129.059206991 374231.742264431 368
"24" 329663.050648849 372590.02334477 283
"25" 327509.072977231 373342.791792193 67
"26" 330970.537958223 383983.984839847 413
"27" 330550.228249134 382234.194608626 433
"28" 333237.397409864 379782.200655099 169
"29" 327785.846594249 375227.694366489 359
"30" 329482.741730242 370340.833210428 239
"31" 328271.388263795 371461.208131745 109
"32" 333002.871762207 376602.421948248 123
"33" 334502.248265317 385761.270441356 89
"34" 332126.912009675 378141.350235673 522
"35" 335283.664166174 380824.209927886 371
"36" 329593.231223703 373990.526140425 571
"37" 332311.681415212 382991.680202809 169
"38" 330181.701955392 384260.388179344 175
"39" 324390.014043079 382063.049722166 448
"40" 328258.154714231 369367.118801848 582
"41" 328874.731804908 370684.803409342 191
"42" 335139.185850643 381673.160698326 14
"43" 327720.427772795 374781.316238729 12
"44" 328853.073438913 370896.932860081 607
"45" 333385.614077527 376876.901724232 678
"46" 334445.805731432 382921.240795422 103
"47" 330972.152690877 386394.063500957 258
"48" 327633.114068146 370380.731552787 681
"49" 325562.163201858 377930.763285221 138
"50" 324760.563484513 381827.94632318 663
"51" 328223.684412298 373046.392961414 654
"52" 327185.657842045 376674.561293768 260
"53" 329577.264172461 369554.042014632 74
"54" 333912.745368014 379867.924771021 262
"55" 336239.535955885 378538.542636173 203
"56" 327143.426461017 378342.832659374 434
"57" 329084.242109709 369091.902167765 569
"58" 333563.515889212 386088.686811442 163
"59" 330195.534803126 374865.171394738 456
"60" 332546.818005851 386094.151072912 278
"61" 328837.329577085 376924.561598643 530
"62" 330718.605117264 380710.541631195 46
"63" 332693.857119436 384180.989258922 522
"64" 332668.039035879 379338.368146427 198
"65" 337108.101391628 379971.002615151 30
"66" 326595.820090922 381505.386710415 15
"67" 329429.353091887 373036.476799397 564
"68" 334324.043450501 380142.009656349 211
"69" 329486.873010661 372861.907040933 499
"70" 328611.561464513 374681.541679967 255
"71" 331913.407149858 382035.904788287 498
"72" 335968.835589882 377842.129961209 549
"73" 328774.722173857 373983.880639263 542
"74" 329024.450578636 376073.701847399 22
"75" 327367.017925163 378074.448236976 610
"76" 329444.801131269 378349.845342703 268
"77" 328261.293655995 380413.658581168 446
"78" 327845.788426707 378003.244522209 347
"79" 332547.542806205 380006.942272531 49
"80" 329021.721333689 373187.384357567 182
"81" 326922.556037749 379138.971573071 657
"82" 328789.310326255 380859.201521446 399
"83" 327693.332907753 374536.734637206 279
"84" 330359.195416637 383212.308687253 647
"85" 328724.333062506 379006.829593401 245
"86" 324570.978277357 382337.333420369 119
"87" 333196.513988176 384482.594148277 337
"88" 333359.03175765 382942.057186436 357
"89" 329824.471374951 377542.893669451 435
"90" 327921.392899699 380216.559014718 632
"91" 335328.039726151 381708.759000532 157
"92" 332409.152796647 376379.786457518 305
"93" 328034.169322215 373548.97262814 229
"94" 332051.703953314 380886.231250579 144
"95" 328902.233738609 380599.521425839 409
"96" 335349.886513718 377444.539876859 197
"97" 330670.80398993 372964.163623331 170
"98" 332447.03738492 382804.014737709 40
"99" 332602.668269253 384859.995939424 284
"100" 328292.059751447 378742.685204401 230
"101" 327423.387397621 373492.09720085 571
"102" 329314.863368901 377265.707542801 154
"103" 335110.966103476 380762.114659281 234
"104" 331107.27626072 372400.343074783 20
"105" 331221.926709324 383056.494094261 187
"106" 329763.679899544 385987.721395461 686
"107" 334452.333575543 383054.66639318 287
"108" 328913.503248531 378743.038764718 116
"109" 334435.437217233 385705.159656628 730
"110" 329272.455748304 371744.641972917 695
"111" 327966.666511046 381910.653878495 555
"112" 329313.497804643 380987.137951378 493
"113" 329797.783864164 370047.313372079 388
"114" 326031.838455145 381982.032907552 553
"115" 326600.648118746 373977.280016916 335
"116" 330492.659496945 381761.867400673 459
"117" 329156.540044031 386261.373375873 143
"118" 334561.298907495 377785.172552545 700
"119" 332102.653637457 384453.585787243 509
"120" 330298.884418111 385449.454964945 594
"121" 330718.548297377 382598.873189077 492
"122" 329930.592564202 382164.118195849 342
"123" 327947.410434251 381915.835316738 521
"124" 330285.756365452 382573.618354008 484
"125" 331866.766563276 378917.043484528 28
"126" 332102.96150591 383780.166608418 645
"127" 330076.066506135 370868.344434603 310
"128" 328912.769958513 378587.087841492 334
"129" 331088.448621241 379132.991544897 141
"130" 328356.0223695 380305.445643477 323
"131" 336654.192858003 379078.552793173 700
"132" 330070.335150227 369441.396322066 13
"133" 333676.89332687 377638.239062034 726
"134" 336338.772422359 380205.379846152 255
"135" 330564.48542365 384163.552968356 586
"136" 331089.677521296 373892.951698239 103
"137" 328379.707980121 370314.257431255 98
"138" 331985.350194482 377101.054764202 162
"139" 332019.312874371 380485.393825194 61
"140" 329682.556397232 383896.230902826 488
"141" 331161.271282731 376751.737206826 334
"142" 329917.369969262 385649.331940929 410
"143" 333689.864948043 379377.638766379 635
"144" 329021.766240168 374798.356212992 279
"145" 334306.156518107 384478.517429605 226
"146" 330127.421803762 376074.447782262 502
"147" 327677.873662152 376175.991541441 311
"148" 334378.403613046 377603.438925194 247
"149" 324531.892960977 382255.040911401 544
"150" 327766.691336035 377515.684952419 541
"151" 327154.248004337 379593.804637815 389
"152" 331503.385644859 385270.890916094 722
"153" 329281.73163906 376442.110455228 287
"154" 332858.450181564 381134.679616404 482
"155" 329402.375266565 371362.430350114 364
"156" 330724.222496805 374245.655501091 692
