"" "" "ptsT"
"1" 326193.446644034 381676.231210042 379
"2" 333583.962443278 380152.295105485 694
"3" 326488.239906914 374085.886946971 551
"4" 328847.159485538 370685.25641185 378
"5" 330095.782741736 379012.531526668 172
"6" 333445.631038578 387126.473592092 158
"7" 327139.915184436 373183.289570279 439
"8" 329870.582532239 382408.829053004 538
"9" 332058.276146312 381990.235938621 314
"10" 329554.3403128 370301.736867932 233
"11" 329768.417852615 377724.405789781 726
"12" 327033.397938948 380463.874782656 637
"13" 330959.804116493 380319.768925549 486
"14" 334094.526806361 381061.877573214 130
"15" 329404.84134214 381476.742684725 592
"16" 329771.565851833 380678.957797412 290
"17" 337141.674910371 379745.237026047 696
"18" 331157.681331414 386240.289700731 459
"19" 331802.928131628 376309.27611193 724
"20" 326930.298899937 378020.467801533 77
"21" 329062.163649865 378746.42242258 35
"22" 328007.125782749 369860.811489212 366
"23" 331099.429078008 382726.405423664 339
"24" 329000.4298354 382705.274107798 216
"25" 332446.458891015 377010.62148782 368
"26" 328915.032594957 376461.280725146 3
"27" 326629.175785365 381800.435816013 423
"28" 334791.986526821 381773.430349685 557
"29" 328154.485225586 377059.682871002 268
"30" 337162.205551886 379796.425898281 530
"31" 326326.701682101 375151.708443642 114
"32" 331789.395329073 381783.566995298 396
"33" 333830.132159238 381704.829168135 394
"34" 334960.951085708 379645.637205059 674
"35" 326868.417881438 382960.091318931 464
"36" 332769.131831726 384055.155688771 218
"37" 329239.711489837 383575.422363763 85
"38" 329616.07570824 373429.407178472 336
"39" 331761.756391173 384359.535100614 672
"40" 330655.074387472 382283.91762136 634
"41" 332849.513051166 378667.194919382 30
"42" 333511.337158816 387417.84692979 363
"43" 326260.727010378 377697.085246651 328
"44" 329000.609729909 380876.174959583 223
"45" 332684.541211323 379446.090080758 334
"46" 330739.626901288 375726.735985442 420
"47" 336958.562267614 378533.360102998 351
"48" 327607.659996341 379329.962785291 50
"49" 323094.511772331 383361.323424925 170
"50" 326169.909597426 377368.54732632 128
"51" 333871.655175249 378532.99578553 221
"52" 335206.849550627 384293.094814722 283
"53" 330036.714270245 382337.364431531 559
"54" 331815.135788476 378852.057769163 421
"55" 328829.769410961 381178.586125739 692
"56" 331782.764558415 378058.696939835 543
"57" 328957.829723496 382279.902706025 595
"58" 334949.238712502 381800.212262138 104
"59" 325823.592518628 377514.644766812 440
"60" 332832.147520794 381816.785160662 637
"61" 328616.063124781 375694.435614608 151
"62" 335033.757767455 381220.767531377 253
"63" 329437.996368408 382043.980682084 167
"64" 327768.980464853 379397.984778982 149
"65" 331331.933155547 378366.641227525 577
"66" 335212.150704648 383741.742987808 706
"67" 330022.735979647 381128.310677244 151
"68" 330940.363990456 379111.046269827 260
"69" 330100.040894516 380850.641430746 562
"70" 329251.393943524 381178.091520276 359
"71" 331717.148587729 379429.969952348 646
"72" 327818.730706069 378558.118460046 348
"73" 332967.981563621 377554.222133143 210
"74" 327421.327914713 376401.564342031 53
"75" 330523.057269515 384766.652909722 533
"76" 329248.858784459 374269.489753224 6
"77" 332570.785335946 377647.445296816 250
"78" 331919.118738485 385561.458151286 454
"79" 327988.940630947 374888.025119427 585
"80" 328125.264939096 369520.962825216 465
"81" 327733.367992072 370074.731087091 627
"82" 329426.164014529 381819.387296128 86
"83" 330568.358053225 383697.343665123 565
"84" 331685.379562792 382556.138753287 369
"85" 331030.93978969 383921.209050758 346
"86" 328567.195267986 379800.193975672 239
"87" 328954.078043578 378712.457567072 230
"88" 332210.477135156 377862.627253223 366
"89" 329464.10532409 379571.25189882 187
"90" 331266.217195867 384242.687683869 99
"91" 333017.475717552 376864.465010371 232
"92" 330874.39949477 375481.909655394 725
