"" "" "ptsT"
"1" 333198.794824528 384950.495698302 124
"2" 333378.946308665 378198.656847271 555
"3" 330328.68293331 376865.282594024 653
"4" 334332.812297204 379651.097448798 79
"5" 330486.533172782 374539.784890441 241
"6" 327024.286710947 377924.129108787 175
"7" 333051.157708152 386835.208022539 552
"8" 328436.547607225 370552.429710731 639
"9" 327682.304542357 378308.30714941 270
"10" 333509.906315607 384774.601156767 606
"11" 326995.346807751 374553.10054885 272
"12" 331100.684613234 378571.905909105 385
"13" 328327.675358978 374805.631782843 328
"14" 327565.095985056 369537.895849181 51
"15" 332516.026611405 380914.381376925 116
"16" 326116.780194706 377791.671560714 706
"17" 331413.598918546 384323.661264302 29
"18" 330437.263952437 386158.862675349 446
"19" 334094.954101295 380462.045834694 505
"20" 330726.882399865 374021.676617911 300
"21" 334956.869668888 383034.2336396 633
"22" 334334.58561691 386001.543766155 588
"23" 330947.095518494 386322.860474433 10
"24" 329529.080279277 380793.419625 662
"25" 329382.694437996 372861.296010657 545
"26" 331332.185917686 382338.349597912 373
"27" 334552.705960366 381582.224548626 302
"28" 330120.225316194 375262.460506801 70
"29" 334471.726778935 381040.051265882 337
"30" 335873.178891888 378667.571540313 35
"31" 333357.271072141 377092.497462227 607
"32" 330496.55141781 379734.793611709 321
"33" 330582.507775868 376351.974316636 591
"34" 333608.938666361 385805.008304314 433
"35" 333293.439705579 380176.979900965 678
"36" 327679.983885845 379760.430533431 81
"37" 332711.776218713 386251.567605369 438
"38" 331813.455440276 380181.057540273 557
"39" 334859.257910508 380248.386477622 36
"40" 334393.708837722 380141.67717236 189
"41" 327895.850398715 377368.155881349 42
"42" 329621.418127398 381291.215421137 46
"43" 335227.480980122 384553.489565884 388
"44" 332283.329709365 384432.323048227 145
"45" 329767.05209796 377375.023917428 498
"46" 331974.16777076 380902.112732925 642
"47" 328355.020208402 375091.507144097 264
"48" 326730.331762397 375565.472330427 524
"49" 330911.278032408 373490.24415544 577
"50" 326893.65185098 378329.290443848 715
"51" 331285.69800565 383624.372153241 253
"52" 330314.188524205 380087.955668275 645
"53" 326805.591181733 378938.911582518 436
"54" 332606.356689787 377697.169426828 408
"55" 327203.93617955 382651.024953643 593
"56" 327629.710821429 378412.350156179 515
"57" 327560.175954711 369623.536325689 210
"58" 330481.852971183 373825.84227022 352
"59" 333506.387497947 379400.483745018 258
"60" 330145.898891873 377947.800913201 457
"61" 327977.529635698 371256.310247989 252
"62" 333481.144576349 382273.084187697 31
"63" 327893.604700799 381752.264456306 25
"64" 334471.924196763 385453.794083005 272
"65" 331078.122473761 382460.946941707 623
"66" 327179.618886279 375948.033969542 564
"67" 330489.096683992 379852.080319729 476
"68" 335089.834113624 379711.539767504 552
"69" 332848.912478016 380059.85058163 600
"70" 328749.331463433 373588.843829587 331
"71" 332685.207192622 379953.843306684 185
"72" 331574.213272805 377453.466644717 479
"73" 327226.254950934 376305.251963412 79
"74" 330431.949814024 373655.479969803 420
"75" 331996.688175904 383450.409827419 319
"76" 325985.651040481 381718.509930574 410
"77" 329400.904759593 377736.498985417 452
"78" 334338.44112436 379550.331524998 625
"79" 332201.185543453 385145.650379109 240
"80" 330118.204045272 370518.679488753 541
"81" 334726.884451077 381214.965735823 67
"82" 329169.697479018 369198.428681915 275
"83" 332458.181644255 375482.75241355 43
"84" 330313.965977381 382543.501103723 54
"85" 328355.61411086 378949.986138132 447
"86" 327035.732429838 373201.384379896 210
"87" 333819.748695479 387785.618488178 277
"88" 335829.27392855 377062.427088448 293
"89" 331214.712273445 374931.295853017 551
"90" 334536.118466693 378468.780938199 658
"91" 329382.993956183 376493.627673055 238
"92" 330150.412618547 384579.094707757 510
"93" 336200.360561353 376942.992690993 213
"94" 327420.160992263 374347.379843642 207
"95" 330935.613824782 378526.796663654 722
"96" 333831.616378189 386952.569458566 361
"97" 333742.120435605 383868.295302751 475
"98" 336087.10472954 379765.225585737 451
"99" 327415.384847606 374146.918366026 325
"100" 333231.715553759 383825.46695306 472
"101" 330756.421373435 374127.31419905 674
"102" 328169.55288248 369190.240684936 483
"103" 334574.082389291 381922.06261636 113
"104" 334666.853897044 377968.600196458 645
"105" 331505.967206378 377576.770403027 268
"106" 332083.288320418 380495.177272488 460
"107" 325722.983518007 378160.294328347 202
"108" 328647.004422818 371187.045001221 524
"109" 330163.677842002 374068.032566594 499
"110" 334571.658670235 385702.967039219 406
"111" 332253.588779041 385525.123665817 105
"112" 328905.622943551 381408.674127366 598
"113" 328396.236209346 370765.177686446 323
"114" 328304.935990552 369078.892782009 316
"115" 333076.774001551 386653.863391086 67
"116" 335662.609330707 379014.507016783 299
"117" 336359.873887502 379986.301061733 714
"118" 330114.196233869 371276.999926296 441
"119" 336630.459787545 378501.094367775 473
"120" 331172.090554888 385692.806877143 626
"121" 334660.177638518 381830.93400886 149
"122" 329585.436818343 373069.859772171 42
"123" 331045.928346855 373288.684232884 501
"124" 336473.110319226 377334.600950587 63
"125" 332290.500615743 377768.931941369 430
"126" 330884.327678644 383077.2455044 524
"127" 333236.542296403 378572.992881837 710
"128" 333517.809900013 383183.827305923 155
"129" 332201.423172434 376268.702996364 232
"130" 328082.332023539 378941.811347376 568
"131" 330797.015826966 386547.955133765 206
"132" 331145.825817108 374811.2088268 45
"133" 329640.966453297 382549.824592022 237
"134" 328202.517596805 376896.758641785 294
"135" 335375.844012034 379820.319768356 309
"136" 332291.704016207 376537.380252797 331
"137" 329665.151923886 383925.231956863 178
"138" 333883.686816925 379555.956401851 249
"139" 331600.148746275 379850.69203059 543
"140" 335839.316860581 378889.132562884 456
"141" 330294.518694459 383581.659647379 205
"142" 331235.486779441 374532.485191859 38
"143" 330013.661579854 385875.239804185 78
"144" 330063.95330317 371305.589804236 132
"145" 333743.790719967 380897.06861259 187
"146" 329955.896922813 376932.976282344 510
"147" 327469.144141205 376768.601299222 51
"148" 329325.872919 379044.714342003 446
"149" 336186.402694227 378246.214298594 205
"150" 328814.342237044 383256.799792072 180
"151" 331680.304783933 375098.644823994 489
"152" 326614.693123072 376030.280191926 51
"153" 330640.097590718 375022.814886532 222
"154" 333817.267571745 379322.601824135 485
"155" 328728.238668151 379185.345411605 495
"156" 330847.045292095 372438.547994973 213
"157" 331224.316211329 376056.63490205 350
"158" 329396.676798328 386308.054456856 28
"159" 331097.067686751 375845.822529635 11
"160" 327287.620292919 376933.490189898 127
"161" 328902.295002224 378119.059256984 309
"162" 329623.403035904 373009.446882561 604
"163" 325631.73456019 378149.936350007 277
"164" 332969.690175567 386290.71776937 701
"165" 331722.800306717 375663.95623672 285
"166" 332723.609184581 376964.151541052 360
"167" 332052.58982268 375906.709234402 633
"168" 330868.639140727 379329.559957493 530
"169" 333629.158695667 376995.899056029 643
"170" 335325.544917637 378698.013261471 261
"171" 335025.455104262 381227.096092117 378
"172" 333156.389900087 385168.807167629 175
"173" 332797.076383915 384318.360978987 523
"174" 327365.287638565 376290.65492594 7
"175" 329855.206235105 373127.93369886 540
"176" 334118.075990774 384921.419125226 329
"177" 331688.449805259 375876.46351058 538
"178" 327011.164145799 375024.030726082 95
"179" 332764.504482278 381953.207342101 42
"180" 336166.101345028 380359.663326152 655
"181" 335383.957859261 377726.557201986 553
"182" 331478.936654704 380336.021111723 319
"183" 335399.343084653 379592.039361278 90
"184" 331840.395597603 381478.93939584 84
"185" 334769.679855843 382917.350684484 487
"186" 327803.727719536 375845.000597537 39
"187" 331480.758654828 381420.535925837 199
"188" 323618.769887983 382793.798966483 504
"189" 330164.529582716 378632.776283741 324
"190" 329058.125011157 381095.080512317 116
"191" 328808.55641401 374581.823043192 188
"192" 327358.230497758 379768.594669827 171
"193" 335141.551743428 378006.787687114 445
"194" 334220.801610385 381612.929795389 102
"195" 331511.897139497 383170.104064583 522
"196" 331128.928775409 379163.200434306 155
"197" 335027.243618324 378835.15539883 395
"198" 332538.189233498 379551.784173806 115
"199" 332952.636998176 385931.954316661 663
"200" 336870.994277651 378518.659400024 452
"201" 328268.78588441 380002.800403158 586
"202" 326101.746482867 382166.854257167 713
"203" 331539.095084082 379884.504516224 184
"204" 332735.114358317 386328.238196035 684
"205" 329100.914585017 371701.19479882 332
"206" 333079.048405206 384169.671288704 579
"207" 332157.859760809 375711.810128651 582
"208" 333816.40593039 382482.638675166 169
"209" 329711.296050445 384495.552434216 592
"210" 326049.020765861 374937.331664636 497
"211" 328672.89807696 369960.503834207 359
"212" 334540.481167793 380297.816196002 659
"213" 327966.438935702 373313.599424448 134
"214" 330478.999512633 381384.028557275 604
"215" 327762.817846274 381096.026538223 681
"216" 333545.475449284 380831.256478139 478
"217" 328394.158669328 372257.620376276 65
"218" 329344.716534822 375785.751352728 321
"219" 335804.428470765 380784.838511602 121
"220" 327921.5173241 381090.180248198 146
"221" 333504.949912646 378002.63194562 96
"222" 330234.259596099 374022.68145285 66
"223" 329674.663213259 372117.616421282 326
"224" 327767.46768296 381068.776253988 475
"225" 329167.348980353 378881.631642576 135
"226" 328588.778263992 377499.283292356 323
"227" 330182.446098035 370680.055975416 433
"228" 334690.649944691 378906.879465609 38
"229" 333502.654997121 380034.574196508 586
"230" 333523.778891703 386963.158972614 101
"231" 330337.829381346 381292.292955106 72
"232" 332004.153534551 378869.76861063 147
"233" 333358.485678825 382099.004511956 622
"234" 333732.853564904 385169.389827988 481
"235" 335427.587743219 377186.8343552 583
"236" 324232.92724434 382142.679083364 440
"237" 330655.508077704 383674.381095233 613
"238" 328672.445979424 374982.094804247 161
"239" 330977.475308754 374623.505745192 436
"240" 327123.698954597 378962.579458583 123
"241" 329869.146181119 380448.904927467 368
"242" 334528.014367109 383823.10555967 34
"243" 327347.288395776 382723.880657449 142
"244" 327255.74372091 372630.172891394 522
"245" 336371.74670413 376332.688676616 213
"246" 331767.560567112 382888.126809506 544
"247" 327246.972371847 375991.754809656 260
"248" 334763.027723329 380497.692059178 677
"249" 328130.213511983 378141.203849939 358
"250" 331069.413489897 372582.148945316 249
"251" 328423.269144383 369747.639067212 129
"252" 328592.758457639 376962.52962913 24
"253" 332310.433230667 376634.480137951 306
"254" 333821.317620669 385697.225125285 445
"255" 333906.89418443 379800.410204674 212
"256" 328837.400982737 378245.207823492 663
"257" 327630.957475998 374376.015123281 469
"258" 331102.669912735 385643.944056568 34
"259" 333913.934158912 378430.525226562 508
"260" 328126.613554626 377242.745495797 290
"261" 327796.932252126 370608.636715421 600
"262" 331829.917849959 380754.424136934 519
"263" 329083.210960678 375188.500494581 624
"264" 326442.566971984 381683.780776625 83
"265" 333963.264129481 384440.752547032 680
"266" 331549.3877047 382411.746452973 523
"267" 330065.309367981 381192.147232198 614
"268" 333187.059447291 378429.395685547 371
"269" 328321.862778374 375307.893025403 267
"270" 333790.829933144 386305.151760262 127
"271" 331950.609420094 385662.511742829 60
"272" 331018.291999714 375267.306685737 57
"273" 329311.511179164 368901.603922504 601
"274" 330548.772225929 385104.894432208 490
"275" 334505.347488919 380339.288206229 579
"276" 329719.805443916 383181.442279874 470
"277" 328078.780953998 382366.629341887 278
"278" 325744.987825043 378513.010801129 133
"279" 331688.389690825 384207.191630456 147
"280" 336007.584621065 380106.038196774 87
"281" 332657.350240026 377940.581721186 361
"282" 331552.820853937 382207.206764002 652
"283" 329864.4983164 378218.910054313 403
"284" 326629.918717628 378995.98157256 15
"285" 328745.627195753 374272.80843021 178
"286" 327720.839033587 378760.17336347 716
"287" 332645.800027214 381541.500685473 113
"288" 328477.125513222 370230.811033555 393
"289" 331093.329446817 377761.234970095 316
"290" 326592.807752924 382064.288108381 8
"291" 328502.846181544 370913.441608985 179
"292" 327115.269051848 377981.426956458 347
"293" 330744.593667282 374718.949958759 669
"294" 332556.54803751 376516.767358287 136
