"" "" "ptsT"
"1" 326868.785085737 377523.837987542 271
"2" 330348.999133471 374914.586624259 10
"3" 332580.541360186 382257.624196156 472
"4" 334231.561743892 386357.278891087 202
"5" 331624.286967824 383577.618395573 116
"6" 335176.658430136 380656.671636425 634
"7" 329911.027119578 377304.788060174 486
"8" 332903.907587158 383422.422783406 241
"9" 330417.675986575 381853.290862247 387
"10" 327314.300718219 369730.520217607 457
"11" 331649.919081168 383547.662145014 626
"12" 329794.854355635 378697.906369272 479
"13" 330314.204969741 384383.356955432 172
"14" 327629.630667717 375401.520411237 222
"15" 331556.190403795 381967.178234763 584
"16" 333033.759082712 381021.854252164 579
"17" 326811.497138437 377997.985964985 148
"18" 327902.764255623 369705.038177399 345
"19" 327680.557698025 374080.913295579 680
"20" 327346.923289242 368921.010536893 85
"21" 326966.5597831 382571.65197641 439
"22" 331407.088393757 385539.335720652 152
"23" 329384.219082298 378672.682214651 218
"24" 330594.054340539 385025.211535529 692
"25" 330221.941053432 384334.70311496 356
"26" 328416.281899653 373916.162022241 552
"27" 334328.979899183 384960.540056771 166
"28" 330106.910416137 375638.149202753 530
"29" 334110.748856906 379554.727333732 158
"30" 329053.667604579 371470.880981947 127
"31" 333622.259492523 380025.247992907 20
"32" 333286.326441875 382050.712575632 116
"33" 332931.802653141 386460.419892695 489
"34" 326673.16678772 377653.945203276 383
"35" 326301.578125784 382573.54760798 119
"36" 330298.042513439 380579.018359734 517
"37" 330421.515092689 384394.943787374 391
"38" 336695.231035004 379360.945675581 204
"39" 331518.931636667 380473.978155738 620
"40" 333641.975136533 384794.329180688 581
"41" 335444.100873287 384046.370788376 683
"42" 335559.31334986 378886.021744256 601
"43" 327867.569398132 378263.277793789 461
"44" 327737.592995385 377931.043923052 31
"45" 329669.718869904 382638.135992554 410
"46" 333967.27031911 378615.972278544 479
"47" 330050.791897046 386023.887270307 199
"48" 327526.382228307 379925.696979082 692
"49" 330878.483022956 375451.824243056 323
"50" 330705.319732133 377014.151366058 45
"51" 331232.563176618 386374.124539462 505
"52" 337082.452781749 378590.614636044 84
"53" 331573.784696091 378690.612659299 536
"54" 331141.022911481 379825.967339355 561
"55" 329481.940043523 373033.024804358 343
"56" 330988.322416263 376421.159052368 700
"57" 326876.315570338 377921.890995827 118
"58" 327850.142318549 374873.818038712 293
