"" "" "ptsT"
"1" 334671.18390767 379178.074011434 610
"2" 329488.73077821 375002.791592911 318
"3" 326864.125161413 375535.19922883 496
"4" 326174.41211448 377541.456264781 113
"5" 331668.507677288 384423.93071455 680
"6" 335638.906091369 377083.707730723 728
"7" 328777.112012457 377525.677375349 437
"8" 331593.551811874 380373.731967212 60
"9" 334597.079565374 378801.141240089 113
"10" 325813.701985748 377057.666725383 355
"11" 334411.277100036 382853.178119413 61
"12" 327434.307797753 379254.146308791 267
"13" 333536.537506299 379318.536948607 618
"14" 330158.079668753 380086.613035574 659
"15" 333568.399557141 380927.010606684 466
"16" 333693.609107282 378961.55232278 341
"17" 331313.254889268 375105.619144474 127
"18" 330049.405008331 377435.888200665 325
"19" 328333.116648547 374379.20201065 652
"20" 333499.910129425 378637.662197544 270
"21" 328662.221136717 383123.88180489 35
"22" 328824.496190891 382378.351704092 688
"23" 336498.272896715 379045.906468449 110
"24" 332187.896119186 375108.248630899 542
"25" 326683.556898373 378017.912229735 219
"26" 329427.121609142 374970.049294027 250
"27" 326159.092310838 382696.027163883 556
"28" 334269.558914556 379427.78416821 640
"29" 330049.797419826 380467.914081461 179
"30" 333896.219743147 383732.356822144 510
"31" 330693.360359696 381585.69461675 79
"32" 333729.309642048 381743.965267843 374
"33" 333293.092863552 386280.756107332 308
"34" 330461.56621455 385557.673985096 360
"35" 328770.013252919 375977.043783036 86
"36" 331335.088359249 385632.423309372 220
"37" 332200.576776434 385586.469249974 534
"38" 333694.6286523 385064.639217921 8
"39" 328039.040549744 382321.021084429 521
"40" 333581.79899344 385101.909982165 527
"41" 328013.775905895 381342.679322468 108
"42" 335049.616890832 379466.685693215 249
"43" 326803.766369854 379416.64232566 576
"44" 329079.147311972 382805.557327378 350
"45" 330377.758139173 374973.881574667 352
"46" 329571.573969491 369661.689413129 51
"47" 332547.883144137 380926.921657966 609
"48" 329978.68348588 386440.30290416 486
"49" 334046.112124885 380094.172970495 580
"50" 329198.871825446 381052.709366098 385
"51" 332957.96978529 380633.650355823 396
"52" 333363.582496129 381279.455040204 296
"53" 329773.902331691 382434.939191023 495
"54" 331578.103197902 382928.730489323 637
"55" 331852.429853838 382990.529093865 301
"56" 324850.855847301 382222.281428785 131
"57" 328038.221264908 377795.722371949 429
