"" "" "ptsT"
"1" 326317.888384512 373550.690295236 52
"2" 335040.341802463 381822.510534417 674
"3" 326118.776928223 378401.185918914 164
"4" 324779.715077587 381979.796756532 721
"5" 334634.275219316 383033.037906581 420
"6" 329669.327957786 378948.110604155 43
"7" 328136.265992732 370637.183747992 221
"8" 332826.591615666 381765.955899921 440
"9" 330040.860435624 383295.663602249 183
"10" 327157.01791943 375416.084421979 223
"11" 329485.653722252 382683.087858258 475
"12" 327120.594518879 381767.455630815 181
"13" 329002.453884078 373813.536407463 281
"14" 330197.839636292 381652.741280574 360
"15" 330011.861553577 376556.153844414 317
"16" 328142.386791983 381224.983360069 647
"17" 330277.321376385 375499.738928306 243
"18" 331176.985469837 377208.703923528 326
"19" 333147.739830476 382506.772992356 623
"20" 326757.344161763 382458.977024573 694
"21" 334840.226172309 378353.545744344 161
"22" 335309.590843986 377749.291704198 421
"23" 327387.115767232 373902.698391564 181
"24" 330889.396004407 384752.388812088 15
"25" 328052.513050869 379555.535952348 62
"26" 332126.945607935 385692.516331293 102
"27" 336462.540426263 377755.864332034 211
"28" 331070.534271688 373583.167835041 108
"29" 334504.213590139 384827.196333128 677
"30" 331088.415577172 381214.677647983 366
"31" 330801.056478441 380859.312033625 605
"32" 328634.864649279 372282.568438152 514
"33" 333612.410190781 385236.661448988 371
"34" 327268.545718808 376773.835370186 388
"35" 330398.898965483 377341.776783285 444
"36" 325306.969684092 382025.362660224 18
"37" 335535.146694568 380564.266422871 57
"38" 328551.404510711 369461.710581634 178
"39" 330335.797502594 376420.436571399 174
"40" 331612.59059136 385012.30120762 77
"41" 329879.299968368 371326.236377967 619
"42" 334407.972074341 381196.640096618 77
"43" 335365.028286021 377768.347971561 77
"44" 328140.505683809 368900.214225595 381
"45" 331545.311027404 383586.175961225 606
"46" 332320.772070144 380598.401797313 9
"47" 335138.120192166 379703.156448024 150
"48" 334604.174299376 385387.769384223 583
"49" 331118.235318231 386130.799553657 633
"50" 333396.163258024 377181.482036025 650
"51" 334974.871944429 380561.119453603 726
"52" 333197.174906956 383693.719461827 516
"53" 329648.184880711 373479.161278342 218
"54" 329358.663879117 386230.609628445 163
"55" 327063.693043368 382180.546344334 295
"56" 329837.52161306 373408.281238946 92
"57" 326866.748810856 379583.50892313 352
"58" 332224.754763744 380294.483320651 400
"59" 326738.808020001 374461.972272064 149
"60" 329446.326588158 369354.717367151 337
"61" 327929.648177854 372671.746980587 120
"62" 330606.068618694 379508.89667543 610
"63" 330695.314396698 385598.772525115 459
"64" 330883.635184571 375507.604045416 434
"65" 330739.589763684 381454.618953581 653
"66" 325727.857492692 378473.21955208 675
"67" 328536.792096303 376275.194751165 66
"68" 332380.464577808 382161.094015408 376
"69" 333776.351299785 387009.392950316 269
"70" 331900.046452537 381831.439340189 16
"71" 334626.129409203 384980.661277555 480
"72" 329771.170414387 370515.384591907 469
"73" 331043.820190328 374544.901227143 722
"74" 330757.521707955 385996.111078955 238
"75" 335649.8887547 378568.608634693 284
"76" 329040.071314843 374329.714631799 656
"77" 329047.419205378 371765.583802942 503
"78" 334176.67119327 377853.278958806 693
"79" 329616.537696216 369932.781848704 673
"80" 330930.754262465 380452.915565862 470
"81" 332745.645978096 381990.557522448 592
"82" 332526.851554671 381528.924115251 619
"83" 329450.83792807 381727.107762917 346
"84" 332280.966526337 377468.923226326 209
"85" 332057.934951594 380258.181289866 481
"86" 331915.75641351 381739.177777274 583
"87" 328508.944398358 381661.890927471 464
"88" 331928.294823844 385770.054903778 249
"89" 327159.83346859 382842.253171763 652
"90" 334796.71025112 382785.933710831 480
"91" 332685.892087817 383454.734568349 101
"92" 334453.827025347 387017.9458815 552
"93" 329026.482005195 378104.525055213 391
"94" 327317.212734029 382039.417388942 688
"95" 327409.713565332 376600.530222682 155
"96" 333760.998516673 384000.105290033 487
"97" 333849.943722507 383037.147745835 351
"98" 328228.615383667 375891.941208739 369
"99" 327069.96754395 376123.026041128 708
"100" 330133.727478442 376170.820659239 475
"101" 328450.788788399 378832.257636135 480
"102" 333713.20416203 386481.954711194 194
"103" 328926.181767213 374783.168019381 384
"104" 333066.20081744 383560.880828181 110
"105" 335396.038854545 383595.772313653 490
"106" 333304.036172516 380043.210530243 287
"107" 327669.264167488 370079.803689072 411
"108" 327844.341528956 373084.289579975 385
"109" 332592.105278178 376530.121263348 27
"110" 327537.449455079 369085.224135944 481
"111" 335148.874453967 382082.574745653 542
"112" 332921.463245874 378917.321896742 12
"113" 332771.348018117 381901.602587795 28
"114" 332099.668737018 379772.810739851 293
"115" 336504.134150937 380654.513279222 434
"116" 332059.128131822 379582.890277489 181
"117" 326974.68026702 374049.857089522 141
"118" 336487.938065775 380543.708297318 336
"119" 332620.253344297 378096.734800184 603
"120" 328438.491012599 371373.99664649 325
"121" 336454.54951766 379411.521063997 3
"122" 328563.538494143 382357.357348604 335
"123" 330630.385537971 377703.607266273 562
"124" 330011.156925099 384442.543252811 183
"125" 334710.664171903 381327.639503345 568
"126" 330873.903755535 376074.102623874 310
"127" 332195.912064986 375853.701483112 304
"128" 328248.089468359 378424.220901811 208
"129" 328541.654677771 369221.425024878 320
"130" 328519.694563225 375569.694840441 624
"131" 329701.738260019 383265.179366436 535
"132" 330686.403462879 374538.204393771 243
"133" 329080.184009715 369131.999769911 455
"134" 333298.807950723 381989.888487579 162
"135" 331549.864574238 379498.40133896 264
"136" 328313.531943233 372549.305666867 28
"137" 330256.416900676 371282.586931902 44
"138" 331894.332766144 377334.089009442 36
"139" 325731.549557969 382228.778725284 548
"140" 331763.380562076 382359.560937681 38
"141" 328044.624844416 381857.400714908 407
"142" 334229.238425223 380974.409123009 9
"143" 329023.603115053 377760.588303127 267
"144" 328061.849192056 377578.291129804 194
"145" 330075.598439056 385798.389506092 429
"146" 331470.271713731 380371.073489663 302
"147" 335549.890017074 382217.688264104 92
"148" 332884.316999938 385127.64703879 639
"149" 335170.381654991 385109.228290125 299
"150" 330850.929988076 379999.966294012 257
"151" 332597.179934639 375637.536340141 253
"152" 328100.968300493 375678.478108213 338
"153" 329613.624031433 378750.38024502 220
"154" 331097.236796634 375760.779305133 560
"155" 325617.154455462 378027.834518904 58
"156" 331450.670263686 384745.820934917 29
"157" 334693.700538874 381678.017924905 244
"158" 332720.712441326 379063.361918094 393
"159" 333092.595473932 380123.873234839 356
"160" 327048.352935252 381926.540236642 666
"161" 329330.329183197 378338.651140047 679
"162" 334971.430074333 377992.828011921 549
"163" 329108.345124824 375698.081926598 357
"164" 327107.12103517 375656.875694408 468
"165" 333405.095740697 387083.018337842 299
"166" 329409.915141815 378852.017940445 197
"167" 330103.70633482 372435.254380762 139
"168" 330685.270913876 373512.78857742 314
"169" 327653.695348447 370242.880748481 14
"170" 329153.783521322 380354.089906644 519
"171" 330834.140619247 385300.465263233 350
"172" 335592.757721678 381931.867832695 638
"173" 331286.697052398 384638.858655621 169
"174" 329538.75898536 380549.167696395 116
"175" 329464.119104069 375007.704312442 78
"176" 326195.434262297 378361.195217905 206
"177" 334112.924798143 384799.068950089 248
"178" 328179.026357661 377437.681936502 671
"179" 333085.748293352 380304.20243956 681
"180" 333576.225126401 383682.133483485 236
"181" 335385.743381372 383620.476245866 432
"182" 333957.541123838 377842.447326196 413
"183" 329987.644096301 386751.080317791 569
"184" 327139.040983682 375373.913255074 45
"185" 336083.565519008 379920.420630327 41
"186" 329914.302997542 380633.169899565 686
"187" 330806.391285122 374865.891033352 582
"188" 329895.241203825 373884.695011023 199
"189" 329742.807281324 383479.446317038 381
"190" 329297.82076874 382726.794446378 407
"191" 327654.407235809 374350.779594772 656
"192" 328418.829036726 382340.459934516 121
"193" 332592.727196185 385089.817363044 519
"194" 330661.500818013 373357.450217375 152
"195" 332987.365906755 383922.638473596 524
"196" 332983.089200472 383712.210569869 209
"197" 328526.736706872 369043.317652145 400
"198" 334477.211768002 384574.859715516 110
"199" 327882.119338545 368906.018586418 328
"200" 332336.875486395 377990.560603938 374
"201" 328847.163222078 369800.401500055 648
"202" 329307.444382109 373805.31725631 199
"203" 334015.755433854 385089.271081249 110
"204" 335454.944264656 378210.974217989 309
"205" 326780.666491622 374784.133517203 661
"206" 333130.197584544 376822.193199085 528
"207" 327318.427075517 379339.658338578 204
"208" 332968.763166862 386843.809591059 116
"209" 326406.194648812 378065.363262585 485
"210" 325562.464505017 381950.596549967 300
"211" 328626.931294952 374063.000973176 502
"212" 331262.158987074 377847.421473659 435
"213" 331620.278231636 375695.022824522 201
"214" 330284.324668856 382258.287783179 430
"215" 329189.223722271 374396.651838153 418
"216" 327064.211147443 375934.121944011 513
"217" 332685.639074083 383709.417987703 583
"218" 329790.519578286 376892.408654846 213
"219" 330878.580149195 378565.811212479 709
"220" 332324.317492376 380161.465140467 91
"221" 327904.28862453 382338.042882817 177
"222" 331787.382000423 383323.70741738 94
"223" 327037.187144064 382429.736055246 141
"224" 328364.329932014 374491.812915656 385
"225" 330782.115902977 380034.122056538 292
"226" 328815.041459609 380300.074589788 488
"227" 336673.815207512 379870.754688142 121
"228" 326987.474383845 380249.554171438 563
"229" 335292.595156272 381835.488435285 320
"230" 328631.322626992 376274.257967381 205
"231" 332861.062162395 378937.698084783 646
"232" 328660.987442739 381287.138595207 171
"233" 330747.518674283 382783.176729604 574
"234" 328593.872878132 382077.433086968 531
"235" 329064.642743831 369220.868808249 490
"236" 334041.809670816 383829.461301545 193
"237" 330989.881825007 373600.825435988 526
"238" 334049.732753909 379845.724175635 429
"239" 332370.660961132 380519.707173046 12
"240" 328805.306916223 372148.943093474 202
"241" 332036.700541788 380308.296283865 338
"242" 334089.13598218 384876.040682868 567
"243" 330160.562951452 386655.9360218 119
"244" 331980.824839995 385858.485638515 639
"245" 329999.788616164 377718.732007445 648
"246" 335714.977312261 379487.550440011 497
"247" 324507.438071917 382545.813171533 287
"248" 330838.187281825 376655.130139491 207
"249" 330264.519354687 371482.956792741 494
"250" 327279.527453954 377055.466447918 698
"251" 329824.922438903 383370.550347222 353
"252" 328073.536976858 372417.344239285 76
"253" 330118.707896776 375290.145300362 390
"254" 334606.494507095 383278.886885444 22
"255" 333454.705302374 379050.752852965 499
"256" 331565.966854908 385187.193555461 185
"257" 330453.927489288 374881.554619718 163
"258" 327193.24657111 379456.362283449 91
"259" 334625.400940308 386437.137624943 583
"260" 329080.857807488 377956.411554016 667
"261" 333951.679995415 378818.979835566 99
"262" 331164.019353176 379182.115477758 300
"263" 332241.573504701 384415.475223396 92
"264" 325636.092246371 378616.152598239 521
"265" 334670.722640481 386508.08854891 139
"266" 327268.266464295 373554.322395453 561
"267" 333125.933767455 378690.996837496 722
"268" 329089.274351852 378567.00387075 235
"269" 327174.788543093 381944.489670544 309
"270" 329360.500468407 368957.681850327 346
"271" 331687.62824246 382864.777160966 340
"272" 329695.00863935 377466.899465342 516
"273" 329479.338476725 379564.353928635 270
"274" 328229.506696346 377619.836089331 30
"275" 334019.170284585 384314.370482876 239
"276" 327850.692113515 378258.419508031 258
"277" 329576.728817063 369532.495031213 179
"278" 324347.85055896 382094.71816516 730
"279" 335470.775875675 383741.840812181 141
"280" 329796.821608225 378367.272900625 254
"281" 332995.24459336 385677.037167265 94
