"" "" "ptsT"
"1" 333530.885902908 384808.106878147 518
"2" 328144.378748576 369761.76654412 424
"3" 333157.286418082 381983.366633315 39
"4" 332909.59143563 379319.103064317 268
"5" 332325.052023374 382423.78932195 499
"6" 326111.849933925 378493.385776812 722
"7" 332173.068620834 379465.52146296 153
"8" 329719.850105599 380719.808261544 159
"9" 330365.084560611 380797.820027981 516
"10" 330850.012587617 382187.187273594 450
"11" 327043.976437174 379983.679552671 302
"12" 331316.835354737 373973.690364317 334
"13" 328352.066876456 380540.445318864 474
"14" 332071.040982807 384774.278965141 424
"15" 332567.053627307 377642.227529169 262
"16" 336068.947657887 377755.833611364 27
"17" 332533.049930476 380767.336560856 307
"18" 330032.99102407 378244.966862429 322
"19" 326743.906591678 381916.722877733 412
"20" 328614.880552382 381337.648430702 191
"21" 336143.960530185 376612.123776167 276
"22" 330770.319785716 373763.109827039 308
"23" 332741.174505943 379047.025055673 134
"24" 330742.775835491 375763.386088474 95
"25" 329219.252468171 381474.174867564 189
"26" 327122.893718335 379625.580384166 532
"27" 330736.779341642 382741.528238649 255
"28" 328563.783035214 377574.820601362 588
"29" 335396.272440991 379485.72037924 213
"30" 330351.510231123 373414.678293284 274
"31" 329131.773077385 381629.001009378 721
"32" 334083.228505701 382399.960991389 510
"33" 326867.159694254 373956.766653979 461
"34" 330447.152618747 382338.881520452 310
"35" 337153.941688869 379707.690021578 380
"36" 328609.630179945 380818.863338111 294
"37" 327257.680336592 379988.519827911 182
"38" 324468.321105446 382078.73735235 288
"39" 336005.08364165 380491.227011784 547
"40" 333841.290320949 379909.355584982 606
"41" 329487.999667558 371071.070442095 324
"42" 332597.086317143 382957.264025179 88
"43" 331282.746893869 374838.225103909 532
"44" 335799.398941779 380108.958112853 504
"45" 326288.771065367 374528.767619894 465
"46" 335271.84646946 381916.86492396 136
"47" 329174.10737816 375734.742049377 362
"48" 331556.691854938 385481.289944894 488
"49" 331319.089045925 373431.408146989 330
"50" 333302.24541789 380453.316105475 32
"51" 336731.599210242 379372.631297223 159
"52" 330150.173867583 383365.471658312 690
"53" 333142.559374515 385035.682515343 333
"54" 332694.779086022 382230.439152005 330
"55" 335615.852136198 378789.962759766 678
"56" 334405.763276032 385952.797879871 54
"57" 327997.110373276 380697.802617722 72
"58" 329178.380109906 370499.790366145 201
"59" 332083.773356624 375424.721122181 561
"60" 330613.959827298 372810.51534256 691
"61" 333699.895687869 376970.30626231 506
"62" 324395.99674335 382357.623046197 427
"63" 328974.293149762 381946.505713373 134
"64" 333133.292704412 381642.70287943 228
"65" 333567.200257012 387272.786877242 628
"66" 335718.387804261 376738.85995034 80
"67" 328466.069693266 372793.819811628 169
"68" 330399.817487924 383546.892219962 691
"69" 331064.928142567 375885.44979806 688
"70" 331151.003396715 376442.014534697 401
"71" 331555.791529004 376385.190730109 155
"72" 328094.903338544 368847.496028012 321
