"" "" "ptsT"
"1" 323434.248294265 383068.249992675 544
"2" 335450.425835858 379125.704185531 308
"3" 330554.3067998 382415.389216489 641
"4" 334635.76740774 378624.727624708 595
"5" 329955.787645169 382145.866471273 609
"6" 326744.3781743 377032.13438533 555
"7" 328872.975284332 370987.732532067 26
"8" 332583.537568844 386093.637223456 336
"9" 331997.178478626 379232.996280757 365
"10" 326713.473650072 376693.287271475 663
"11" 331367.16648342 380675.925518942 716
"12" 333580.994365769 379902.998569411 351
"13" 331619.762714919 378870.392364466 72
"14" 330176.99204167 372839.093739354 710
"15" 336058.561922964 380526.037230939 652
"16" 333328.152141422 387209.694786815 363
"17" 333530.363412904 377036.595822961 385
"18" 329235.788881065 376506.354038944 461
"19" 334251.285914965 383534.511490657 530
"20" 331424.437906986 380354.471331868 43
"21" 330824.409101812 374023.381284364 135
"22" 331805.046453991 376039.071715544 139
"23" 336535.915956269 377716.310473228 351
"24" 330965.241948319 373266.267238669 461
"25" 333355.62309482 378735.581342268 293
"26" 330829.174057249 372760.747558272 197
"27" 327618.284162632 380838.575559255 87
"28" 331009.225297397 375393.659718547 244
"29" 328931.076637963 378463.039909149 73
"30" 328737.606160235 379969.913318482 420
"31" 327177.1903835 375335.21650027 291
"32" 327760.032634826 377696.121268326 359
"33" 329176.659941545 376273.911150953 351
"34" 329245.49176416 381677.722083158 563
"35" 337220.70939105 379186.667383605 200
"36" 326718.425507306 375247.091680657 692
"37" 331760.951845101 383637.248171784 559
"38" 330176.38214927 386186.815025652 86
"39" 328680.262674826 370354.174829903 244
"40" 331081.67744984 373466.244841159 269
"41" 334324.729610476 381831.671760781 432
"42" 334548.707801408 382914.179626707 120
"43" 330894.493324903 383181.607578886 487
"44" 335896.495108644 379774.751357493 380
"45" 335078.44394644 381510.248768103 35
"46" 335015.827835952 384842.45561689 301
"47" 335160.213560771 380681.805430089 90
"48" 334568.982025843 382904.688991102 250
"49" 329435.311084754 376833.123764408 77
"50" 327836.139453147 376775.903299396 500
"51" 334072.007336202 384554.115746447 411
"52" 330229.624739571 369868.914555204 715
"53" 330024.983404736 379941.337643377 695
"54" 334182.548583632 383944.030669353 427
"55" 332381.328565125 381552.395524722 56
"56" 327254.479226828 373919.306292167 441
"57" 330231.18752446 369901.832222007 542
"58" 334713.277366515 382551.762327087 515
"59" 333718.556580427 382950.859342069 216
"60" 332332.818868776 375989.012661409 243
"61" 328260.485546779 368878.985952363 370
"62" 326463.54188436 375336.71418878 443
"63" 330892.78890849 375622.631948492 645
"64" 328618.302335601 379262.437819322 574
"65" 330787.804830968 384386.200391613 403
"66" 328531.105578873 369283.353765465 637
"67" 330184.266289388 383698.773829834 444
"68" 332796.429561308 386773.627045832 444
"69" 327864.068929977 370289.660261636 18
"70" 330917.583139298 374049.663679801 255
"71" 331870.113262102 379950.542291625 4
"72" 336464.832917627 376943.628113677 322
"73" 331025.763372864 377487.711119098 276
"74" 335005.390731255 378017.279300815 172
"75" 329632.56256353 386328.855621609 349
"76" 330005.998024792 376590.414425472 67
"77" 326751.09278761 373344.047183376 541
"78" 326192.525269039 377742.613654501 591
"79" 327334.208163348 382131.4912045 396
"80" 329264.87691648 386201.126822109 478
"81" 332458.566490871 381444.538833284 178
"82" 327686.615268492 381429.878481915 266
"83" 327791.640968146 373667.392783178 633
"84" 331844.279243001 375712.156399848 709
"85" 335899.923514957 379346.476409995 542
"86" 335267.006769624 381881.367806898 534
"87" 333044.930793205 378560.773371245 651
"88" 326885.854698464 376011.474467401 360
"89" 329643.04676427 377286.785090791 672
"90" 330638.684838618 384667.407592034 695
"91" 336120.566811674 378417.420045409 178
"92" 329600.48253879 378933.280793031 33
"93" 332462.255431598 382417.794684252 508
"94" 327940.182874583 379793.414249228 48
