"" "" "ptsT"
"1" 329914.026116191 380764.938686113 293
"2" 328718.31899774 381035.145826533 308
"3" 335342.69439508 378172.324362036 338
"4" 331785.73911622 382074.767302422 559
"5" 327114.840403736 379863.915173929 633
"6" 333829.591142931 381945.555209418 395
"7" 332435.107626007 378044.400110432 447
"8" 328860.641265114 371766.393243874 356
"9" 333593.867300127 378278.69082838 63
"10" 330616.243733801 373725.189763521 414
"11" 329209.447171922 378128.625214987 169
"12" 328769.845843009 381867.700456261 58
"13" 331083.084496832 373886.667935868 450
"14" 330635.046475479 377170.229363989 728
"15" 330742.832308583 380515.542689971 413
"16" 330276.288578379 371800.828728064 107
"17" 333187.243153139 380520.067571103 707
"18" 330714.289903201 383050.855859234 19
"19" 327965.924347171 369185.257809299 220
"20" 330179.189637159 373530.53837166 433
"21" 327975.836932096 379783.871588701 340
"22" 328952.558257797 369760.551826317 222
"23" 335554.796515636 381462.810606293 270
"24" 326606.246261395 377514.04241108 680
"25" 328568.568856116 381033.871423751 672
"26" 334988.021192348 379467.142154815 638
"27" 335401.822794009 382585.117381324 70
"28" 327220.791554919 382430.201602548 221
"29" 326785.962321329 376339.878417188 207
"30" 328983.572688659 376852.675620438 672
"31" 332827.308762743 382550.708541975 27
"32" 332637.408778444 385086.677857191 551
"33" 327417.858185464 376571.973112265 102
"34" 327101.697306318 376996.343969446 433
"35" 326943.280969142 379823.675279755 721
"36" 330839.392140866 375365.392671317 537
"37" 332244.99589991 382068.838892481 461
"38" 330610.691218418 383085.704552967 297
"39" 327960.765766459 376301.77389111 114
"40" 326797.58164483 381800.583935763 52
"41" 331287.587950283 372991.278404118 405
"42" 334143.911941043 379937.673463882 709
"43" 331184.406493196 380903.089604636 551
"44" 333172.221021514 379768.875330003 232
"45" 331673.865974191 380710.115023257 14
"46" 334190.011256322 386101.734367876 644
"47" 330887.060643131 373109.778516021 529
"48" 330474.627193087 386696.524935674 622
"49" 330486.650742893 373681.184897989 402
