"" "" "ptsT"
"1" 328648.249544011 369944.424048463 656
"2" 333296.562354805 382227.83108156 373
"3" 328989.997341029 370706.103988322 142
"4" 330885.085482268 373094.543057091 551
"5" 330318.326594315 378725.560589644 539
"6" 334160.424822915 377820.205878665 353
"7" 332750.168650026 379935.41957496 652
"8" 330918.681913243 385226.627579522 97
"9" 328103.182735911 375848.497583117 696
"10" 331217.652474802 374356.37272306 456
"11" 327107.512440281 375941.14181367 13
"12" 331194.522908246 377604.927881061 182
"13" 328705.098133372 379000.35659099 174
"14" 327382.823754396 375958.411795205 123
"15" 333468.160535176 378251.498834761 602
"16" 336133.820913908 379284.664827155 540
"17" 331725.49118668 383680.960520587 27
"18" 332757.157567528 382934.435801238 703
"19" 333125.743911105 382389.242185957 505
"20" 332149.556060632 377994.152392772 335
"21" 328800.965801376 375706.198100492 659
"22" 327918.03712982 376604.645545535 454
"23" 332025.7151755 383298.686008453 580
"24" 326440.280121129 374269.756344639 384
"25" 334781.970464558 386459.561716106 156
"26" 330626.35397795 376647.791649025 609
"27" 331461.651696237 380764.369062151 525
"28" 330041.078453721 377516.616440306 215
"29" 330364.365125371 373535.566952896 451
"30" 326907.687961048 379061.428312488 410
"31" 329769.108418919 371915.205503998 532
"32" 330060.85889729 383384.936009147 124
"33" 329843.158137693 384349.323615266 648
"34" 336867.740322535 379525.81288213 576
"35" 327280.455802238 382532.73825967 411
"36" 331084.499557495 378077.83781194 566
"37" 335316.053837539 383573.960848238 398
"38" 331016.71765501 383572.317694631 727
"39" 327637.546995118 380207.873350934 723
"40" 331321.142565329 374948.522716568 220
"41" 327960.872004552 375164.050519606 607
"42" 331701.264195958 383916.345701497 17
"43" 330023.549266979 373767.869573366 621
"44" 334467.926612396 384232.355608497 423
"45" 330764.944407487 375387.773421041 140
"46" 326833.554722617 376779.807157319 136
"47" 332647.328969047 378963.180813234 30
"48" 329281.81127938 371240.287586422 378
"49" 328284.767045426 370246.769885153 68
"50" 331121.774113969 383597.192673133 679
"51" 328856.592059376 377751.972625623 663
"52" 331746.725531888 384651.48929315 280
"53" 330940.649772864 377921.300022922 479
"54" 332403.305743998 375346.260500571 200
"55" 328235.407539531 380359.754178711 333
"56" 329753.612994499 385608.447895896 319
"57" 330215.230013465 374060.407342429 200
"58" 329741.832846782 369519.072386754 665
"59" 327033.135531165 376067.091290217 548
"60" 329933.468863586 384949.712933494 385
"61" 329638.655847023 381151.547775691 397
"62" 334575.116751271 379021.56586603 356
"63" 329596.356371889 379687.665490012 710
