"" "" "ptsT"
"1" 333083.18494534 386670.445433412 219
"2" 330158.33748661 383989.480523637 451
"3" 328211.668794564 380147.373309189 146
"4" 330441.708456223 376934.212286523 136
"5" 326851.127279062 375603.70785062 600
"6" 330212.126227136 377523.479765943 196
"7" 333342.191903032 379795.397171475 36
"8" 334767.070282173 379511.015253075 439
"9" 330340.820915078 375495.836536251 440
"10" 327472.267616617 374228.019123953 611
"11" 324518.66084279 382578.167815251 532
"12" 329936.99112539 373874.094239284 321
"13" 327414.633150284 379140.594633554 676
"14" 333967.56281301 377660.047519737 404
"15" 331028.4808574 382930.216200616 125
"16" 327198.004441061 377541.874640616 474
"17" 326445.422127108 377936.937697382 278
"18" 326020.035854188 378370.540741473 583
"19" 329577.984610685 370912.855096252 619
"20" 332071.899781808 376314.499184412 101
"21" 330413.035210743 374649.095061942 716
"22" 332577.416110003 381840.376963518 15
"23" 333397.311147579 385939.484514116 134
"24" 328853.452723219 373668.691895674 525
"25" 327484.34736412 378471.91226111 43
"26" 333640.004664195 384757.398225307 398
"27" 333715.499645346 386758.897588597 97
"28" 327484.193577791 377423.37971735 36
"29" 333409.036012185 386979.399588259 548
"30" 328219.165932501 381950.274894634 179
"31" 326927.190982675 381547.028993774 725
"32" 330667.554301746 380277.914113612 500
"33" 330976.058786115 380618.441318277 176
"34" 331176.508049508 374262.474951536 197
"35" 332278.087826591 380226.371801727 720
"36" 332726.484402783 386378.446362062 50
"37" 331459.433296482 377523.638128894 675
"38" 330084.8750982 376951.286538868 390
"39" 327643.066286234 376320.95088704 723
"40" 335323.609345738 378487.281417968 485
"41" 329961.735880193 379870.537261418 427
"42" 327426.089330807 378170.181387514 200
"43" 332448.605871518 379864.0222583 348
"44" 329441.627632461 381657.906728337 697
"45" 326662.267212254 376031.197512731 420
"46" 329446.663971537 381492.931038585 432
"47" 336461.326900761 379671.165522912 245
"48" 328576.557000563 369918.874587245 436
"49" 327777.35635267 374811.054159804 654
"50" 328621.135306081 377343.269345725 218
"51" 326524.044823403 382514.734405403 522
"52" 329381.438103782 374735.515000586 99
"53" 330502.300072641 382829.581655274 678
"54" 331334.811250102 378178.429386778 247
"55" 333135.035251212 382999.356321211 411
"56" 333047.643585816 384324.511570786 199
"57" 329407.735586436 373538.154125778 23
"58" 326797.15468309 382864.962606731 232
"59" 328519.1484096 375690.553123505 583
"60" 330882.365760568 374750.215784003 516
"61" 330234.83333008 386195.579095521 597
"62" 334144.847276215 386562.236719031 350
"63" 334023.872065637 380099.376785577 514
"64" 328869.780036073 375132.110202708 55
"65" 330884.007770985 381575.241964761 725
"66" 326399.83801575 382835.204668508 83
"67" 325675.103556139 378572.152621914 408
