"" "" "ptsT"
"1" 329311.145351842 371038.223007372 214
"2" 336682.547606801 379774.702715688 235
"3" 334013.840887217 384224.290458443 109
"4" 329131.523480595 374628.989938897 632
"5" 328136.099902 373922.398309245 435
"6" 330017.548720396 381031.996457351 225
"7" 331165.801203345 386364.157156962 662
"8" 334317.732903699 379817.159574988 680
"9" 329691.913597681 369899.108942347 80
"10" 325750.07266774 378356.924463837 303
"11" 329302.414666126 378213.434423424 195
"12" 332673.154804479 379102.080500037 613
"13" 326113.549665214 378227.40414518 383
"14" 330748.65219567 377054.257624872 639
"15" 328233.217797916 368904.419605505 625
"16" 331420.152309847 377444.028588204 279
"17" 335837.079774726 377959.51937834 430
"18" 328551.679596891 373026.669335099 478
"19" 332527.624692048 375953.814152475 38
"20" 335197.876669803 381842.762668872 36
"21" 331295.793725233 384371.342559163 413
"22" 330244.112576581 369988.841189493 105
"23" 331596.237357323 378800.31654608 259
"24" 328635.989035012 381314.976482637 255
"25" 324128.513970046 382194.692350176 308
"26" 329661.150813775 375530.229881192 389
"27" 331581.345460605 377971.044643808 714
"28" 330111.377842355 381804.008307226 446
"29" 327414.774625411 379354.331842541 335
"30" 332555.71407851 382701.474920926 66
"31" 329499.852754303 371229.093991566 402
"32" 334682.525340036 377720.139643367 26
"33" 332362.018181004 383836.074196072 691
"34" 329144.532994159 382166.842565972 16
"35" 331263.466045072 385817.322247224 718
"36" 329385.49914133 377599.749615886 8
"37" 332793.771242622 376337.248465975 245
"38" 325534.313375547 378398.883124509 451
"39" 330043.545824676 376461.372172097 207
"40" 325578.17570017 378423.858921688 51
"41" 328961.746249765 370977.789948664 107
"42" 327129.034791461 379904.878626128 20
"43" 331280.028688545 380806.24337282 499
"44" 328238.973490634 377996.660073574 157
"45" 329554.557841305 375533.085187332 709
"46" 337016.752509417 378482.866132847 655
"47" 330187.515545779 369673.058018376 102
"48" 328278.90169427 370665.187792504 186
"49" 336273.064367552 378906.143005261 32
"50" 332994.152755304 385895.895696012 245
"51" 327497.921697009 375466.040552485 410
"52" 328432.70362559 375906.914076109 378
"53" 331978.02078945 380128.079124228 65
"54" 331550.725994597 384168.118370919 107
"55" 334518.016548953 382692.657798239 422
"56" 328798.026399006 374452.417585159 570
"57" 330527.077035126 383007.030401698 149
"58" 328836.834439641 383009.692749498 449
"59" 333739.087456539 381021.909106033 448
"60" 330407.173647126 373599.626753356 520
"61" 335330.969051082 377165.651416632 545
"62" 333642.084033384 387340.434149375 669
"63" 327138.615677716 377158.39716891 678
"64" 334545.237956561 379297.899594652 322
"65" 325470.37843305 377652.378109471 238
"66" 334569.223489963 382284.336216181 216
"67" 333789.982377762 381445.970687319 173
"68" 332215.836373844 379463.143024381 48
"69" 336261.491460105 379190.414380198 155
"70" 326797.958916368 377701.807461384 387
"71" 329374.124447298 379624.078181854 622
"72" 336290.622647627 379003.465210816 185
"73" 327875.485344739 375520.940963386 675
"74" 331089.375806744 376654.02365462 12
"75" 334972.971748961 383142.132005499 600
"76" 336701.593441173 378547.910724282 355
"77" 335731.611283187 378437.686172651 317
"78" 329464.576230124 372927.037340981 302
"79" 330965.898559368 375870.624049358 712
"80" 333795.23455217 381833.895344661 276
"81" 329673.154310704 382836.739325505 80
"82" 330020.351723757 371949.763625066 585
"83" 326669.062465468 378877.172828313 467
"84" 331038.325205421 381758.711108838 87
"85" 330599.277873807 376004.899542442 391
"86" 330254.854234785 378124.833835652 63
"87" 329563.289999197 381339.771155682 705
"88" 328430.441624936 378923.546009887 238
"89" 329136.765655764 386456.31563983 58
"90" 332467.802466268 378321.977972546 300
"91" 333780.254851863 382516.323625777 363
"92" 333262.926498064 386939.22416995 587
"93" 333468.695846374 383170.878847559 603
"94" 326789.212760901 380247.830082229 522
"95" 334757.322621798 384880.134536112 374
"96" 330092.618912372 383798.363733864 6
"97" 326938.266236719 380152.921348615 50
"98" 328462.09505853 376557.583155524 519
"99" 332570.743520018 380734.623114553 502
"100" 332482.177683488 386142.922030909 714
"101" 329859.503062264 380704.535418499 405
"102" 328716.283117252 374113.913596247 332
"103" 326002.91591547 378414.538630722 577
"104" 328850.546970109 380305.09942591 346
"105" 328301.340861119 373355.581534546 164
"106" 328027.259150847 377380.940175855 416
"107" 335693.608907207 376880.934055692 514
"108" 329151.809074447 377856.002712192 88
"109" 331115.683319236 379620.522418524 349
"110" 332540.402098142 383955.605836915 171
"111" 331840.051570731 384051.160652043 79
"112" 331759.81360799 379521.257347365 482
"113" 335490.632104026 384015.960511883 594
"114" 332305.795514786 375488.557341951 207
"115" 327847.931548272 380226.548170727 430
"116" 333794.017062333 379178.73557395 588
"117" 326605.049436426 374762.440527924 595
"118" 331616.742128654 379520.062821006 499
"119" 327327.238666333 372861.903581841 487
"120" 335082.798739268 383927.655694352 317
"121" 329364.023930392 373600.066375345 574
"122" 326919.043295792 382455.992865022 267
"123" 328978.911241159 373859.306022177 396
"124" 326356.139129901 383194.903108419 53
"125" 330553.694751834 380790.455116131 437
"126" 327389.911035718 378411.763419991 532
"127" 329411.783211199 382363.93339531 270
"128" 329024.516020784 371476.742243494 468
"129" 335983.714243812 377723.055036706 555
"130" 331017.524183251 382940.648777359 211
"131" 327204.997870291 381441.323053112 516
