"" "" "ptsT"
"1" 328092.570319831 379107.793530106 327
"2" 329712.687019095 380916.589077584 242
"3" 327384.867719953 369847.755423591 586
"4" 328245.61179897 373185.153421999 252
"5" 330094.266760495 381389.960582726 650
"6" 330767.009636303 375417.651167193 68
"7" 336095.517720961 379911.916626971 724
"8" 329365.701568836 368901.976047509 603
"9" 323656.256458251 382227.694080959 17
"10" 328491.106414977 376771.781272876 718
"11" 330298.742521391 379492.407125828 477
"12" 332075.386949377 377230.45763015 398
"13" 329695.039283058 371719.00145803 180
"14" 335006.234012905 383038.049826971 122
"15" 332123.694814769 376271.121053612 686
"16" 327318.907164803 379920.564674246 74
"17" 327203.862876728 378129.924778864 544
"18" 331196.415528636 378881.699009956 179
"19" 327190.540877585 374327.924743867 343
"20" 330262.515576483 386120.734677499 468
"21" 334279.480988728 384036.373511992 600
"22" 332506.365714236 378535.509678398 502
"23" 329014.664519278 380752.468775695 520
"24" 333857.027695682 382980.010272216 443
"25" 327417.467157747 374215.374247836 570
"26" 334535.022419504 386610.663854904 69
"27" 327928.024758339 378021.710857969 502
"28" 330218.800075101 371820.98895078 96
"29" 335042.777003134 384156.868210523 108
"30" 324000.850709932 382651.484422954 428
"31" 328377.762616379 374982.603398028 667
"32" 329619.059918489 374931.063789955 660
"33" 334857.939690489 378258.535311638 366
"34" 329751.925040621 382947.973382296 403
"35" 330421.463019125 385591.598100187 53
"36" 332914.733475608 378157.408833362 292
"37" 329549.434433027 382174.023462174 488
"38" 334830.70717866 379317.724785986 237
"39" 336904.077252276 378473.702144572 525
"40" 334162.05571551 381762.485688785 709
"41" 328879.944040158 369609.704096137 165
"42" 330730.077246931 375006.618872616 583
"43" 333503.91904241 379264.961977737 346
"44" 329024.775752811 380206.081295484 605
"45" 329262.036323323 373074.677415833 547
"46" 331298.723917151 377787.15860317 492
"47" 328351.970831399 371062.601762593 444
"48" 328221.206379115 370053.791156439 56
"49" 332937.36410018 382757.497413894 545
"50" 336856.205946669 380187.70537431 251
"51" 331004.399040945 378786.972960197 437
"52" 332368.521742705 375950.083450261 689
"53" 330765.486042584 376424.138054565 321
"54" 328942.531829101 378831.600717026 108
"55" 337065.462540747 378539.055354943 148
"56" 328961.839819662 372577.357119709 105
"57" 329899.627133353 372556.630276274 504
"58" 335166.773017574 378463.443979359 161
"59" 327620.883393668 370479.881946555 711
"60" 332484.602011134 385626.971306674 90
"61" 326818.786376514 375423.574763901 702
"62" 328832.593034991 380961.55556175 433
"63" 332977.492339602 377682.171818459 450
"64" 331259.774547587 382898.538712141 180
"65" 335657.869453267 379714.585270074 30
"66" 330133.32374853 377497.101137136 250
"67" 327067.632519269 374251.50790039 683
"68" 326751.419631158 372798.153017054 332
"69" 332458.741016867 386059.873741626 189
"70" 327389.702234873 381606.17679423 636
"71" 335134.518429439 381771.430636987 667
"72" 326496.89528724 377588.341342809 246
"73" 328139.739570718 373702.150615412 697
"74" 331229.939108981 383966.232082587 139
"75" 329539.791824164 369214.879113388 254
"76" 330365.972633142 378369.926328079 378
"77" 330801.056417242 379221.14728629 297
"78" 331812.271150905 376647.905740962 412
"79" 331778.10779604 377617.291373005 169
"80" 331226.39607691 381036.121643533 324
"81" 332115.603668977 385610.053665389 36
"82" 329375.808256642 381484.223069469 172
"83" 333965.025994772 381779.643075535 139
"84" 331348.5903311 380547.267287346 78
"85" 328090.608581952 373309.158079941 355
"86" 332859.437590299 385055.012033096 373
"87" 326414.111214209 382860.389772037 403
"88" 327548.391009671 378594.374476862 351
"89" 333714.072123883 383588.586461207 232
"90" 335367.650422488 382072.248998542 350
"91" 333403.377350508 377288.163163543 109
"92" 329471.201734266 373592.189531288 555
"93" 330505.042543375 372543.072923868 261
"94" 335514.593117022 377117.186324598 414
"95" 337175.127690254 379285.802564519 415
"96" 330834.776381831 377168.897041528 665
"97" 336952.361627445 378152.211873896 435
"98" 329631.804484511 382587.688210667 533
"99" 328329.093360593 369378.532585339 430
"100" 333536.652699848 382737.418761394 368
"101" 328952.911450922 375593.048082146 676
"102" 334064.697191861 378830.146334202 471
"103" 333215.918292389 383064.040152591 316
"104" 332582.952723841 383073.742154805 640
"105" 334332.44784686 382849.269403566 511
"106" 324499.584898501 382467.11626355 584
"107" 332535.146734585 384756.517359041 611
"108" 329686.456868959 371559.309356993 79
"109" 331325.911583701 380573.699630399 685
"110" 330622.609750712 386155.851982685 377
"111" 329424.471304127 371250.322032403 473
"112" 329959.352895883 373457.56463416 398
"113" 331126.801946383 384174.393878842 614
"114" 329862.387603115 380622.136191627 288
"115" 332625.459721441 378369.098215201 365
"116" 334195.917379623 383136.9716123 515
"117" 327954.583142601 376853.584682326 68
"118" 328191.913666988 374037.530061055 219
"119" 331389.761840359 374037.89715831 467
"120" 334830.645333653 378139.781005633 331
"121" 333295.261552706 382305.951407175 265
"122" 331244.60006441 375470.435999222 259
"123" 331644.378910988 384275.998672671 549
"124" 329777.327943248 385449.016227839 240
"125" 328676.533845941 376965.398056581 566
"126" 332689.126554446 381044.736784743 242
"127" 334945.703082112 384835.014153636 428
"128" 332696.576140747 378622.657384968 185
"129" 326224.901942413 382593.235293703 111
"130" 335442.344672306 382323.186350878 438
"131" 329290.566818697 370938.116988047 711
"132" 330401.727002643 381678.074490444 53
"133" 325696.259158612 378010.992856977 624
"134" 332322.436122406 382851.345234163 380
"135" 331524.24075676 383205.339050402 563
"136" 327498.392028452 379637.792779933 671
"137" 329980.623443709 376382.731275484 517
"138" 334837.517969624 384620.272574498 490
"139" 329772.869333089 377647.437489279 468
"140" 333625.826541808 379077.719960913 178
"141" 331149.294998966 374240.567896305 142
"142" 330452.71378699 380164.236820601 405
"143" 327116.189736655 374044.679579627 48
"144" 334158.821231882 379435.230940768 431
"145" 326728.137648452 376688.48528311 395
"146" 329522.667394119 377359.631083219 198
"147" 328633.459564056 381974.533310101 285
"148" 330518.458445609 374894.630228762 331
"149" 334334.432197776 385355.633043174 649
"150" 330079.111619607 369537.220821234 220
"151" 333716.915773592 381288.851234553 64
"152" 326936.504983418 378478.136874795 667
"153" 331138.511331037 385077.907253482 476
"154" 330547.326973751 379986.51812199 224
"155" 332827.989234609 385474.561899251 238
"156" 328924.632979899 376913.444461339 214
"157" 333487.169735137 376881.473624882 680
"158" 334548.446865801 382020.339656438 35
"159" 331007.204155673 379353.104521845 566
"160" 334603.984606224 382448.063356959 418
"161" 331734.424614539 380507.520572988 544
"162" 327001.918038565 381092.161525813 621
