"" "" "ptsT"
"1" 330436.797541131 379391.389345272 616
"2" 330880.28263104 375892.760075027 145
"3" 334280.517628672 383145.240960509 668
"4" 326561.227390956 375633.264964867 217
"5" 335990.078091558 377721.646439925 541
"6" 328477.526240983 376511.291803374 162
"7" 335008.263882289 382153.920099958 67
"8" 330078.596905277 376515.240763566 556
"9" 328050.103917579 377428.467634974 594
"10" 328240.57379392 375499.217651188 489
"11" 328398.594965646 375152.799420697 74
"12" 328370.104725625 373459.746892169 590
"13" 334279.886578411 383234.586526755 83
"14" 328142.689618317 382314.298441941 51
"15" 334400.740788333 378781.890955206 690
"16" 327798.55381867 368851.862546193 401
"17" 329547.547092753 374666.845598055 576
"18" 332016.701481731 378220.960008757 186
"19" 329652.551896342 371729.058146777 398
"20" 328236.067808922 380869.562632633 412
"21" 328178.221600792 369808.68001888 213
"22" 336139.877413392 379105.357936066 259
"23" 331566.253273105 381882.419420023 38
"24" 332506.585374507 382380.882740469 144
"25" 330928.02305235 376803.355413157 440
"26" 329605.350883165 383555.258686424 154
"27" 326428.03332071 381593.031846927 34
"28" 332893.271565257 385296.986422244 604
"29" 335760.199815629 377415.941686373 394
"30" 335526.920207151 378234.5694129 511
"31" 334805.187130914 382610.871232869 191
"32" 326303.165944471 382711.5265417 440
"33" 334732.818042536 383298.114909684 45
"34" 328773.93282214 383126.303669822 670
"35" 329813.490935184 381262.620801471 710
"36" 331349.85934711 378553.024728108 157
"37" 328883.377376392 373744.582358308 104
"38" 333591.462481368 378646.75690119 625
"39" 331275.910283719 373017.095229907 35
"40" 333257.078568228 379155.342575032 453
"41" 330518.392585267 378995.182625101 104
"42" 336604.524722068 380184.978867952 408
"43" 326960.832592124 382586.101658352 346
"44" 334466.881088395 385592.781485052 402
"45" 331465.948023604 380824.915953588 446
"46" 330620.822664627 381836.268795712 315
"47" 329383.881416723 376045.281835903 240
"48" 329826.192423897 383805.363090304 591
"49" 333811.840646945 386562.05728422 309
"50" 332687.483700843 379364.847026333 517
"51" 329440.753540505 369996.850819779 400
"52" 331611.845877526 385963.798967767 524
"53" 333286.511966694 376648.71666117 629
"54" 326993.524834827 376172.422267989 551
"55" 336485.884196176 378869.232643544 256
"56" 329059.439358638 379021.594991227 612
"57" 333361.832850242 387035.472068235 565
"58" 329967.903326695 375271.434043907 599
"59" 331089.743742032 384727.072696568 544
"60" 331775.420492819 379077.275056434 665
"61" 327515.559488206 372984.754480654 690
"62" 328939.710472835 377402.035037182 696
"63" 333108.67049724 386774.317720137 714
"64" 327815.497286624 380557.399343182 595
"65" 330449.11530521 386623.438746401 514
"66" 335552.295478423 380648.095184309 201
"67" 333479.962979735 377581.709753991 379
"68" 333345.901022434 377663.100333773 573
"69" 327884.902068032 378841.512128378 41
"70" 331486.000296205 380964.231352636 591
"71" 327574.1609976 372944.97452058 662
"72" 332517.99486358 382373.842826846 363
"73" 330092.790711612 373685.438955458 664
"74" 332318.397181103 379136.374621774 730
"75" 329102.303799295 379483.645558661 597
"76" 331678.66443949 374985.287340573 140
"77" 333528.830496535 385400.76921502 356
"78" 328619.010741419 376087.469029039 461
"79" 327371.549647747 374125.410724191 281
"80" 327571.147401623 380604.10508919 93
