"" "" "ptsT"
"1" 327165.239915519 376680.465043154 666
"2" 334656.325466414 382945.050717714 463
"3" 327656.288864175 373262.773721119 562
"4" 331792.460056829 384473.25696407 641
"5" 330427.931347193 385163.749496949 103
"6" 330475.520810928 380736.373522358 117
"7" 330499.262796043 378091.861887025 410
"8" 327169.268765784 377664.064035013 676
"9" 326986.794860564 377791.465615137 263
"10" 334055.597431876 378241.46268158 163
"11" 331928.347060605 379825.311318538 610
"12" 332787.470300665 385578.357925065 104
"13" 330009.931979181 373544.312529583 108
"14" 328433.505101512 379652.67466514 234
"15" 336113.039448223 377828.853067871 242
"16" 329776.851631302 375992.667446833 358
"17" 329282.358092594 377953.201351295 282
"18" 330615.895562395 382219.816977694 591
"19" 327542.409900575 381605.761073047 347
"20" 330261.473445628 382738.407360052 451
"21" 336353.622197154 377141.293603665 61
"22" 333324.930363389 380752.521949179 269
"23" 332583.068192785 376348.754411475 291
"24" 326499.141600546 378271.16713795 553
"25" 334680.902678709 379353.981978179 426
"26" 334079.859394436 384781.628042931 227
"27" 325796.274243176 382178.247272699 126
"28" 331227.813014343 379818.731866369 195
"29" 331087.926634429 374629.273352046 264
"30" 332583.655475549 377111.253673471 199
"31" 328134.382327798 376316.575801573 292
"32" 330359.691931059 385157.185190598 324
"33" 326358.540732313 382977.683648511 337
"34" 333706.968050231 384005.102507048 42
"35" 330283.761617503 383905.302152576 360
"36" 336038.038254738 378078.209548132 94
"37" 330031.096805706 372807.57858687 621
"38" 330574.612058936 383569.522502504 271
"39" 329318.248201514 371200.139979393 601
"40" 329562.401352076 373902.567017575 256
"41" 329372.056651523 373794.531351644 627
"42" 333622.445428736 381251.994864167 648
"43" 326874.253245075 379192.651089857 381
"44" 331992.944009865 383657.019858919 20
"45" 326078.861164987 378703.446185534 510
"46" 328381.085267391 370018.460455668 452
"47" 333009.344323207 379796.211304974 595
"48" 325573.082616006 377631.952332173 429
"49" 332116.31231959 385538.920736873 7
"50" 329558.224872783 378056.951595534 56
"51" 334591.692202338 379172.885838241 442
"52" 328792.631447292 369356.504421666 237
"53" 327520.000619246 376181.734505617 713
"54" 330917.464817799 378538.274552075 450
"55" 329562.707462757 382373.692870293 63
"56" 326527.844071957 378222.134683325 13
"57" 333021.034776965 380351.878478746 331
"58" 331138.591695546 380890.944652224 689
"59" 326450.813685676 381790.156793459 491
"60" 330434.899123835 374023.595721252 187
"61" 334281.393712995 384208.87843834 421
"62" 333670.70149936 384952.400978682 18
"63" 328581.538573319 377508.740588392 582
"64" 328528.702732082 377167.372748399 467
"65" 331240.778879408 376966.07307559 365
"66" 330283.927762633 377604.902447349 141
"67" 328469.300613752 382068.511020615 563
"68" 325495.821104839 377590.18000215 38
"69" 326142.634168086 375028.317778998 278
"70" 337188.527551546 379092.971919801 702
"71" 335578.634736205 376967.005144461 302
"72" 328233.511182602 378090.614486612 590
"73" 333561.638854172 383582.647387967 578
"74" 326772.11977355 382660.058569009 360
"75" 331268.702868727 372931.798392289 498
"76" 330977.641674881 374180.581002365 239
"77" 325465.520594506 382115.451046364 76
"78" 335118.46711395 383457.628728941 57
"79" 328787.64833096 381633.874633126 579
"80" 334669.541693257 384517.12619655 690
"81" 329903.866079841 386777.43801775 259
"82" 336369.653435965 377922.112118506 362
"83" 333618.248893165 387218.731780829 521
"84" 330716.796325928 384940.236277269 119
