"" "" "ptsT"
"1" 332132.450133089 376507.117144132 270
"2" 327949.626913037 374183.143157163 675
"3" 333058.421239242 383135.560369806 242
"4" 326588.266524093 378076.422891368 509
"5" 331921.171010109 375944.341357561 387
"6" 331217.932524902 380270.748676066 226
"7" 327503.689551331 376741.681385087 157
"8" 327987.127854874 382225.145226236 310
"9" 335680.976212989 378544.084874693 656
"10" 334947.687259631 380284.141971873 4
"11" 334353.729461508 383514.78138413 356
"12" 327369.657105556 374200.508241381 385
"13" 328676.418468795 377968.484330283 350
"14" 328366.986792124 374478.208432005 630
"15" 330109.025610551 375180.548176176 424
"16" 326767.190617751 377207.199772683 353
"17" 328831.731913828 373080.495478951 208
"18" 331037.903683594 379924.132705286 606
"19" 327146.91830351 382251.335307715 419
"20" 335425.246768634 381397.394555751 127
"21" 335166.491491898 382863.087171075 497
"22" 329167.254978664 379346.147934798 180
"23" 328106.70722128 378659.479727542 234
"24" 332772.777453749 377643.04894285 50
"25" 334922.102568724 385352.382158134 276
"26" 330047.394913029 370535.580339587 570
"27" 336076.004159504 377114.34594082 522
"28" 330872.954422789 383046.852286504 288
"29" 328665.302072012 373581.591896865 636
"30" 336682.934245188 379348.192369891 612
"31" 332665.113705883 386806.917887881 371
"32" 328241.368058558 369631.614538955 515
"33" 336375.182478125 379739.071422504 717
"34" 329668.348654521 370755.755441649 418
"35" 327717.739116396 378099.837091748 159
"36" 330883.181910654 384389.072443513 219
"37" 334453.265874563 385440.982468822 61
"38" 328073.717143363 370214.226908624 547
"39" 333670.559442842 382302.743510515 130
"40" 335435.248598725 379105.870753156 168
"41" 334334.667467195 386752.968745153 159
"42" 330835.952178139 376178.604487687 149
"43" 332578.73627479 382007.984025661 179
"44" 332850.908619942 385250.965147415 344
"45" 332576.249020956 379215.271486725 565
"46" 336498.858608704 379110.29929813 614
"47" 333802.079947779 385875.809499652 325
"48" 335562.028342236 381894.64760069 479
"49" 329220.306362837 374690.6058283 477
"50" 335210.440198933 384363.08504963 694
"51" 333245.844720333 385894.930175844 129
"52" 332850.683563958 381461.512883689 473
"53" 331023.173709275 386372.201194934 150
"54" 326250.195050604 381662.659940824 204
"55" 329435.809472546 374952.252748416 715
"56" 329970.033531867 381670.764955349 369
"57" 334057.169760411 378436.928269508 495
"58" 329578.175514218 378676.680571928 587
"59" 328297.266009593 369559.749163352 519
"60" 333631.465120008 378670.594312984 571
"61" 335154.637765963 380818.572086141 526
"62" 332633.02765304 385736.915224943 12
"63" 330869.93902484 375164.693933061 237
"64" 332737.01484278 382863.194362704 420
"65" 328944.806739348 379445.616252192 662
"66" 331018.899202757 379058.95891856 561
"67" 330915.448259201 375066.264192395 232
"68" 326954.230806001 374002.515237056 495
"69" 333819.810652683 379442.598842454 699
"70" 330875.32242694 373086.17095508 38
"71" 329257.601352984 382586.280659658 477
"72" 332067.623714716 383580.044470407 554
"73" 334230.437171161 385108.022742938 710
"74" 327955.6287244 373646.417117513 372
"75" 329778.88869157 383831.362063654 284
"76" 329481.258922267 375108.428955063 671
"77" 328530.190075584 381395.520277594 591
"78" 327176.55184656 374079.382441796 381
"79" 330267.217745129 375460.083455321 570
"80" 335918.209526138 380275.807526592 649
"81" 333356.593469829 377387.256124765 37
"82" 328949.447987773 370446.747514457 625
"83" 328110.91435788 378172.555710041 186
"84" 329149.934793363 373251.11317119 101
"85" 335288.172626333 377666.779516074 622
"86" 326133.368749162 378676.704280563 153
"87" 331568.191418763 378902.108649294 483
"88" 332299.57979926 378465.405628638 450
"89" 328169.208478214 371623.883507449 259
"90" 333965.66400812 384803.130344178 261
"91" 330231.024160485 370821.362162346 38
"92" 331966.515506916 384024.244219346 587
"93" 335011.921397321 382680.30614497 528
"94" 336260.953248753 376724.944465717 398
"95" 327101.441705225 376782.339833861 500
"96" 330066.253770806 378614.313791417 38
"97" 331788.66922994 381592.192440605 353
"98" 332168.465750992 383418.891698508 558
"99" 330172.58827263 382954.150784292 495
"100" 328374.204301553 373628.07824974 512
"101" 328666.484902807 371674.679410745 661
"102" 336165.391963426 376353.157621057 6
"103" 335117.005103442 383464.947760897 494
"104" 332783.589195026 385940.875551759 694
"105" 337127.962923894 378749.711835826 470
"106" 330988.024455251 383345.997301137 142
"107" 331173.703305374 376841.418796598 669
"108" 333445.560734508 377610.3202971 663
"109" 335565.690243196 381157.586724625 108
"110" 330796.519489341 374185.494066017 647
"111" 329231.465170538 377682.619998796 161
"112" 328761.861924694 371487.512895083 707
"113" 328880.893859097 369265.712347169 397
"114" 329452.663396139 369057.086795725 510
"115" 329860.975660202 375216.587400882 696
"116" 329051.009384491 378586.978477875 458
"117" 331654.021978843 381545.40679136 211
"118" 330395.196061181 381802.50984109 254
"119" 329410.595923076 383615.458243016 93
"120" 332994.700214507 386059.850953628 298
"121" 327754.70939816 377109.520011426 368
"122" 332000.126459058 385921.663084495 185
"123" 333166.403881583 384214.339571432 303
"124" 330995.743099628 375493.32351486 579
"125" 329664.398727188 381086.892810299 632
"126" 333067.181606481 381265.818159967 76
"127" 328593.115261506 371776.634582884 99
"128" 327995.536606563 372523.271351786 400
"129" 331920.570025566 385706.357275612 429
"130" 333836.460276958 384452.303581394 212
"131" 323840.937468608 382314.100223457 38
"132" 333544.897798566 380864.535660277 294
"133" 326396.271201062 381552.979865467 235
"134" 331967.477385461 377192.940027963 515
"135" 332695.556418932 382032.935685171 681
"136" 324364.614118804 382397.684926738 677
"137" 332915.998486482 379155.402000802 180
"138" 329832.927872072 378280.075971265 622
"139" 332005.996811533 376264.887233558 693
"140" 333615.759830559 383782.776301151 328
"141" 333973.774333004 378813.842114168 553
"142" 333557.464455646 387216.823019011 247
"143" 330151.370512355 374682.71828966 689
"144" 329271.796628095 381516.02128651 223
"145" 335214.173736742 384578.909856384 436
"146" 332582.866742622 379359.374313774 292
"147" 328567.071594974 373929.027064647 520
"148" 326628.418216338 382146.863958993 107
"149" 328879.223486336 372690.961168459 213
"150" 331253.321546473 376319.244759188 157
"151" 332236.381645324 383677.609996716 659
"152" 325904.43287009 378299.936088702 64
"153" 325655.593697223 377730.03611895 491
"154" 328783.963636765 379461.228752149 339
"155" 327817.470849513 377577.510943673 537
"156" 330484.516182391 374842.971787025 646
"157" 327043.451536608 376454.937724707 409
"158" 331609.427373987 382541.869677063 452
"159" 328673.753272019 378899.760739212 482
"160" 324390.539678033 382641.634126696 660
"161" 333850.403680716 378272.634624208 567
"162" 331232.455201153 374461.786522399 144
"163" 327477.720860395 378842.651032181 441
"164" 334706.02907738 378247.433919012 88
"165" 335467.756105396 382274.513825053 394
"166" 327420.300485222 381339.905032374 15
"167" 332962.136782135 382956.698289344 67
"168" 327499.403838594 380770.942248626 94
