"" "" "ptsT"
"1" 328275.786640522 378979.460462095 11
"2" 332221.01216168 380871.188620384 340
"3" 328228.908169963 370854.505081287 675
"4" 330429.148187641 385245.341745369 560
"5" 335057.716873082 382699.589858804 167
"6" 333874.934442957 377541.013420563 452
"7" 335414.026377722 380590.447731485 537
"8" 335732.47865345 379784.414996857 327
"9" 327811.459103509 377091.418417699 195
"10" 332464.028176713 384336.543396589 20
"11" 327522.393606196 380790.248102435 18
"12" 327318.770962992 379914.00848827 193
"13" 334662.18582985 384341.894138167 705
"14" 333300.352936898 378185.540944721 686
"15" 330471.019327458 386658.567845571 118
"16" 331945.641307722 385387.000639016 307
"17" 327536.539439301 379863.868015869 694
"18" 331497.944515086 379234.939834605 249
"19" 328377.242995928 370356.188414722 718
"20" 326732.919379219 377388.194749822 430
"21" 335558.866372642 380928.50173007 560
"22" 334862.366976952 385676.525699846 298
"23" 332088.409457532 377409.676859625 444
"24" 328773.277635667 377989.128629237 320
"25" 330911.642424953 375076.449104408 26
"26" 327040.151410234 377714.617189601 683
"27" 326607.518840548 381691.483195746 297
"28" 333404.000121901 379975.239412913 714
"29" 329888.827934473 369248.977662354 145
"30" 329231.97539014 381933.614919949 318
"31" 325788.55115507 378539.341038401 686
"32" 328279.437637858 372295.205202833 421
"33" 333354.114093667 378642.153752515 215
"34" 329665.968390167 383876.617444568 310
"35" 334882.952683982 383414.41199562 360
"36" 330059.495692594 371186.629132557 685
"37" 332323.976022263 383239.675172845 193
"38" 336740.715164168 379658.358096286 222
"39" 334973.101681273 379536.351779026 422
"40" 329671.414623257 372302.475628737 281
"41" 327543.855098354 376105.93757254 128
"42" 332883.952066802 376306.545927493 432
"43" 326626.041572925 372862.328947366 85
"44" 331242.771315394 380098.241533039 470
"45" 329179.6998701 377978.626110906 313
"46" 331115.672126616 374924.176894227 226
"47" 335352.413995706 378749.725645379 430
"48" 331469.666958649 376018.600098574 208
"49" 329262.329510812 374996.938688602 93
"50" 329516.892270713 378052.625857992 167
"51" 335481.889746298 381740.770058989 401
"52" 332169.84878077 382014.549569955 566
"53" 331112.898604181 379287.126686162 126
"54" 329106.202288855 369500.85675025 563
"55" 328919.564885333 375494.579786458 640
"56" 336320.471533017 376783.763938456 203
"57" 331358.023666526 379658.013907696 134
"58" 329296.064350163 371739.069693032 541
"59" 330140.426836198 381886.129662646 602
"60" 331351.784991169 380653.894946418 29
"61" 334118.209268632 382477.105102253 592
"62" 328546.522678752 379673.072577529 309
"63" 331394.54148356 377456.513099208 256
"64" 332064.937462078 378754.586402556 246
"65" 332886.3046896 377992.332543919 353
"66" 327253.442631084 380358.713671328 594
"67" 329804.99972122 369758.83240286 674
"68" 330052.186442439 386216.870517292 571
"69" 332885.520359603 385672.91315646 108
"70" 328940.000654772 373603.724820971 97
"71" 330451.34149764 377492.761652608 692
"72" 332088.615783217 377117.028265546 256
"73" 329756.999095291 371310.610908649 97
"74" 331952.95225445 383661.790608198 676
"75" 335007.578497502 382232.068652478 475
"76" 330042.707340349 384040.831821245 13
"77" 325650.086737708 377574.223854365 581
"78" 330075.210219694 374349.042884794 29
"79" 328857.001001406 371292.966482642 372
"80" 333078.718124313 384662.097595341 376
"81" 335278.19699622 384769.121369606 541
"82" 330959.966878678 373944.479414008 613
"83" 331798.104482934 376139.891165888 517
"84" 334813.792824438 383841.739250234 90
"85" 327589.618839025 381352.401802149 649
"86" 333931.618155367 383252.918592542 298
"87" 328813.429032117 376514.722579073 161
"88" 333051.096148741 379494.720762296 628
"89" 327211.988579565 373255.648384907 229
"90" 333603.38171065 386144.846322888 608
"91" 328688.70469498 371217.705244035 433
"92" 333748.955196184 382055.723512817 675
"93" 328670.834520917 376885.745643708 682
"94" 333034.356966505 377943.564776867 716
"95" 329568.514049257 380924.497759588 146
"96" 331372.46524728 384911.461199365 6
"97" 330443.748365646 382395.078500925 565
"98" 333045.693815745 378861.707429147 324
"99" 332214.142075668 379328.975174307 524
"100" 330862.921612396 378923.038417187 368
"101" 329096.434177808 371686.089113938 270
"102" 334724.998807375 385827.512236147 486
"103" 334850.897533242 385266.814322558 55
"104" 331298.034578227 384958.679172541 618
"105" 328006.418264317 379387.93983059 169
"106" 330821.891989657 385441.754740158 272
"107" 333300.644577412 385041.531951622 346
"108" 326613.975833197 382330.422306528 5
"109" 327372.536794686 375595.184777568 701
"110" 335374.00953751 378979.295100516 85
"111" 329921.285098154 384812.685138342 81
"112" 333806.445793829 379992.90883019 146
"113" 333294.726890897 382693.129316274 322
"114" 330940.059593347 386532.554554587 221
"115" 335551.376462989 378634.976570145 204
"116" 329553.78829087 370898.257459919 218
"117" 333551.898707676 381659.645824821 144
"118" 331664.574657883 378901.491827049 623
"119" 332211.300438727 375260.905278486 601
"120" 326706.977813047 375847.513283744 151
"121" 331353.375387014 385022.592198454 378
"122" 328528.538144127 374264.148267174 386
"123" 331181.403841643 375771.449678808 424
"124" 328263.867564237 378986.580068907 46
"125" 328100.170306115 377870.760463369 68
"126" 329290.230220705 371192.7944322 27
"127" 325179.067190221 382335.662683408 413
"128" 334869.54222166 385766.74106237 250
"129" 330037.973324414 375620.114936185 424
"130" 333407.009583545 386668.079410023 253
"131" 332539.613797008 385937.168897832 472
"132" 331610.443818255 382941.079058906 231
"133" 331899.472647157 385859.708280051 254
"134" 331167.805916533 385221.207244946 240
"135" 327065.134188412 375586.383555979 459
"136" 335828.509090439 377534.913271621 605
