"" "" "ptsT"
"1" 333908.90317475 377590.348402726 165
"2" 325960.022238683 382313.536092033 509
"3" 326345.217662187 373412.692296288 116
"4" 325312.749717019 381681.542820084 432
"5" 330574.53466598 377105.799592636 316
"6" 330851.573400538 380202.048686939 220
"7" 328501.468173485 379067.387979392 562
"8" 328828.201189559 380363.696636347 516
"9" 327919.014267319 376123.646322464 699
"10" 329615.077232683 385987.210620754 59
"11" 334766.813164705 379367.003649521 15
"12" 330681.562508463 381613.674898998 604
"13" 333835.405726102 380605.012859504 271
"14" 328750.224935077 372161.810915667 290
"15" 333286.467764004 377579.265977008 465
"16" 331663.872280169 376817.338533307 247
"17" 331874.077686802 375212.85120613 474
"18" 335145.151187392 382691.636865563 298
"19" 330003.423936352 378413.627647117 484
"20" 329033.197971683 371170.569886847 226
"21" 336039.51434102 379662.824114756 280
"22" 332892.438412044 380923.090494603 443
"23" 336115.585908707 378890.943781883 20
"24" 330768.22593616 385269.270778409 239
"25" 330045.972086891 381381.15321164 73
"26" 324301.747758736 381837.700108984 150
"27" 333244.405013466 377706.880103586 576
"28" 336599.687714988 377010.835638686 531
"29" 332747.083223402 380050.338681995 391
"30" 333639.37014259 387128.728544662 410
"31" 335843.391667907 380393.305914059 405
"32" 329101.951541155 379653.598971165 299
"33" 333279.467337687 383161.669573781 34
"34" 330809.681204859 382363.914955758 730
"35" 332110.557718255 375969.38980908 448
"36" 329338.068366644 369184.051582807 274
"37" 325818.814123207 377084.207824254 162
"38" 336318.58499853 378989.601205884 439
"39" 324981.371066591 382018.89389453 48
"40" 329271.439865027 381079.413498143 145
"41" 329342.694376514 374106.530034796 573
"42" 332341.637269683 378429.975525897 396
"43" 326334.36169102 378941.226814459 55
"44" 334214.875869399 385533.163820132 321
"45" 326544.730006035 382163.841455083 730
"46" 335745.261676254 379347.126795263 613
"47" 329371.328815018 370382.110045635 722
"48" 331074.43383223 375495.72864744 158
"49" 331459.830243504 376142.502650734 42
"50" 333046.19077896 382659.772822984 400
"51" 334980.817547895 383651.32482596 222
"52" 335620.011000374 382261.255567907 565
"53" 331589.197807834 379682.294798322 106
"54" 327021.327034703 381427.502814185 236
"55" 327559.548725989 381139.681807539 171
"56" 336263.66256322 379844.247786908 264
"57" 331051.660056358 379246.465234145 659
"58" 335598.623497827 378479.061922694 414
"59" 330846.573825071 382813.574555153 516
"60" 330666.958247123 383717.027167759 49
"61" 327311.685300044 377934.45414531 610
"62" 334273.946785451 382137.156003923 660
"63" 329688.664218892 382428.750799483 199
"64" 332742.108739532 378938.214526323 400
"65" 332771.874778453 382448.132949957 659
"66" 333762.016694913 379344.210530448 199
"67" 337057.889250834 378972.217650829 544
"68" 329948.641194598 371924.292279441 540
"69" 331387.885121514 383425.844956066 591
"70" 327809.426265972 370934.335767001 248
"71" 334062.845058021 380728.106627691 181
"72" 333404.685785484 380626.965553298 76
"73" 328358.322048349 375768.918271494 333
"74" 334084.095124576 378712.431789239 546
"75" 331005.078506427 379022.415926713 67
"76" 330439.673150326 382323.300089756 350
"77" 327698.945717767 373265.281200812 182
"78" 331514.922472086 379932.151827964 575
"79" 332242.332719302 380152.312217711 352
"80" 329375.504808118 371494.303240135 371
"81" 330140.679622136 383915.314615 709
"82" 334671.097787053 379408.171666342 369
"83" 336310.293082564 380577.373302286 211
"84" 329581.632735067 375881.438516113 477
"85" 331045.610489362 381486.382284741 549
"86" 330844.165324171 385754.243023368 471
"87" 330828.619271164 375350.880846385 673
"88" 329942.38139878 375542.458191464 596
"89" 334856.048168282 383696.949757671 104
"90" 329547.457364795 376232.730303314 658
"91" 332378.97577573 386056.334178824 588
"92" 333535.940360294 384375.696250995 618
"93" 328327.403716942 380616.551049641 8
"94" 329177.754683155 379975.790977197 556
"95" 333083.472359722 380967.353326166 122
"96" 331753.799060431 381169.211977515 458
"97" 328402.089460096 377001.761810258 469
"98" 327575.90737614 377559.658525235 322
"99" 329847.054580485 380083.009399127 328
