"" "" "ptsT"
"1" 330369.966198773 385516.824066195 603
"2" 328755.475324514 374650.508369166 379
"3" 331836.087356828 377169.870199407 727
"4" 334325.387989497 379425.293130376 603
"5" 326616.923065641 382294.332335065 548
"6" 327949.756260559 375952.763075644 254
"7" 327302.811180833 378592.801059265 115
"8" 333422.839453792 377114.119200468 35
"9" 328789.237880219 378267.036910611 81
"10" 328866.67463137 369853.392005046 364
"11" 328787.56994182 369800.500325509 5
"12" 331549.120941587 385977.566100247 628
"13" 335663.094921104 381400.75323575 240
"14" 333416.302559027 381220.495621719 118
"15" 334682.676117414 379638.620222445 42
"16" 331482.718750533 378536.910195025 374
"17" 326323.446601603 383264.155086396 97
"18" 329606.599485903 369133.342952313 350
"19" 327778.480265811 375953.573088622 719
"20" 329589.240928819 372169.140950574 577
"21" 333430.834717725 385350.629091209 642
"22" 330610.890927809 380321.548999313 291
"23" 335081.214442924 381129.091060016 181
"24" 331011.467778965 386515.106581765 193
"25" 331191.684263257 379372.360920471 561
"26" 329608.994546819 384359.397300042 508
"27" 335907.919183483 379494.61154169 389
"28" 332379.007918813 378212.653826135 399
"29" 326289.318507571 382584.931497587 282
"30" 329635.207945424 371742.06885092 536
"31" 333794.528363117 387426.620930023 165
"32" 331304.170605834 381317.931195215 147
"33" 328298.331011881 370599.166512592 393
"34" 328688.063264687 370672.569123869 348
"35" 335810.86460815 380549.600462768 254
"36" 335683.06597241 378093.661347792 652
"37" 334420.397694887 378239.457167976 408
"38" 329609.960467899 381207.320472164 219
"39" 333062.584492747 377550.563817121 87
"40" 330332.921434406 385084.762731359 396
"41" 333305.142776535 382855.319896214 4
"42" 329190.580575869 382706.7094969 674
"43" 330160.707829924 370257.723426176 629
"44" 329476.956542998 383742.447775566 723
"45" 335412.993110525 378741.430550622 15
"46" 333181.549594423 382074.717905337 70
"47" 326984.657148312 379820.718868915 5
"48" 328158.433779341 373946.844588266 225
"49" 335157.83372821 383615.357428808 509
"50" 328933.106143553 373993.318968392 404
"51" 335457.896229824 377909.476734781 443
"52" 329916.803929357 374925.743853959 645
"53" 332431.684074816 376107.485994399 503
"54" 335732.412640111 379344.866649586 256
"55" 333274.823947296 382676.801633407 494
"56" 325941.234024971 378811.660696351 45
"57" 334532.494747119 384768.923629316 231
"58" 327398.896588138 378696.466734515 352
"59" 330579.624197201 378805.845681167 104
"60" 331101.04085271 373898.798899962 7
"61" 331622.35788642 381387.098528228 382
"62" 332875.790100148 378434.307801748 628
"63" 329779.14017193 376662.675187802 205
"64" 326742.074034723 376405.98843577 542
"65" 332376.881045588 386232.322294607 503
"66" 330550.340777125 383250.090932323 145
"67" 332223.172265971 376626.87918106 722
"68" 325803.226879862 378518.134529741 728
"69" 332043.441579473 383596.341629246 492
"70" 336835.749090769 379332.475596633 674
"71" 330536.717893017 385230.249101352 700
"72" 326814.246966653 374445.184315444 629
"73" 330125.772514062 376615.733343125 544
"74" 333824.933795765 386610.032387383 728
"75" 327817.108884529 373902.021379332 636
"76" 329222.454414322 378735.177821758 152
"77" 328793.63166702 370606.24335001 422
"78" 327338.0884224 377482.390776413 5
"79" 334099.468609956 384854.945593617 48
"80" 327023.38471564 375592.79165349 496
"81" 326925.71570218 373455.13516727 355
"82" 336533.434927734 377611.253492188 413
"83" 330172.236935875 379796.79161458 424
"84" 327689.056388468 377791.281983831 689
"85" 331697.228294207 377777.761242383 65
"86" 337039.407297401 378842.453305298 400
"87" 330230.719107187 380871.326966188 633
"88" 328581.425208941 373812.264721901 435
"89" 331126.764560583 382853.61212373 558
"90" 331904.712265567 378398.249350926 13
"91" 332189.968532087 380435.733621347 264
"92" 332939.652331413 377537.279934092 122
"93" 334997.732469907 384404.427433289 83
"94" 328019.792231625 370351.564824333 26
"95" 333312.620609582 383758.708672037 392
"96" 328732.004808037 378643.83210931 675
"97" 331364.738881626 374228.708368142 431
"98" 329027.645242104 386058.127338145 132
"99" 329380.156599773 378067.285860771 722
"100" 333549.529710741 384559.987858995 721
"101" 336070.435212185 379183.990917883 107
"102" 334472.855727395 381583.005914603 502
"103" 334240.820318726 378195.295727137 186
"104" 329168.260764103 382976.358217419 91
"105" 328941.448242712 369300.332119624 425
"106" 331841.308482935 375942.482515715 295
"107" 330024.457647383 371575.10541675 600
"108" 329450.116180867 369357.712717356 345
"109" 333841.824928359 383115.926912276 129
"110" 334192.754815039 382908.167823153 293
"111" 329327.339624833 379377.009408278 682
"112" 328927.14411835 378952.999963643 472
"113" 327900.639282967 372989.578921834 599
"114" 328965.543332554 370713.885769917 709
"115" 327454.194523614 380288.161561897 13
"116" 335012.454399956 379266.693204117 142
"117" 336170.112780772 380527.994411107 105
"118" 334452.499625475 381874.332934433 513
"119" 332963.717161741 386298.43617897 486
"120" 331587.180674645 377634.786955267 618
"121" 331422.481755217 384747.687083761 261
"122" 329703.074866942 369700.097418665 257
"123" 327169.011879512 378249.962466095 50
"124" 327733.437276159 370437.136382679 287
"125" 332187.321178224 382997.526063799 229
"126" 326047.039162101 378842.058857084 95
"127" 329394.371693166 383258.75430418 715
"128" 329299.348387995 370439.026932869 392
"129" 334557.383901001 379023.650210284 106
"130" 334351.302247309 385196.240551345 480
"131" 331239.930780035 373365.561868529 420
"132" 331237.317724822 381375.977922894 179
"133" 335860.318472728 376742.595689242 294
"134" 336308.593511072 378760.285341518 504
"135" 326373.359560805 382649.148825274 686
"136" 329714.935623964 385580.684137611 478
"137" 332470.104967072 377070.143084728 312
"138" 329858.039055987 378526.521098264 532
"139" 330417.118164338 386603.474306504 719
"140" 331674.95391931 382560.726559503 605
"141" 335273.765534625 384410.574557057 350
"142" 334817.134984337 385726.887536258 376
"143" 327276.227912371 380397.796896983 706
"144" 332251.792621901 386436.594574315 724
"145" 331131.960013703 373763.340897959 450
"146" 330663.734187727 381728.784792386 425
"147" 332557.712552798 382621.16560682 607
"148" 332108.431885413 375304.762305823 237
"149" 333662.772269166 378710.42378634 703
"150" 332451.383140693 379056.974950541 622
"151" 330128.67846097 378746.201737874 149
"152" 334647.421152288 379567.156409882 490
"153" 328844.727154421 375616.709844467 216
"154" 331047.937207976 377693.208735218 403
"155" 328175.941155434 368865.514795703 262
"156" 332071.200022052 375882.950577284 189
"157" 329744.023336385 381113.126045514 631
"158" 330400.138565165 385476.539659675 248
"159" 329038.556125789 381239.106957789 622
"160" 335263.364258552 377754.241705054 619
"161" 333426.841447888 381159.424449922 498
"162" 332290.213099363 378200.951069921 103
"163" 329239.169596344 373121.689604319 589
"164" 335309.27692363 378363.338527611 527
"165" 331536.028873949 383510.557359088 629
"166" 333531.358991707 385026.443370027 230
"167" 334520.12715344 377924.557817207 66
"168" 334805.556640377 378099.942902423 202
"169" 325937.650499551 377168.90844223 391
"170" 333939.69305962 383623.128453252 477
"171" 331689.612151383 379787.335476044 17
"172" 336551.522212109 379161.619079567 469
"173" 329830.579390407 385182.763204967 638
"174" 334282.586934022 385762.557849251 395
"175" 333420.33395925 383706.388909116 109
"176" 333778.032117178 384921.956652032 113
"177" 333125.883852857 376907.221769371 709
"178" 335286.13706544 377202.059445793 358
"179" 333121.612861883 385222.508073581 95
"180" 327938.641087757 377845.356194632 511
"181" 331294.529560946 379361.409359264 641
"182" 333695.493493004 387883.300850458 74
"183" 326841.139993937 379853.995950571 519
"184" 329326.479061261 383738.631051901 173
"185" 326493.076023208 373223.781392715 289
"186" 329650.064887303 371981.693023926 166
"187" 328146.783257941 372348.084283945 337
"188" 333777.632327802 380330.610868399 553
