"" "" "ptsT"
"1" 332126.716608015 379122.109348763 445
"2" 330746.478059804 372966.247931833 26
"3" 329485.263068529 373884.110093763 239
"4" 327937.226458887 375419.668009994 224
"5" 337011.430612329 378253.687689179 683
"6" 329080.989293575 381903.73192706 485
"7" 329819.959229252 376351.762319883 76
"8" 334862.294796112 380006.708126863 660
"9" 333317.660447202 384541.358664357 54
"10" 328588.524209874 373819.828294678 163
"11" 331062.731189668 376935.939307469 186
"12" 334557.162802554 381338.91103503 534
"13" 327770.175678249 370219.648110208 60
"14" 332499.221908822 382833.780765023 527
"15" 327691.165697576 378077.580976595 386
"16" 334147.680335093 378752.289708488 397
"17" 326511.335521615 373683.449512778 697
"18" 336523.978404681 380023.603360025 258
"19" 327560.234195775 376675.361581961 370
"20" 328700.388573245 380247.663880457 645
"21" 331930.226679603 383978.592334425 410
"22" 329900.726002496 376389.180712273 166
"23" 330905.821137089 380085.872977591 587
"24" 333010.551412611 383001.71817045 214
"25" 329222.543730887 372066.470175429 543
"26" 337111.000576044 379629.291967523 723
"27" 331669.870161196 383463.291374252 210
"28" 330255.236895237 373560.738094921 353
"29" 327053.726695107 372938.376467971 610
"30" 328401.157983863 372636.131503587 617
"31" 328822.197430027 381355.658528317 236
"32" 333600.307952639 380386.905539172 472
"33" 328811.051076326 376287.660322076 194
"34" 331217.486588067 383929.607283661 125
"35" 331370.528743795 383954.436185628 497
"36" 332442.358084307 375679.076960161 457
"37" 332006.688816014 376586.397557136 330
"38" 328553.288032847 380687.215512525 18
"39" 332724.513077058 385593.5130696 106
"40" 329823.190697129 377978.40844285 117
"41" 332349.893894216 384792.629403443 182
"42" 329524.314630251 370519.567005056 719
"43" 328286.334107446 372487.14685644 26
"44" 328969.973590569 375075.273272341 621
"45" 336553.692631834 379814.470081807 667
"46" 328394.027628633 377068.077671628 452
"47" 328578.067222296 375410.445637252 221
"48" 328705.218120844 379386.459808476 148
"49" 334457.639132494 381546.432957366 340
"50" 329394.908816536 373731.049639643 202
"51" 331101.874373117 386418.680660909 567
"52" 328050.825232989 378913.409793309 592
"53" 332777.412864467 378094.094163326 240
"54" 329423.127557319 380406.351343196 281
"55" 333111.961032368 378278.074439639 319
"56" 328231.409088178 380810.931832356 614
"57" 329756.071399797 374751.66376259 553
"58" 327512.123931808 375054.313311132 226
"59" 329259.380003804 371102.972052022 190
"60" 334277.332719647 377786.45760075 450
"61" 329210.539115377 369567.775552805 88
"62" 330375.547899287 382481.839915409 533
"63" 330826.399229235 382115.418757036 101
"64" 335912.297833727 379686.879614703 321
"65" 330643.884419272 382803.336487533 517
"66" 330919.085173963 377278.512256676 289
"67" 332572.411050424 379487.34843619 458
"68" 333269.200274457 385256.074677661 206
"69" 333241.58798533 385418.066851414 613
"70" 328868.708271294 382881.350421488 75
"71" 325752.476888109 377697.391143898 448
"72" 326767.031697505 375360.226249287 626
"73" 327438.431914487 382039.416727513 108
"74" 334066.608080157 377343.009525013 101
"75" 328336.935766382 379972.789043991 567
"76" 326638.84693677 375939.812641932 287
"77" 331518.55675529 384030.911498485 370
"78" 328774.849331814 377508.505280754 498
"79" 333942.588136902 381606.354392236 328
"80" 334967.810737288 383103.210981762 205
"81" 334485.701217394 386778.310674259 632
"82" 331669.87796747 384881.194564572 474
"83" 334150.235965229 380617.292385789 544
"84" 330126.875435941 372534.869781071 561
"85" 327904.794142007 369312.681837768 526
"86" 326674.366407445 382310.749462722 559
"87" 330255.83229707 380245.334932814 121
"88" 332991.986408713 377735.864657665 685
"89" 330903.928584698 384936.820160254 655
"90" 335922.513054589 378217.750936721 54
"91" 330532.94871698 374596.810283223 168
"92" 332280.301286226 382701.791115005 694
"93" 336645.546286936 376869.043762168 24
"94" 327491.742660093 382015.268582894 552
"95" 330502.621027483 372526.149535306 292
"96" 329739.859664686 377561.600720473 581
"97" 332755.281338275 381441.594998522 720
"98" 329777.788744644 376925.845972012 427
"99" 328942.873425013 373583.223815127 674
"100" 329658.340357734 372410.017122707 375
"101" 331582.936713237 375305.084484042 174
"102" 329050.717118387 370747.30962165 207
"103" 330146.000084447 386115.510389419 417
"104" 331863.827194906 377053.301333418 670
"105" 334090.769788528 383327.318325071 535
"106" 331267.064917846 382300.284145272 39
"107" 329253.73303114 371420.663184986 499
"108" 330250.727534093 372837.72885048 316
"109" 329405.346774619 382640.075269463 338
"110" 328340.334351774 376982.252656584 247
"111" 329852.18063392 385011.965939375 289
"112" 330545.281777413 382931.367215709 121
"113" 334980.44567547 380087.916456294 199
"114" 331704.419760055 385471.620960473 454
"115" 325444.601978425 382028.964124684 94
"116" 330588.973982369 383945.391039956 254
"117" 331635.386490677 376849.278742946 365
"118" 333956.124716797 387090.483679558 424
"119" 332710.245478309 382822.748741939 17
"120" 333655.596024874 377959.031472075 449
"121" 331122.646509352 379286.613676899 316
"122" 337238.075251216 379426.370320224 174
"123" 334211.998111439 379891.833192522 328
"124" 329117.505308638 370552.633310025 479
"125" 332177.158935311 383742.560419511 601
"126" 331011.921328277 383041.163036575 446
"127" 335172.456563451 383903.235032276 598
"128" 333280.931575159 383941.294978971 614
"129" 328973.698907311 376447.521458301 237
"130" 328924.054502994 375950.972217915 589
"131" 329830.881941346 384539.368774766 55
"132" 330647.516764508 383445.78462815 587
"133" 331938.393875373 381588.556237745 617
"134" 329082.609921735 381662.375222695 75
"135" 328142.978651073 378639.747122783 352
"136" 331028.884529514 384704.225773865 55
"137" 332840.463579772 381168.209019603 345
"138" 327222.419003369 375558.29387436 373
"139" 336319.692581733 376929.482697758 514
"140" 330352.587857407 379622.057477741 700
"141" 331224.230780902 382919.93778586 155
"142" 328119.52779988 369946.127325021 238
"143" 328725.333513431 371124.769430798 559
"144" 327005.233162098 378953.239682293 675
"145" 332401.381085923 381757.639670737 173
"146" 334143.756628139 378433.462500669 558
"147" 330473.453919539 373211.310347143 6
"148" 334165.496450025 386741.5713633 652
"149" 332990.284365461 380083.608318112 670
"150" 328516.02107865 380569.587645971 684
"151" 335357.356581289 381676.791556129 483
"152" 333492.827070835 377227.577292519 392
"153" 331831.80850178 376242.228907344 97
"154" 328203.875184791 379662.133713067 234
"155" 325087.399794328 381936.17676191 644
"156" 328552.453349659 378427.834213884 615
"157" 328986.967792507 370613.004882703 32
"158" 330285.267232311 380898.639076105 52
"159" 330107.542622379 378839.150650076 388
"160" 332998.535839077 381663.152763112 556
"161" 334881.018710057 380643.985559573 214
"162" 328789.090604786 379716.611055566 460
"163" 325649.695250998 382233.473897425 284
"164" 331437.595902964 381809.725203076 623
"165" 330038.417581676 381301.995328256 411
"166" 333118.87216932 379335.677987349 5
"167" 330190.035765484 380631.550101533 649
"168" 327950.036504456 374882.363564579 144
"169" 326202.099141207 382063.550419027 316
"170" 327491.447334039 382666.242956225 562
"171" 330754.830073204 385157.02318979 88
"172" 329588.459777771 379671.684493969 704
"173" 330180.251858292 375340.383279829 92
"174" 333746.625635216 377338.295801592 53
"175" 327497.10761409 369502.020109028 616
"176" 328681.581789031 369593.427204717 424
"177" 335335.11968739 381692.630117133 450
"178" 327270.134975672 373718.553906701 560
"179" 327075.100244278 374372.616900587 183
"180" 330029.480094283 384276.178004692 469
"181" 330672.503969415 376973.488501803 53
"182" 333652.184363292 387832.148361257 399
"183" 327390.025899472 378524.851594778 423
"184" 331586.630658683 377271.609482196 676
"185" 335435.815196221 377327.763460882 87
"186" 328132.854106754 372815.876018973 480
"187" 334946.548223533 381085.972517535 41
"188" 332261.969756576 377475.163781331 270
"189" 329746.618773082 371452.853857018 674
"190" 332242.796937643 382330.926475889 208
"191" 336491.906577209 380167.366163695 634
"192" 327369.536519694 373309.239516083 138
"193" 333007.411879257 376886.150647963 374
"194" 334927.854524902 379394.434012118 503
"195" 331143.019981592 375307.688697644 199
"196" 332672.413606189 382069.178965021 409
"197" 326484.95225834 377530.258223159 71
"198" 333018.745328552 381116.883960146 432
"199" 331995.686857993 385720.748474766 92
"200" 334008.760586847 379513.902455261 69
"201" 332032.644349162 381868.197287342 287
"202" 330478.55407559 375889.517194165 164
"203" 328319.631734222 380020.322893939 17
"204" 330625.076417878 386344.604563528 360
"205" 331527.174726017 375577.340247111 148
"206" 328204.557866622 376593.341148007 577
"207" 329601.215723409 375165.174715564 489
"208" 331325.871600344 386168.71210013 119
"209" 333255.773590996 384575.20951731 347
"210" 335252.820987161 383352.576672862 135
"211" 332087.1044905 378848.199648122 420
"212" 329555.216743918 372070.461735189 554
"213" 333312.26970462 386279.073630016 443
"214" 330287.099721267 379854.853354003 609
"215" 327363.007822197 379347.648662304 600
"216" 336528.776890379 377699.782422233 495
"217" 328544.821087693 381660.444884009 20
"218" 335894.599523502 378595.423453211 278
"219" 329415.31127331 372757.826734963 87
"220" 328992.989408552 372348.633247207 72
"221" 327992.966513059 378586.825531486 112
"222" 330853.949639357 384381.496075671 151
"223" 328487.995896757 381055.541714415 257
"224" 327536.951720077 376878.824568218 729
"225" 327800.248103247 375595.948070459 217
"226" 331535.293781961 384949.905708601 541
"227" 330709.061933004 380618.656675802 330
"228" 331575.081282258 377394.447568068 520
"229" 333566.934945675 376864.283332067 420
"230" 327847.057925509 370649.458014133 113
"231" 329338.319928602 379334.929098402 61
"232" 327813.991954011 373224.112330391 600
"233" 332361.385015977 385814.200868085 489
"234" 329492.728838569 377043.040455455 676
"235" 334309.569937461 378027.598469394 501
"236" 330383.543316217 381365.975390836 285
"237" 330710.765220635 377983.583499202 139
"238" 334602.833252124 378592.309068232 59
"239" 326526.376274741 381607.594525873 208
"240" 333939.606089017 384280.349075237 576
"241" 334792.571504421 381923.557096048 161
"242" 335897.719962763 376792.369497893 355
"243" 329842.605432374 382940.087296117 624
