"" "" "ptsT"
"1" 329716.271302703 374288.081264316 10
"2" 331569.265152111 381867.028806962 140
"3" 326458.021389663 379003.124029937 683
"4" 334594.383663691 383413.875429672 537
"5" 331250.110111075 373673.021633071 97
"6" 330868.418834467 385687.368701875 40
"7" 332041.116390834 375478.853578907 445
"8" 330322.465082618 383974.56656362 223
"9" 327169.579020999 376302.328731252 376
"10" 326823.624508975 375378.947315441 80
"11" 330511.26390281 375198.742503958 23
"12" 332079.742952585 378857.846206544 290
"13" 331687.407858001 380277.644058636 385
"14" 330139.02573571 378399.068565805 248
"15" 328527.208445892 381487.340681146 259
"16" 326570.384861614 375438.808149164 93
"17" 331686.972532396 377419.215426447 396
"18" 330070.51415395 385106.833114725 436
"19" 327431.800630438 382091.204652806 573
"20" 332037.597647973 385413.87043207 401
"21" 330801.818637395 384635.011448149 398
"22" 333904.993353173 385171.895327865 227
"23" 326316.417394748 377789.065992971 449
"24" 333311.786395586 385654.335772228 188
"25" 328170.192871197 381339.246012783 310
"26" 330519.146638751 373492.400653493 290
"27" 334881.394784814 384583.939639811 526
"28" 332323.294204018 379496.252827209 408
"29" 335424.210880078 381310.434109404 505
"30" 327072.850595625 379847.91846896 330
"31" 330388.562322372 384371.193326605 92
"32" 333400.705962432 382104.893146808 591
"33" 330903.197429846 375858.04574512 227
"34" 333079.635742368 378433.264872107 523
"35" 325680.72089828 378344.899918217 89
"36" 328888.74965047 372567.669820871 664
"37" 329569.012651246 369747.676987619 627
"38" 327587.441670407 380317.237111547 70
"39" 326228.722488224 375149.094196885 155
"40" 335056.077011431 384874.421421129 66
"41" 330795.754845027 373575.082582926 616
"42" 326016.783830242 378419.924865981 462
"43" 332073.644575973 377469.772031189 120
"44" 327844.17135489 378209.19457326 317
"45" 328998.242626744 373649.688989498 691
"46" 329437.834344011 378929.271700949 635
"47" 328153.928052739 380919.626316767 639
"48" 331180.211616799 377174.90990873 425
"49" 336267.415562317 378789.727733683 19
"50" 334128.697464309 378604.906902485 514
"51" 329013.545702655 371490.502596333 154
"52" 336292.753440989 378403.749284841 727
"53" 329433.5656684 371543.986205165 152
"54" 327942.700241734 379113.105944588 688
"55" 323895.754478412 382668.186420691 682
"56" 332825.434573457 386413.722141927 163
"57" 329060.167722135 372214.178171831 363
"58" 326851.887979439 373446.859052828 250
"59" 327797.979068105 378638.995619407 317
"60" 332894.103249693 382780.424668868 652
"61" 331236.910588164 386353.444018363 328
"62" 335784.819360643 379327.656330684 102
"63" 327267.277161791 377399.864202221 9
"64" 329849.837167175 376157.536660013 223
"65" 328856.992385944 377868.27503427 620
"66" 326612.387810513 374740.099361117 130
"67" 333642.636806702 381253.336401935 306
"68" 334297.367972121 382677.18814448 244
"69" 329327.140870827 380314.705252853 575
"70" 334807.741180076 380480.08870877 180
"71" 327055.707955472 372752.214639767 293
"72" 332771.117114227 385938.310130041 687
"73" 330299.623763431 383969.792735124 179
"74" 332855.450426764 379307.631562256 721
"75" 329650.710312533 371704.792361746 114
"76" 326750.023327994 375603.736935595 357
"77" 326015.521444126 381677.881335462 380
"78" 329276.18329541 372226.222444108 350
"79" 337170.509894652 379280.825512134 271
"80" 330574.45996918 385716.793253348 574
"81" 327259.008892445 375537.337988981 326
"82" 331180.62172501 383373.55498424 430
"83" 326166.143879134 375138.632231268 107
"84" 332643.8155879 380824.297674413 701
"85" 329493.650012968 385959.099853869 417
"86" 328990.112891572 374930.718372358 225
"87" 332348.229773955 383989.190978867 236
"88" 328404.896332596 373436.57561926 308
"89" 336584.224015458 377750.276593494 43
"90" 328178.132743219 380832.116509409 323
"91" 332924.795967524 386086.232818071 132
"92" 332338.32088817 375896.872564464 25
"93" 336223.859909366 378448.828989467 469
"94" 329445.031372169 373371.501428902 465
"95" 329195.768773506 369583.872263073 296
"96" 332282.933098938 375761.926695777 323
"97" 334794.025327861 383208.925614845 688
"98" 332167.463943489 380552.964970488 686
"99" 333707.394399981 381434.249478145 686
"100" 329996.483301474 385573.770230576 233
"101" 332640.948097775 380006.346070766 317
"102" 328589.835211809 378331.372911075 146
"103" 333732.695691841 381799.881087599 619
"104" 327855.157533765 378797.386239318 370
"105" 325944.267840424 378207.299723785 56
"106" 330860.137461731 372743.273628852 265
"107" 329954.221667731 379883.209770049 663
"108" 327366.265129659 376062.74667515 725
"109" 332620.134941199 380110.226084584 125
"110" 332891.044733637 380548.739850513 293
"111" 331411.123608719 374425.347432916 619
"112" 330509.899858328 378538.209423719 602
"113" 335047.135246906 381184.034588901 326
"114" 329943.231973313 375749.347238508 124
"115" 329339.855177334 381084.526018223 102
"116" 327825.524619705 371269.746156769 170
"117" 336660.38303314 378576.904162954 660
"118" 329982.123377208 374213.037952974 376
"119" 333553.514878507 380119.006484584 41
"120" 328522.904696445 369707.881233706 128
"121" 330849.213607255 383786.587648475 444
"122" 334898.04930501 380472.586662245 694
"123" 335762.099599703 379106.716407296 512
"124" 330003.746356571 370823.124462455 241
"125" 329726.600166739 385612.57085646 91
"126" 333228.876442978 380668.413564398 688
"127" 331608.16250591 381433.160985916 727
"128" 329833.241455834 371042.015562084 410
"129" 329806.18158303 383736.519937671 395
"130" 328897.732904528 383253.766244374 727
"131" 329701.410369287 385615.378410148 39
"132" 331940.888102496 379738.76007741 153
"133" 332953.329176055 381053.377645688 449
"134" 331044.700385185 383939.192579508 677
"135" 331694.290472812 379979.546295275 334
"136" 328940.836388544 369917.880835702 88
"137" 335517.146319597 381346.957857259 365
"138" 334080.498754163 381982.036795679 604
"139" 326201.548472455 375498.409385632 436
"140" 334673.563427436 381499.412228408 493
"141" 335808.446444605 378622.536070947 446
"142" 326996.266775169 374437.760509648 323
"143" 327979.926964378 375688.976894836 222
"144" 333125.68449366 380051.708518175 298
"145" 328753.993403925 375504.386115601 627
"146" 330088.96023116 369191.907547178 487
"147" 330266.959835473 382347.465368947 189
"148" 326807.1927396 373175.290317269 303
"149" 327921.993931842 377303.907846399 561
"150" 328987.406205263 382590.435292813 180
"151" 332927.927109813 386754.63216171 187
"152" 331361.429806596 374955.573601859 702
"153" 328952.259569197 379694.999426454 727
"154" 328834.947388362 373901.724835934 109
"155" 332250.571800117 386076.336851967 551
"156" 333142.699663061 378027.014888398 304
"157" 328099.9783316 380218.33517354 449
"158" 333954.563965075 379074.665283257 502
"159" 329268.006501594 379004.21969062 399
"160" 333204.342753384 379708.93254619 358
"161" 328346.772634524 376796.833192425 316
"162" 329479.434732578 376433.682136269 342
"163" 333326.543535469 376860.483702752 128
"164" 329059.865341194 386340.73295471 570
"165" 331884.396000808 378656.518378334 465
"166" 329703.150185932 372005.215193561 224
"167" 330896.283467539 373108.145636901 99
"168" 330894.312825204 381426.016937535 672
"169" 332962.450338696 385001.076253011 544
"170" 335753.364222062 376270.028552591 627
"171" 335702.701670105 383504.242706221 193
"172" 332412.164101062 380903.888940908 513
"173" 332584.433838642 385887.877695081 131
"174" 333166.422710481 383535.297486632 713
"175" 334536.1242704 384540.241315078 376
"176" 329234.536225593 370520.969184193 468
"177" 333614.668730291 378181.264599795 386
"178" 332888.24144808 383449.794006256 577
"179" 329516.789473365 383941.289057399 324
"180" 331836.730283097 380433.020544667 559
"181" 328413.963585704 380845.703733353 337
"182" 329397.781046185 382209.481027602 602
"183" 332373.301011912 385503.257972208 575
"184" 335165.419839317 379788.329223118 558
"185" 330588.245693672 381610.146066532 147
"186" 334994.779049563 379288.620213929 685
"187" 329784.19369093 371715.746725085 616
"188" 326535.528172889 374912.761099636 585
"189" 328002.098127133 380127.816760592 179
"190" 329949.951570943 375253.665497277 79
"191" 326529.895428996 373747.438696813 146
"192" 333516.368438774 382939.807056037 360
"193" 331787.860352336 377140.552093222 207
"194" 332724.92552783 381588.202900883 542
"195" 332336.511345446 381286.082061591 283
"196" 326629.857998003 375752.411766085 544
"197" 330234.326258827 380763.992079223 334
"198" 330023.490216728 376969.83592412 274
"199" 326748.923969259 382666.726411256 58
"200" 331421.587926579 383001.026722989 382
"201" 330355.143035351 378194.076021806 263
"202" 329610.356609134 386063.153456901 524
"203" 334284.130866214 384307.06778999 62
"204" 332102.358148205 375413.283272527 121
"205" 327174.869495792 378971.793170188 312
"206" 335158.970115751 380231.341439857 428
"207" 332815.939427025 381944.607521003 385
"208" 334135.952478536 378329.092176203 571
"209" 327230.743086218 381388.560767749 90
"210" 333279.391059912 377489.908621246 265
"211" 331055.633756109 383150.181674552 490
"212" 331866.680670456 377866.846652735 510
"213" 327527.816264065 369143.567898623 133
"214" 331387.35511423 384718.048738951 656
"215" 327157.700740658 379874.527922886 338
"216" 330654.174809527 376820.959970224 239
"217" 326362.490557647 373258.70563677 367
"218" 329014.537864513 378619.885700366 420
"219" 328720.472829132 371578.908496219 63
"220" 335729.305022044 378839.923207434 94
"221" 335017.805431176 381209.536655195 683
"222" 328887.981133619 377668.382684544 237
"223" 329680.677876416 377916.349686882 585
"224" 328491.348742684 373793.296022301 265
"225" 329314.221513614 370652.522371883 687
"226" 335573.288862702 378029.217118865 378
"227" 330458.692682721 375052.484001172 303
"228" 329488.408330791 376073.372554355 171
"229" 328880.557781297 380566.02802133 11
"230" 332569.14143516 378160.872300609 479
"231" 329707.498512064 381691.259181552 665
"232" 330236.773094112 381887.942910622 726
"233" 330905.161075095 384198.29155213 417
"234" 327146.288235834 374822.93046054 423
"235" 332096.430571249 377489.226384623 169
"236" 326557.972891849 375090.097050165 552
"237" 331556.318738133 385532.950674817 82
"238" 335069.144215268 381419.98643969 414
"239" 331640.934786728 380879.353905341 339
"240" 329337.677978117 369183.401724894 94
"241" 330569.447365122 382529.793397013 485
"242" 334273.169673538 379929.460462226 365
"243" 327303.07146705 374620.107580596 217
"244" 332411.866833638 383935.888458417 11
"245" 326841.341508699 376925.150676646 696
"246" 330688.284098461 386494.225580811 634
"247" 326645.445513344 373620.159360285 647
"248" 329498.274411264 369798.305621025 64
"249" 330090.216517774 369027.059213685 10
"250" 332433.59137957 383929.051701646 498
"251" 330235.378412722 370844.42506378 264
"252" 334122.365627048 383183.133078675 212
"253" 328734.863043511 379265.020022552 417
"254" 326107.836873007 374964.346408839 336
"255" 331197.455395127 385183.538555519 340
"256" 328910.111381431 374390.404869974 287
"257" 330250.262149571 377577.565922678 487
"258" 329761.228355336 376145.883863992 699
"259" 326544.807177995 381594.582901093 379
"260" 330842.340712888 384085.03335448 725
"261" 333645.328461852 382428.10028461 88
"262" 328031.421703963 372663.094102202 572
"263" 330953.020674689 377273.185326521 369
"264" 326227.230680595 373099.88504815 13
"265" 330736.165144911 383395.033952258 18
"266" 326624.416008045 378838.70432442 325
"267" 327553.710655995 380813.898718793 125
"268" 332584.149344814 386666.221077655 258
"269" 329112.026646869 379663.730870583 714
"270" 327004.723833282 376439.056738432 657
"271" 331065.710429197 382342.064166635 383
"272" 329275.065760567 374634.238199289 313
"273" 335422.01699053 379586.703519716 132
"274" 332579.229654463 377153.943941036 168
"275" 334078.225350092 382675.36265114 515
"276" 326735.541403489 374642.860643027 156
"277" 335488.694614558 378411.342635305 439
"278" 329911.780928266 384478.966883639 182
"279" 331087.183399571 373248.816611195 637
"280" 330886.220462231 376653.657004277 155
"281" 326635.057616056 375480.298518499 615
"282" 330067.033085884 375102.565204222 655
"283" 330424.225229942 378608.323578139 3
