"" "" "ptsT"
"1" 335692.502755381 380919.738004323 269
"2" 331282.704299353 382382.109439959 586
"3" 330255.147741869 380580.353506674 494
"4" 333922.567738789 383567.973597981 3
"5" 328341.833489686 379186.139411758 171
"6" 328976.405444022 374709.001207983 188
"7" 329538.939940652 371293.232980205 20
"8" 332330.732536499 384891.343571747 305
"9" 327739.958061983 382321.031725383 717
"10" 332060.286646207 376137.952876653 20
"11" 328182.467000377 373570.947323368 661
"12" 336731.337825842 379835.530942137 596
"13" 329980.753743215 385421.467000295 62
"14" 336499.267231138 379285.886543586 95
"15" 327917.115357031 376138.559317152 58
"16" 328575.737838125 370671.350951443 114
"17" 331449.468807991 377940.606448778 568
"18" 332668.876877617 377500.308336615 80
"19" 327640.792854964 369677.382339209 261
"20" 334857.278550712 382770.801890587 578
"21" 328845.638778373 381519.377110748 638
"22" 333161.235067035 382239.715373067 533
"23" 329190.089433361 370325.886804665 358
"24" 329236.48250052 382866.171992884 340
"25" 326930.346917366 379993.880893137 384
"26" 326844.283804423 382505.17779678 562
"27" 327525.483112754 376824.476342808 82
"28" 333528.136081492 381050.719816159 632
"29" 331436.610493398 385534.011203818 36
"30" 328414.593054989 377138.592933238 323
"31" 334405.794072737 384383.482157579 637
"32" 334080.886337735 385941.177520657 470
"33" 329525.320837283 370084.007768472 661
"34" 333502.575543798 383480.619378256 129
"35" 336347.876391477 377368.058217864 470
"36" 327134.807412507 377407.305008516 643
"37" 330988.97855812 374653.877913574 702
"38" 330184.346677696 370552.399892822 98
"39" 332041.726368233 385616.160799551 450
"40" 329080.74128116 382906.418863341 47
"41" 327611.903461357 374766.470383497 566
"42" 328651.465446938 377624.537504821 102
"43" 332168.980812116 381773.218022217 501
"44" 329472.277833975 378901.932052369 717
"45" 329891.62313156 370371.037009519 729
"46" 334475.317811434 379382.035629824 475
"47" 332944.911737505 379183.880133088 711
"48" 325489.29004778 381975.106259081 594
"49" 335444.921511301 380657.055649265 503
"50" 329027.970307481 382500.18573265 347
"51" 333881.759428694 378211.791783765 93
"52" 329014.56542787 381811.065601222 163
"53" 330761.921213464 375879.599432206 722
"54" 333002.515791327 382005.827398003 9
"55" 329065.503144206 369569.196256407 230
"56" 333738.508513841 387638.098391083 355
"57" 329698.240715817 379868.148896943 717
"58" 328703.875162822 370809.237812537 519
"59" 327235.907171442 374096.764682932 9
"60" 332150.972862067 381713.299380541 11
"61" 330992.747353364 385179.783666476 539
"62" 329156.600569858 373467.20999486 496
"63" 331843.046987201 378785.565105289 384
"64" 329944.471834791 373734.93150954 285
"65" 330213.704774172 385223.208646967 244
"66" 333889.186422358 379574.73877974 392
"67" 327963.898367324 374177.796866819 140
"68" 331069.619570785 379639.435763714 512
"69" 329760.460773469 374764.383514195 451
"70" 334574.833403224 379657.265188576 52
"71" 334635.710560653 380672.803067217 116
"72" 327960.821406565 373874.750076868 304
"73" 330379.10199138 382576.646284034 402
"74" 332877.786588868 384476.081844502 523
"75" 330164.043958319 375379.387071504 142
"76" 329556.823680497 384012.587043595 623
"77" 332396.598746565 385041.390942228 129
"78" 328079.585075077 380260.282004475 473
"79" 328509.439161808 380459.713217911 208
"80" 327707.489984478 379545.669951633 29
"81" 332668.302303849 384618.005649179 426
"82" 331947.063368872 377945.86481383 313
"83" 333863.425359285 385479.201068961 356
"84" 325628.579424486 377695.609541698 124
"85" 333005.574592978 384433.196884581 596
"86" 335800.355363412 378658.774130875 582
"87" 330669.318006407 384191.31919359 326
"88" 330903.032185701 381407.599163137 157
"89" 331650.255434364 382731.440771135 532
"90" 325690.951646693 381835.94909338 186
"91" 331940.086487176 383842.149349275 472
"92" 332079.954605984 379388.791875558 121
"93" 327640.178042843 373203.345586732 93
"94" 336409.554518237 379800.99765592 505
"95" 328045.827231696 370520.700474419 141
"96" 333143.00656253 377778.758229563 173
"97" 332102.246555198 376997.060452867 605
"98" 328945.868600086 373295.198994669 135
"99" 333415.503966258 382683.286380642 582
"100" 327756.894512449 377609.258516748 39
"101" 335385.850275654 381823.02977362 41
"102" 329399.671086016 379794.608239293 567
"103" 326774.031372434 382427.68379474 598
"104" 331218.874214571 381348.223339695 236
"105" 336223.174228784 376973.995625246 603
"106" 330331.234741908 383041.298222716 3
"107" 332921.859733904 385387.658505577 286
"108" 328261.541773808 379200.819476376 46
"109" 328288.691000576 370695.972245323 17
"110" 328243.831614774 378809.90072018 312
"111" 334744.654608947 383495.503904707 398
"112" 330213.105860196 382143.687761738 31
"113" 329450.507827374 385633.980320862 695
"114" 333632.640640919 385436.883793408 220
"115" 331297.380768733 379612.221643527 240
"116" 327594.251390389 370161.064320511 9
"117" 328815.004957795 379524.8421912 57
"118" 333448.134102159 380583.878915801 613
"119" 333894.769380851 381419.973389886 312
"120" 336484.914552156 377449.707402759 723
"121" 331716.709199189 379442.710704305 648
"122" 334041.873096797 378489.994914744 588
"123" 331001.538095714 382051.406293401 166
"124" 328808.039931709 374728.158231455 448
"125" 328875.111697804 379703.239810354 470
"126" 328249.032443207 379535.003716355 604
"127" 333845.504165641 378727.17307621 552
"128" 331275.342979034 375293.277615415 276
