"" "" "ptsT"
"1" 326662.050849931 377670.716096829 274
"2" 328480.949934971 374514.077303134 654
"3" 331860.70706504 376140.725624904 46
"4" 329603.861662894 380760.876344572 353
"5" 328058.010357938 378036.814026742 67
"6" 332965.167714434 382199.878114519 671
"7" 326554.61707437 372690.668338893 136
"8" 327318.264262334 376387.899538788 381
"9" 336081.670807652 376845.841254642 650
"10" 331087.386100914 379737.404859693 95
"11" 331224.120014082 376826.152536554 387
"12" 327456.022334245 372794.873078323 502
"13" 327715.158993053 376621.275501201 349
"14" 326170.997906339 377575.246060738 303
"15" 328689.332008701 382838.373496199 222
"16" 333092.745231326 381474.472702534 374
"17" 330662.014695956 384213.365206893 351
"18" 328701.819392654 370839.727366591 318
"19" 329563.333807493 379461.835983681 7
"20" 331738.696574497 383493.921370123 643
"21" 329170.388619912 370025.735274708 573
"22" 336593.918592486 378223.303043038 369
"23" 336130.725715841 376450.894609282 128
"24" 328371.535980228 380020.842977804 401
"25" 332073.875758658 378454.566385131 642
"26" 334244.947335613 378137.886393021 294
"27" 325987.292602105 378141.958128634 299
"28" 333858.149677654 384215.739730531 36
"29" 327597.741723307 378641.899442217 635
"30" 329783.709059317 374277.669866691 576
"31" 330154.763977429 379758.493155895 303
"32" 332093.972162551 385516.107077764 111
"33" 329464.056616473 380277.768125629 306
"34" 329115.728031395 378445.018272288 350
"35" 330291.542076287 377107.626650165 443
"36" 333199.557636271 385064.964739035 188
"37" 326389.092325212 373620.108595652 507
"38" 334625.87563728 380215.426479399 445
"39" 327306.193997278 373900.657469193 715
"40" 328366.398186782 378421.326428381 299
"41" 327390.872047276 375160.606269537 598
"42" 329266.273814635 374214.589485335 170
"43" 334975.523054367 378175.897081173 132
"44" 331323.370008939 381586.020178086 391
"45" 327942.481574248 382209.897709644 620
"46" 332632.669948187 381868.019890446 339
"47" 326346.043179122 379009.247212677 453
"48" 328649.682036194 379903.721886103 68
"49" 329146.652938296 382003.72892242 476
"50" 332279.847216722 376121.905527717 231
"51" 333547.903227875 385031.470749072 521
"52" 334047.791779496 380083.768482115 91
"53" 329031.416549907 370237.758458923 645
"54" 332941.331136038 377850.552975334 255
"55" 331757.137803385 383044.558381161 398
"56" 326830.7613649 379018.733575812 356
"57" 329085.355867214 369656.166780599 240
"58" 333183.657193358 382726.709153392 178
"59" 332100.829131573 384880.413533779 401
"60" 326789.644533563 375441.740189942 224
"61" 330250.794972009 370339.330699747 38
"62" 328552.419826197 377264.934735172 393
"63" 336925.050070286 378311.683880149 58
"64" 330670.237572631 377286.203212526 54
"65" 327459.02115406 374694.092070137 454
"66" 329197.790007029 374761.107928378 474
"67" 329143.936364946 379809.022709108 152
"68" 331957.40645148 385322.156983285 169
"69" 330311.72866373 375999.900747831 549
"70" 329889.565134428 377881.653135099 142
"71" 334379.370322913 380067.73963083 544
"72" 331343.884755709 373028.236205449 78
"73" 332841.307330615 385922.09407663 315
"74" 329229.466261057 379362.816619781 468
"75" 329038.811080892 377779.889884467 95
"76" 333748.346568564 385183.076923158 384
"77" 332627.71580619 377350.807078102 603
"78" 333588.027295564 387123.555503879 628
"79" 326293.052303777 375196.730054294 394
"80" 328228.688696689 369959.527440691 337
"81" 331066.584371555 379224.880504613 113
"82" 329592.148177906 385717.192827633 205
"83" 329719.154415577 377706.092784754 653
