"" "" "ptsT"
"1" 328327.957656442 380523.737515752 551
"2" 328964.172029188 375024.933978125 700
"3" 336490.170962897 380005.096484958 666
"4" 329399.272401622 371807.799446439 558
"5" 331882.015243461 383386.547651052 729
"6" 328776.865203623 370912.40055637 246
"7" 334150.903177309 379490.617045724 303
"8" 327191.360335818 373171.060848849 365
"9" 327556.04547668 375286.983355102 265
"10" 335384.678889076 382193.697387504 49
"11" 331637.851570068 382159.263847378 385
"12" 330824.382772635 383845.719623808 344
"13" 329898.104063225 369476.421536748 438
"14" 335484.994624009 377992.290100771 145
"15" 330425.904728156 380499.394875418 100
"16" 327690.847217893 373045.303950768 146
"17" 335703.929029984 380948.175423006 629
"18" 330100.928487655 383096.951665429 194
"19" 334671.902499723 385046.615100704 349
"20" 330264.357422089 383901.37553347 137
"21" 332918.168831409 378927.958095125 425
"22" 328896.388137735 371900.241941318 727
"23" 329854.673293668 373837.713628119 648
"24" 328560.268634083 376800.574213816 601
"25" 328693.913768281 380754.419658885 153
"26" 332232.211064936 386055.440767763 626
"27" 328942.321253485 386145.176438248 106
"28" 329147.091232053 382395.196051955 273
"29" 332632.119265836 380293.980612689 580
"30" 328644.454412791 376710.478091645 596
"31" 327723.754853935 378545.673236998 198
"32" 335686.0539192 379827.143899888 528
"33" 334282.875072592 378163.080854868 229
"34" 330195.149545116 386892.464665006 476
"35" 333983.906734597 385413.169666513 428
"36" 326428.894244677 374459.842490357 485
"37" 331811.82646525 384499.261635537 585
"38" 330002.000841618 386419.295994939 697
"39" 327133.555267026 382518.754218883 431
"40" 333612.590687081 378988.971391933 340
"41" 334778.95686518 382572.345251738 459
"42" 327000.61266354 372921.379164781 667
"43" 334488.855812506 386025.936089597 504
"44" 336647.443963044 377220.980625334 234
"45" 332039.982131659 378362.599779078 26
"46" 333060.871753267 380540.436273383 718
"47" 328920.314627686 370223.056267736 110
"48" 328831.132918252 380068.992331608 381
"49" 329924.010847957 378377.432428088 477
"50" 333771.268680653 382653.501136151 564
"51" 333616.091083837 381555.726375567 673
"52" 336794.197246621 378264.580124046 265
"53" 328642.280120528 380471.370921016 112
"54" 327726.405628143 374123.322250478 493
"55" 331133.858685995 378488.314546849 510
"56" 329432.249763744 374957.4654034 341
"57" 329648.15324082 383836.421043784 481
"58" 333561.702494349 385848.605676297 63
"59" 331337.511809709 379832.407185431 429
"60" 330289.272381557 378237.427990429 605
"61" 329754.24463975 369257.692804395 664
"62" 332279.131885216 384977.342975974 324
"63" 326197.390087671 373208.844756428 118
"64" 328502.611721311 375235.571827284 399
"65" 329370.167781273 376072.302519555 605
"66" 328890.325130755 369140.495500942 634
"67" 331976.378163644 381533.625959775 547
"68" 335317.5499291 383189.930449169 115
"69" 329691.692594432 383617.318917198 483
"70" 330881.901566027 375898.094370277 176
"71" 331871.00022965 378244.119027363 518
"72" 329643.588083172 371359.663228474 578
"73" 328761.87901622 380640.206671403 261
"74" 334290.222198139 379088.99107697 347
"75" 333489.065826871 383103.344286408 633
"76" 332060.736696976 380951.586257532 366
"77" 331722.732746403 379523.503911414 398
"78" 326437.445018883 374458.971196927 195
"79" 330958.103722215 372803.719625637 157
"80" 327642.34088069 375065.134919527 23
"81" 327157.683553935 378280.460770669 393
"82" 331261.343850171 374905.332757691 131
