"" "" "ptsT"
"1" 326485.953549051 374163.681116858 486
"2" 329129.517074234 382693.705670718 670
"3" 331373.251158252 378460.809228321 354
"4" 328092.249344588 370348.649694671 592
"5" 336680.678653431 378455.766269954 259
"6" 335079.416541613 384301.093862153 635
"7" 329387.329124526 380751.378174046 367
"8" 328607.488986149 372564.051579368 333
"9" 332477.631636934 382986.132748837 555
"10" 334452.703584798 384362.577094932 717
"11" 328903.996831279 369449.445401196 670
"12" 333438.564320126 383829.783707688 719
"13" 329150.157513585 383423.991365425 343
"14" 327118.12618914 373308.17970214 463
"15" 326931.176405438 372779.638441709 301
"16" 336449.222867448 376744.290014171 469
"17" 324315.176410766 382176.507161726 703
"18" 325862.417691587 378537.690077257 347
"19" 327286.012451954 375602.009297912 709
"20" 327866.745091577 380186.080454677 98
"21" 329506.379381233 383246.567118668 698
"22" 334061.041903794 378435.388517724 219
"23" 327151.390292454 380194.255482295 584
"24" 329101.715571347 370361.854349298 684
"25" 329069.58555041 381086.892877336 147
"26" 334329.126124033 381187.954057429 11
"27" 331301.671122395 382619.935367795 290
"28" 327569.068651224 378074.499779234 727
"29" 330566.774270273 385120.199586926 418
"30" 330006.955082214 370537.537989011 565
"31" 328245.650694345 369792.079183942 280
"32" 323987.012174089 382644.091159063 399
"33" 334485.205552959 385788.116548121 158
"34" 333353.971448959 383889.458831969 259
"35" 334501.650537922 378318.843784936 253
"36" 330176.466025922 383889.314823803 664
"37" 330751.511328729 374027.135386844 362
"38" 330351.600730868 379765.296577566 678
"39" 328494.168701573 377337.734878989 82
"40" 332537.49391067 384984.721152147 537
"41" 331433.131036905 377094.733590902 74
"42" 326427.754382392 378293.450550434 107
"43" 332960.025096465 384087.404924036 311
"44" 330540.797990658 372713.545745402 104
"45" 330872.011162345 380742.040511645 128
"46" 328390.694301793 381690.028839737 347
"47" 328257.572990378 380881.878314027 259
"48" 330421.483547996 381728.429940496 612
"49" 331039.330814063 376706.807646456 440
"50" 330106.925977687 385481.77714504 16
"51" 334471.177752356 387036.983208769 319
"52" 327057.267663411 378949.436057593 196
"53" 327194.140437148 380505.920957462 434
"54" 331006.465235346 382597.130816735 329
"55" 327352.279981371 368986.226228246 667
"56" 329346.013185588 370679.247075246 59
"57" 330771.665484094 380560.105260346 151
"58" 330816.082778399 383634.156489888 108
"59" 327687.003311057 382413.869410348 198
"60" 335660.462255006 377575.611066448 680
"61" 325905.230371476 377290.798535788 678
