"" "" "ptsT"
"1" 329304.627200975 379388.450109225 430
"2" 327622.239492478 375267.711395031 522
"3" 328648.188344995 383015.73905012 117
"4" 334717.023507922 378342.239635146 504
"5" 327256.686787557 379584.703060677 32
"6" 329152.855353236 371952.849827831 407
"7" 328361.954594181 369965.096234669 654
"8" 330094.88570355 380274.459057232 162
"9" 330594.97846609 377511.149269446 138
"10" 334154.323410153 387032.220128485 176
"11" 333156.308481596 380395.147804567 449
"12" 327700.505959497 375951.398964395 423
"13" 329242.21627039 375693.176683889 523
"14" 332389.362823031 385884.226395564 279
"15" 333116.526625208 379663.162949352 132
"16" 328209.030943549 372149.309408634 340
"17" 332545.437869427 378579.998834684 661
"18" 333117.917284463 383492.649076762 90
"19" 332005.05101813 382257.999427193 679
"20" 328418.268263336 371434.470378578 306
"21" 330307.946125908 371651.451094102 478
"22" 331911.679471018 375061.87904249 121
"23" 335140.934116152 383009.08977256 407
"24" 329660.19831228 382024.255647999 664
"25" 331141.431659713 383887.067459783 152
"26" 334124.78710554 387175.047350562 724
"27" 330769.932650937 374111.089354898 142
"28" 327317.138958615 375333.172440583 58
"29" 327802.005997401 379400.474927462 729
"30" 332750.390078268 375902.138379524 551
"31" 335332.863079049 379101.583963918 491
"32" 334904.36124239 379640.536152717 240
"33" 327283.424634535 379029.847432788 674
"34" 329797.721838961 385150.327156389 491
"35" 332475.022811252 384172.276945829 669
"36" 330132.783269414 372484.965863189 9
"37" 333151.179572207 385880.992305443 596
"38" 333123.293339281 384710.562924238 21
"39" 334421.054846528 386466.051468746 249
"40" 326653.379007069 373415.136269912 598
"41" 325778.75404929 377031.535166914 501
"42" 333101.526977421 386986.235075802 19
"43" 332916.730974112 378543.122433742 434
"44" 333665.397941577 377857.428421199 122
"45" 332783.773026672 378467.020282723 595
"46" 332097.029628023 384632.71717187 661
"47" 329887.716040139 377415.527484687 628
"48" 332472.846917614 376108.516419468 185
"49" 332655.040735335 383890.679332802 300
"50" 331813.003641936 376157.072895886 118
"51" 330581.480839369 376497.136425805 103
"52" 331465.650983977 375981.247335081 406
"53" 329962.04727779 372326.708297654 259
"54" 328670.760796502 372411.80423979 201
"55" 330973.337357642 379459.544312894 380
"56" 328882.85034406 371634.777207075 245
"57" 327737.916207792 380102.548169599 73
"58" 327887.129419843 369027.927673698 689
"59" 329814.116232737 385627.816201064 654
"60" 336210.297034294 379112.212345825 91
"61" 333227.302064275 378218.303019422 57
"62" 335457.816382107 380496.178433817 665
"63" 332753.560115932 382189.797945062 515
"64" 329765.190389874 373366.639027093 454
"65" 326161.181006077 375133.407652695 153
"66" 330367.105882533 373000.398545943 662
"67" 326457.303606797 382633.918729277 452
"68" 330946.415111227 379242.849106532 657
"69" 328485.844282129 377938.499495291 242
"70" 326262.289278475 383240.708846957 714
"71" 335931.736273391 376882.802264795 70
"72" 329703.10553445 378334.992506719 592
"73" 333296.732620669 384003.486990424 177
"74" 331280.304410514 372325.494326193 413
