332248.121889,378117.903883,0,730
332159.89184,378151.069246,0,730
332534.145931,377261.698721,0,730
332368.030074,378130.908001,0,730
332632.272006,377601.953472,0,730
332152.729702,377561.261877,0,730
332534.231148,378154.702097,0,730
332325.494649,377879.526382,0,730
332220.151175,377574.108204,0,730
332565.356601,377419.148059,0,730
332593.965307,377320.091372,0,730
331940.750611,377900.954636,0,730
332383.333299,377456.116086,0,730
332549.137318,377558.420968,0,730
332299.437031,377587.493354,0,730
332074.874228,378005.226231,0,730
332414.51419,377923.255516,0,730
332845.190362,377491.985976,0,730
332176.397431,378436.491867,0,730
332246.319994,377778.179931,0,730
332770.778566,377515.560216,0,730
332489.83253,378291.522099,0,730
332526.984484,377217.581093,0,730
332378.915472,377586.650658,0,730
332408.158512,377667.523218,0,730
332513.187463,377671.969641,0,730
332180.870318,378338.989789,0,730
332429.521353,377775.429449,0,730
332726.620602,377586.883587,0,730
332108.101387,377870.433068,0,730
331887.495659,378073.474422,0,730
331990.545201,378186.661919,0,730
332123.526533,377999.708641,0,730
331932.207886,377853.236928,0,730
331888.760043,378150.09188,0,730
332204.691841,377676.290219,0,730
332139.879342,377852.983541,0,730
332319.61327,377730.539516,0,730
332376.699203,378363.489307,0,730
332912.027252,377492.64207,0,730
332260.98812,377515.785672,0,730
332768.383729,377604.957896,0,730
332628.060093,377290.387119,0,730
332354.479168,377815.18491,0,730
332106.804529,378028.791504,0,730
332256.122847,378363.015867,0,730
332006.078454,378013.48253,0,730
332294.879245,378442.493271,0,730
331912.548751,377916.200814,0,730
332225.992814,377624.091262,0,730
332596.397015,377571.214458,0,730
332265.191276,377981.419671,0,730
332256.882912,377553.950983,0,730
332511.930924,377836.351295,0,730
332213.258441,377927.861283,0,730
332223.581877,377612.309835,0,730
332480.107832,377923.507658,0,730
332519.329727,377828.525557,0,730
332179.891847,378029.993882,0,730
332653.524935,377366.927739,0,730
332547.686253,377262.087506,0,730
332259.920947,377871.268198,0,730
332571.86744,377600.757811,0,730
332578.752004,377662.538042,0,730
332434.005004,377946.613301,0,730
332633.338901,377761.184945,0,730
332658.931258,377682.603628,0,730
332384.603546,378101.840285,0,730
331859.843233,378070.579715,0,730
332340.255484,377643.090466,0,730
332291.507008,377629.679864,0,730
332378.33957,378212.553791,0,730
332458.814914,377802.477502,0,730
332336.327467,377788.947282,0,730
332180.848198,378463.509292,0,730
332413.538589,377551.652266,0,730
332718.239201,377445.122911,0,730
331975.063295,378180.433862,0,730
332122.119979,377587.699477,0,730
332764.666158,377562.856069,0,730
331977.750317,378149.155395,0,730
332535.515827,377318.547782,0,730
332469.571216,377307.205166,0,730
332364.088499,377951.630119,0,730
332342.619692,377770.775084,0,730
332003.982835,377713.32148,0,730
