"V1" "V2"
"1" 326464.502264377 382537.494068488
"2" 326911.128060981 382652.172017568
"3" 326370.961559534 382512.35206164
"4" 326444.166910878 382788.588093133
"5" 326861.748689574 382658.311523472
"6" 326054.654202478 382386.34132593
"7" 326622.294702744 383006.059899894
"8" 326728.540848211 382881.189559083
"9" 327090.018916201 382533.135108092
"10" 327288.729674404 382843.077438394
"11" 326413.819754934 382610.792058051
"12" 326707.722696495 382563.031078569
"13" 327315.886042802 382842.747296118
"14" 327431.882315454 382578.701269073
"15" 325243.28870136 382405.725296317
"16" 327414.180225934 382846.136429723
"17" 326573.72395914 382737.798864264
"18" 326275.372578757 383127.9483374
"19" 326782.30381824 382643.421507938
"20" 327209.401474498 382632.268957693
"21" 326901.565363759 383017.612141535
"22" 326293.340924912 382862.195656022
"23" 326697.950886917 382696.134091351
"24" 326181.101588091 382606.626604301
"25" 327183.084002171 382748.193770513
"26" 327179.03248368 382913.246136507
"27" 326795.501025026 382479.668567919
"28" 326706.203655207 382671.190937774
"29" 327545.676992061 382513.654743245
"30" 326886.12607588 382838.197827005
"31" 326672.830886471 382872.634779953
"32" 327124.805164428 382514.820238841
"33" 326463.308918749 383017.06778716
"34" 326811.291937223 382709.500832353
"35" 326727.83021905 383085.205475638
"36" 326439.586402985 382794.523145326
"37" 326315.115128819 383258.725069013
"38" 326603.544299255 383032.017395234
"39" 326421.2178486 383067.116670297
"40" 326396.247272763 382479.046866604
"41" 326205.670389148 382858.408269869
"42" 326607.541127072 382449.781741087
"43" 325580.779014455 382487.369962925
"44" 327019.428411152 382414.999601329
"45" 327093.356099615 382731.471821826
"46" 326090.043193755 382487.376075367
"47" 326138.445262509 382353.593251542
"48" 326451.311468734 382446.827985472
"49" 325484.511598216 382436.708843942
"50" 326917.723536783 382475.986618588
"51" 326236.287182389 382413.43401989
"52" 326453.591956384 383220.697636704
"53" 326758.537548661 382692.35816378
"54" 326125.252895097 382445.111618656
"55" 326973.649402353 382853.0041325
"56" 327302.758604876 382727.027291378
"57" 326490.627880166 382545.132877398
"58" 326370.713728702 382823.451211447
"59" 327376.845438441 382497.255042832
"60" 326309.848382864 382535.473370045
"61" 326727.721325872 383009.339760553
"62" 327162.475886391 382477.811697044
"63" 326988.873599245 382689.122850884
"64" 325264.568969589 382378.168358953
"65" 325480.865038046 382524.046573599
"66" 326579.831283091 382480.425060154
"67" 327184.254400339 382659.917166347
"68" 326564.049872812 382478.212498668
"69" 326677.192771392 382412.776794715
"70" 327126.132876191 382906.855785633
"71" 327588.734804856 382629.190576863
"72" 326241.290178652 382578.257454476
"73" 326544.073176291 382894.038642162
"74" 327115.385286448 382418.713632841
"75" 325442.149680781 382344.749179004
"76" 325903.433571794 382269.829546037
"77" 326912.300902317 383023.054556107
"78" 325286.187678073 382352.795356903
"79" 326855.302614611 382907.799851078
"80" 326924.507781825 382682.85077257
"81" 325553.059782772 382377.485908481
"82" 327344.269116453 382645.773722414
"83" 326505.242326278 383122.644099078
"84" 326848.713522122 382916.36704527
"85" 326347.21643026 383039.418119861
"86" 327424.570874251 382459.994995417
"87" 326821.386711723 382589.579372006
"88" 326630.244899667 382540.590814332
"89" 327045.830232499 382528.470480203
"90" 326404.41636863 382751.892688268
"91" 326468.098612629 382602.856463462
"92" 327063.337934766 382719.561883344
"93" 326376.5580242 383019.017626361
"94" 325734.4790446 382320.426886845
"95" 326419.213760732 382747.058061349
