"V1" "V2"
"1" 332119.726507533 385406.529064262
"2" 331897.99358282 385833.749030801
"3" 332324.167772587 385675.471764274
"4" 332264.5238992 385525.682480097
"5" 332440.836337576 385889.401082347
"6" 331631.958167253 385623.81672094
"7" 332288.895427626 385670.97739243
"8" 332618.876351092 386010.17491125
"9" 332282.196973914 385635.991476777
"10" 332091.232770301 386015.518221665
"11" 332514.738240688 385704.600612164
"12" 332298.220749435 385495.679059935
"13" 332064.917991749 385928.180102287
"14" 332261.715122413 385635.461617733
"15" 332117.625484048 386124.024560493
"16" 332345.830017039 385425.373415823
"17" 332452.334380022 385911.618147471
"18" 331881.54559773 385460.864097293
"19" 332261.391550796 385860.296212749
"20" 332249.144459418 385445.319424326
"21" 332504.402890127 385644.922010928
"22" 331570.753295387 385588.367962764
"23" 332087.677201839 385521.271342321
"24" 332518.080950863 385692.441704302
"25" 332022.904080814 385900.055460768
"26" 331954.853910631 385561.399981028
"27" 331716.365225681 385852.60829181
"28" 332301.603776013 385426.850231771
"29" 331738.567224214 385937.979876024
"30" 332382.542679218 385593.975252206
"31" 332055.04370928 385996.364209125
"32" 332218.647761106 385336.751629292
"33" 332497.1660126 385610.719661244
"34" 331593.473228929 385603.413747859
"35" 331963.873784379 385856.121164339
"36" 332208.911082021 385977.972111313
"37" 332518.918111051 385710.574277324
"38" 332001.767578396 386084.698812904
"39" 332555.806754049 385994.330054254
"40" 331651.153454052 385517.284545415
"41" 332210.235189189 385442.98357866
"42" 332024.698782295 385991.924528237
"43" 332006.121066224 386032.393952285
"44" 332086.332042363 385816.057899431
"45" 331908.692778638 385949.231282004
"46" 332016.589129715 386000.435929736
"47" 331874.111140897 385849.018657967
"48" 332483.445729784 385861.737235153
"49" 332279.112134552 385720.140592732
"50" 331832.1208137 385739.841526324
"51" 332203.521800228 385719.418192387
"52" 332058.705520134 385349.660866175
"53" 332072.217280547 385270.632525227
"54" 332098.048641453 386058.814269999
"55" 331921.158008499 386047.43411531
"56" 332520.035705154 385923.239192354
"57" 332057.48162193 385812.394850036
"58" 331990.247705781 385814.063417878
"59" 332496.638368948 385834.542597439
"60" 332090.298697718 385514.247966682
"61" 332496.547344098 385705.028520683
"62" 332081.10545632 385525.343249154
"63" 332000.376095885 385446.184145528
"64" 332240.396141037 385996.717026338
"65" 332484.807175615 385538.441378067
"66" 332550.595408011 385851.235601206
"67" 332095.31207579 385752.008346205
"68" 331784.006052527 385873.005279713
"69" 332335.05309822 385425.368152313
"70" 331797.49507256 385317.135854935
"71" 331682.956644263 385456.595947948
"72" 331773.398639391 385536.744787959
"73" 331886.6593228 385807.983561704
"74" 332259.010845545 385624.657749884
"75" 331916.561078441 385254.760744863
"76" 332271.831966402 385968.679565921
"77" 331795.923839286 385363.400521448
"78" 331833.569305492 385686.625962153
"79" 331771.823349009 385650.769781259
"80" 331615.51124394 385528.986059049
"81" 331602.61584849 385649.34867905
"82" 332376.283542461 385807.851273111
"83" 332453.968583198 385731.077141005
"84" 332252.189374014 385855.596350269
"85" 332086.292973677 385518.21765012
"86" 331796.729764608 385759.759086261
"87" 332224.794063684 385426.112695304
"88" 332184.514008966 385494.696536162
"89" 332251.608851537 385515.396682372
"90" 331620.52457194 385644.235837845
"91" 331975.28895219 386143.447184619
"92" 331932.251051609 386152.741323665
"93" 332080.152680979 385462.367422039
"94" 332088.034940051 385523.472234608
"95" 332277.756169201 385989.124695432
"96" 331797.949128539 385614.813424449
"97" 332018.283186478 385613.971260463
"98" 332002.078428988 385381.776746151
"99" 332025.427108577 385394.330191783
"100" 331743.939982829 385740.908753352
