"V1" "V2"
"1" 329636.539756771 376826.055231804
"2" 329695.136518596 376382.801323992
"3" 329532.15451299 376573.771928634
"4" 329846.612393631 376965.537126194
"5" 329699.172710082 376880.216229171
"6" 329703.377921168 376176.044775245
"7" 329888.902054813 376262.482123219
"8" 329828.231726978 376723.459647724
"9" 329810.766499412 375988.595734675
"10" 329549.716707565 376384.084710119
"11" 329559.675024253 376603.351001948
"12" 329661.972665 376387.041707065
"13" 329916.232089883 376947.019498255
"14" 329631.562322784 377001.441072626
"15" 329566.979206575 376637.151843439
"16" 329824.690659974 376015.229997107
"17" 329871.99305187 376745.703205977
"18" 329564.337478088 376180.493297782
"19" 329778.644183838 376712.140446528
"20" 329756.808061169 376315.368738447
"21" 329872.381309334 376763.674499064
"22" 329611.4774469 376659.98674665
"23" 329800.75307211 376215.653766177
"24" 329776.678770755 376964.118628259
"25" 329798.444880989 377005.091219554
"26" 329633.451920325 376996.857361963
"27" 329602.6191351 376819.163736405
"28" 329684.456879588 376060.804468731
"29" 329764.081943001 376108.545164789
"30" 329763.920781621 376209.45296642
"31" 329625.127759641 376896.140555122
"32" 329840.898857472 376451.344305486
"33" 329768.169088234 376544.187418623
"34" 329688.558106309 376269.371540179
"35" 329445.992190018 376235.681146029
"36" 329449.47561688 376322.036733484
"37" 329580.728351755 376757.804580831
"38" 329892.027733558 376537.223615804
"39" 329601.809928305 376625.385068743
"40" 329710.991213364 376117.078925212
"41" 329873.250549146 376633.706989178
"42" 329626.83659689 376770.190290135
"43" 329573.054305063 376462.941914447
"44" 329792.660145069 376404.522030093
"45" 329543.923525199 376667.403654868
"46" 329634.92539793 376550.41498095
"47" 329613.616920691 376466.530281719
"48" 329503.923312318 376447.097934673
"49" 329571.176148526 376612.480363293
"50" 329809.902963718 376573.328865406
"51" 329810.223174525 376886.144536207
"52" 329535.326662957 376058.621021752
"53" 329894.537933523 376547.06345445
"54" 329897.849531014 376129.400617833
"55" 329878.890132337 376232.043501304
"56" 329544.206564332 376138.948785658
"57" 329656.414809373 376644.231464842
"58" 329869.734503026 376215.223490764
"59" 329652.93184156 376339.844847023
"60" 329572.821828072 376420.301775872
"61" 329788.510699449 376419.303496949
"62" 329889.843256115 376537.656495606
"63" 329730.698178469 376860.757228988
"64" 329762.145136441 376460.978442451
"65" 329751.276033976 376652.173309602
"66" 329645.428427802 376027.087637463
"67" 329839.380194281 376361.835042276
"68" 329667.477200248 377065.837137215
"69" 329774.952808371 376252.064635745
"70" 329757.977849239 376075.145995194
"71" 329608.249379583 376446.477977142
"72" 329842.401701969 376586.978877166
"73" 329536.352951065 376613.00841051
"74" 329546.158449071 376070.699318521
"75" 329742.65155755 376560.026537062
"76" 329855.305741125 376780.15299735
"77" 329747.361961599 376748.76036465
"78" 329768.920709548 376639.052170331
"79" 329559.436429375 376484.317999173
"80" 329771.947972344 376781.404514319
"81" 329517.49300854 376070.866643565
"82" 329750.073237897 376589.566947611
"83" 329955.183621881 376925.392657504
"84" 329817.59460112 376963.440147657
"85" 329516.76612542 376090.055285605
"86" 329729.243779268 376242.45318027
"87" 329733.271653211 376678.217943071
"88" 329592.035378979 376264.352393445
"89" 329934.411111558 376624.305591727
"90" 329823.16442642 376620.781569694
"91" 329547.598312222 376514.652939674
"92" 329580.482094051 376154.550203905
"93" 329726.508564303 376046.833072785
"94" 329521.109291712 376512.767518618
"95" 329645.679606276 376528.733307821
"96" 329480.043050632 376219.734234051
"97" 329698.215984334 376053.805650119
"98" 329921.525720583 376551.020525478
"99" 329804.810346938 376944.35426604
"100" 329697.420293102 376142.600282511
"101" 329640.637846567 376630.443449981
"102" 329901.499981918 376193.316731925
"103" 329639.546324293 376412.408402956
"104" 329671.286308567 376606.648119312
"105" 329665.377107577 376938.012474356
"106" 329604.333550555 376715.288551836
"107" 329867.133206738 376062.429412643
"108" 329596.517749401 376686.944291909
"109" 329662.796847586 376739.344022297
"110" 329773.862012879 376073.821492997
"111" 329499.616006229 376165.673201534
"112" 329712.189643856 376266.842070416
"113" 329892.234892017 376273.637443776
"114" 329701.566181364 376963.493102609
"115" 329896.047320554 376414.383430293
"116" 329494.9554578 376285.207593992
"117" 329695.845600655 376406.570718915
"118" 329588.054300283 376212.840865106
"119" 329741.109537663 376255.792958309
"120" 329720.587315047 376479.969169846
"121" 329935.969487781 376630.202944128
"122" 329902.663769176 376375.171064429
"123" 329883.16324785 376525.044539521
"124" 329755.791763085 376555.939176497
"125" 329453.873522986 376354.217980575
"126" 329856.775226935 376923.449665672
"127" 329590.326461777 376477.393163616
"128" 329869.955856784 376236.58764632
"129" 329502.848322603 376354.868226055
"130" 329771.160696555 376207.371099908
"131" 329776.115190335 376534.67363328
"132" 329771.507249372 376512.934411365
"133" 329805.133052057 376134.224363505
"134" 329645.621655296 376590.494039569
"135" 329636.113115831 376300.90394475
"136" 329576.233547036 376566.937791355
"137" 329899.192456935 376677.595645291
"138" 329538.070516634 376275.875299891
"139" 329414.910064826 376142.5299679
"140" 329429.143360825 376058.67868023
"141" 329879.314605441 376691.66670573
"142" 329646.596670254 376673.009489084
"143" 329856.482253527 376910.262493626
"144" 329711.187123086 376632.401218297
"145" 329689.077155859 376563.293905877
"146" 329670.384218749 376447.4218208
"147" 329532.897907866 376037.398178918
"148" 329700.967239631 376243.13310807
"149" 329511.603727362 376072.393096213
"150" 329792.744062497 376109.61429643
"151" 329875.285222727 376749.534821381
"152" 329933.596899552 376654.463595238
"153" 329799.503644903 376142.998351414
"154" 329904.192294847 376762.038385282
"155" 329482.807253527 376361.900607053
"156" 329572.464642888 376571.278431099
"157" 329579.529661824 376336.761929041
"158" 329855.161790952 376607.529743773
"159" 329664.016649822 376351.518306634
"160" 329589.071717163 376707.539210376
"161" 329688.659709494 376545.51046379
"162" 329807.864347429 376921.125427005
"163" 329563.272102157 376252.799256222
"164" 329813.56416515 376859.417404957
"165" 329450.582679917 376261.639078479
"166" 329585.17624959 376510.32499254
"167" 329543.743471157 376091.359668273
"168" 329853.13873215 376618.419367285
"169" 329709.028054053 376668.856288221
"170" 329697.55605015 376847.879798086
"171" 329650.236751494 376902.285090049
"172" 329599.294335059 376750.882685462
"173" 329867.191290021 376413.688582169
"174" 329570.685091849 376436.862006221
"175" 329813.950173056 376916.225592933
"176" 329698.828733024 376712.732690229
"177" 329855.47017989 376475.320841527
"178" 329452.584089314 376095.365970704
"179" 329817.929304329 376969.822235314
"180" 329690.578490362 376525.101432488
"181" 329761.631461 376980.925213792
"182" 329583.73947754 376190.596281085
"183" 329501.327700568 376215.263656867
"184" 329791.922983794 376858.096443922
"185" 329804.333762131 376625.729236608
"186" 329749.938589039 376424.824718159
"187" 329579.758324603 376126.348927419
"188" 329803.189766327 376423.72253818
"189" 329692.370395337 376173.624539753
"190" 329796.145949167 376805.715784788
"191" 329509.983338338 376318.32260428
"192" 329863.124213084 376437.180267055
"193" 329765.298388306 376117.598715325
"194" 329834.226859176 377006.396321423
"195" 329852.536082128 376668.982130352
"196" 329811.003132591 376595.994964554
"197" 329861.441012138 376206.843388232
"198" 329680.733327731 376455.271107708
"199" 329639.190300329 376933.025119686
"200" 329798.163291205 376195.989738241
"201" 329420.825651845 376135.432111121
"202" 329483.013247368 376163.829701381
"203" 329855.465097855 376153.477518943
"204" 329431.78087656 376147.784655929
"205" 329771.555605468 376003.818120347
"206" 329523.210121092 376660.341769799
"207" 329930.132355019 376492.753677603
"208" 329638.405296397 376165.778264437
"209" 329780.648342089 376735.889192352
"210" 329580.800304814 376115.118020351
"211" 329633.093358403 376443.466721109
"212" 329750.961738727 376980.034622339
"213" 329718.581787535 376395.675630766
"214" 329484.910598974 376294.470084426
"215" 329854.455702229 376825.888418738
"216" 329898.123438935 376123.010827219
"217" 329787.205354485 376041.455661322
"218" 329754.327471081 376267.032351437
"219" 329828.503275204 376934.482373261
"220" 329748.367843787 376010.957702966
"221" 329693.719434658 376942.445959376
"222" 329609.129363261 376726.338793192
"223" 329906.458103626 376553.950168713
"224" 329829.861615704 376373.099307611
"225" 329700.197208497 376432.436889032
"226" 329662.014794837 376062.34274655
"227" 329757.401058382 376866.305424389
"228" 329515.272948009 376029.341543669
"229" 329632.584921368 376489.61013819
"230" 329742.146250369 376946.997872542
"231" 329883.846122785 376023.60513534
"232" 329571.832513116 376605.209509092
"233" 329458.847479569 376269.690508314
"234" 329751.156934448 376338.267883156
"235" 329939.604969014 376619.871428899
"236" 329775.942920271 376407.681410823
"237" 329860.36606036 376956.477299979
"238" 329767.002282077 376038.742287889
"239" 329949.049854471 376896.264937636
"240" 329640.018477021 376423.110838272
"241" 329454.067242707 376030.555724515
"242" 329777.580749754 376464.467271477
"243" 329828.995191238 376323.162653058
"244" 329745.257404622 376580.978863167
"245" 329921.798464974 376551.449369473
"246" 329758.80419599 376983.634262186
"247" 329572.075623153 376588.350850792
"248" 329454.273378232 376330.676893798
"249" 329551.646153433 376505.093571711
"250" 329709.734288676 376810.232503654
"251" 329579.665903348 376242.577487759
"252" 329585.968754539 376163.602532315
"253" 329681.869840876 376595.588989092
"254" 329597.805583472 376190.98338372
"255" 329503.475491765 376148.489493708
"256" 329891.303736626 376366.607765785
"257" 329626.988563694 376020.030475063
"258" 329638.921761349 376824.501689842
"259" 329446.726976095 376342.929732719
"260" 329846.363230022 376416.018516238
"261" 329602.063885412 376113.884981683
"262" 329631.712814811 376436.742116129
"263" 329564.552218197 376606.394747257
"264" 329792.348987695 376048.217124855
"265" 329874.426875128 376533.915612629
"266" 329878.274379433 376437.675542232
"267" 329441.404160845 376054.012680771
"268" 329522.584930899 376205.391733044
"269" 329851.678878752 376985.856421861
"270" 329903.698288618 376809.387477488
"271" 329757.994745665 376175.670046496
"272" 329862.537851275 376027.231513956
"273" 329862.894479372 376774.890482963
"274" 329921.302685097 376823.704722626
"275" 329850.478240991 376950.333316613
"276" 329664.136250551 376191.041900582
"277" 329926.803238477 376458.583211883
"278" 329897.796148903 376695.625458344
"279" 329883.316732262 376768.435394039
"280" 329830.647713957 376277.478326271
"281" 329928.094531188 376453.317551377
"282" 329735.089885783 376733.5254954
"283" 329433.062734565 376076.618976513
"284" 329819.47199185 376166.993224762
"285" 329565.911215453 376784.390398584
"286" 329527.481128189 376204.936272648
"287" 329782.451493082 376786.056214865
"288" 329546.821762894 376132.111162321
"289" 329630.76487626 376701.463100992
"290" 329812.377170089 376989.673955922
"291" 329569.811394259 376138.53125589
"292" 329422.262543145 376119.873243207
"293" 329661.57142132 376106.168083966
"294" 329654.407679813 376207.150972031
"295" 329530.606045886 376042.563674335
"296" 329578.619360252 376610.861892452
"297" 329961.529985224 376888.001646599
"298" 329635.357156395 376812.144733329
"299" 329672.271468288 376803.453100962
"300" 329828.310539664 376953.834638011
"301" 329538.077534806 376738.539988539
"302" 329892.596924409 376825.552844295
"303" 329817.28572349 376637.264596621
"304" 329588.313251043 376227.513309054
"305" 329479.980233815 376485.116576831
"306" 329651.376993187 376891.055065942
"307" 329539.873064989 376694.68160175
"308" 329542.461256219 376338.659382491
"309" 329598.470227667 376695.511217604
"310" 329944.814462008 376687.600591616
"311" 329789.445908096 376710.959436646
"312" 329469.333782982 376469.574055485
"313" 329589.52795887 376873.657540842
"314" 329897.315160436 376903.376974324
"315" 329799.452817067 376360.572352332
"316" 329834.885735617 376406.317790798
"317" 329507.395497241 376191.394832873
"318" 329744.572114513 376764.137809103
"319" 329803.893358971 376043.094048608
"320" 329720.74905622 376084.215713531
"321" 329882.44692367 376693.541766664
"322" 329510.169510947 376522.106489132
"323" 329753.302809088 376711.729712954
"324" 329830.91553105 376236.84463275
"325" 329775.873430793 376394.946686288
"326" 329686.730764827 376492.603577949
"327" 329674.951930249 376743.170360884
"328" 329810.090245876 376553.883589034
"329" 329593.797982601 376154.297084605
"330" 329495.703433103 376471.930799208
"331" 329760.910533005 376528.485611248
"332" 329748.830726474 376113.498080062
"333" 329745.098033343 376989.571670482
"334" 329835.34175487 376014.991841594
"335" 329742.177273698 376818.142225725
"336" 329893.968736417 376536.495015922
"337" 329725.0233388 376230.204281434
"338" 329840.295551783 376645.850033214
"339" 329887.776252628 376730.400021652
"340" 329608.320967959 376322.553563488
"341" 329573.191865536 376880.025086661
"342" 329621.949228677 376483.632683313
"343" 329904.573773589 376497.950571075
"344" 329633.533999654 377026.682302544
"345" 329419.200399704 376135.959271496
"346" 329626.746108509 376717.474990744
"347" 329869.986772965 376581.347535102
"348" 329565.082011339 376058.411544523
"349" 329682.949860412 376155.649916868
"350" 329747.866941626 376184.281378219
"351" 329552.495656726 376116.023290238
"352" 329728.519244013 376033.836651051
"353" 329911.993071532 376383.5595291
"354" 329703.680517333 376551.183042221
"355" 329879.219299901 376076.150477617
"356" 329603.673802655 376266.758902798
"357" 329700.602485579 376239.230788187
"358" 329949.717046822 376921.302548193
"359" 329901.237182681 376677.713151929
"360" 329898.437687002 376242.981036304
"361" 329869.359706192 376094.801072954
"362" 329568.60824927 376096.917792274
"363" 329837.858165729 376090.371080718
"364" 329820.277354519 376149.31765512
"365" 329960.161276963 376929.939412858
"366" 329954.490910301 376913.931096606
"367" 329776.081130838 375987.790151271
"368" 329883.005326056 376101.570470209
"369" 329612.832099372 376626.717601935
"370" 329637.965100733 376621.60813748
"371" 329634.705822987 377002.182036046
"372" 329596.321523267 376244.855316464
"373" 329818.414804557 376852.463338003
"374" 329704.815292592 376590.39062074
"375" 329689.765707717 376081.160280942
"376" 329787.484739719 376713.397767555
"377" 329883.522963377 376794.21139312
"378" 329854.361357075 376882.283767536
"379" 329952.318258805 376971.687609796
"380" 329558.864417059 376571.217655479
"381" 329745.373333504 376420.782275601
"382" 329490.248320804 376072.485759876
"383" 329900.726015148 376109.056948484
"384" 329748.175609583 376784.927838623
"385" 329440.150408435 376317.835017056
"386" 329860.20463995 376112.796158153
"387" 329598.611629547 376549.059124419
"388" 329455.592784153 376063.271397467
"389" 329892.257741122 376161.0754993
"390" 329564.344459547 376210.758732386
"391" 329554.743906069 376494.331120076
"392" 329710.425787367 376970.230207723
"393" 329592.4815348 376263.429172756
"394" 329629.228933604 376701.78773038
"395" 329700.741600918 376906.679065301
"396" 329829.269615861 376064.02722326
"397" 329445.690020675 376077.366997161
"398" 329646.820070423 376454.540424211
"399" 329854.293475084 376910.682577852
"400" 329521.072689226 376283.023219295
"401" 329710.991670781 376745.140690646
"402" 329587.678034656 376101.660434022
"403" 329777.616529869 376170.596934306
"404" 329706.540368288 376466.111812074
"405" 329517.350951944 376169.498412165
"406" 329812.987686218 376678.311268503
"407" 329822.396453392 376547.096526848
"408" 329814.766709677 376659.485610757
"409" 329732.766143293 376539.538046686
"410" 329626.208883968 377001.636857607
"411" 329755.386528427 376778.145391226
"412" 329914.107480927 376201.682871862
"413" 329909.005373965 376577.08863725
"414" 329586.13096224 376644.281936221
"415" 329803.264312957 376683.676351355
"416" 329519.63894029 376035.947621159
"417" 329849.563677171 376303.813862465
"418" 329597.27576667 376066.524150972
"419" 329759.578800888 376296.716635116
"420" 329668.81850019 376920.979339357
"421" 329861.925474611 376225.689234581
"422" 329785.919079358 376689.370788851
"423" 329740.174997874 376617.753639314
"424" 329814.475784041 376088.67351894
"425" 329586.348990341 376885.913397305
"426" 329882.066568483 375980.893481761
"427" 329418.590078833 376099.150081305
"428" 329848.462743036 376763.596161477
"429" 329833.484477988 376497.015090849
"430" 329735.233333803 376853.014536779
"431" 329841.726034074 376387.398891699
"432" 329551.531532487 376611.634172952
"433" 329588.756312635 376024.956098455
"434" 329623.578294895 376660.504115796
"435" 329871.00173891 376878.552677599
"436" 329855.094577953 376949.61712373
"437" 329837.11283934 376123.522417661
"438" 329855.055514606 375990.576943004
"439" 329705.478586291 376478.38923604
"440" 329688.415331633 376140.027894019
"441" 329820.204981028 376052.475658192
"442" 329644.020874839 376600.553451686
"443" 329567.00413051 376585.946953847
"444" 329733.357048407 376659.278185063
"445" 329507.905109365 376038.938035875
"446" 329718.027325953 376319.62516385
"447" 329628.107443841 376624.461430763
"448" 329629.441554691 376116.965904269
"449" 329892.38326312 376655.774682259
"450" 329868.857781913 376353.219388359
"451" 329860.792604759 376893.310996001
"452" 329638.220132037 376342.436237954
"453" 329539.143436414 376355.058734737
"454" 329871.572597892 376510.443340747
